id,en,jp,trans
0-chapter_name,,魔力の代償,魔力的代价
0-synopsis,,完全に木になってしまった男を洞窟に残し、姬塔一行は山を下りる。その道中、ビィは不安を口にするが、レナは最悪の結末を覚悟したうえで、だからこそ多くの幸せと共にありたい、と決意を新たにする。,姬塔一行将完全化为树木的男人留在洞穴中后下山。碧十分担心蕾娜，但蕾娜表示她已经做好了最坏的打算，正因如此，她再次坚定了体味更多幸福的决心。
0,,ごめんなさいねぇ、魔物さん。<br>貴方達が悪いわけじゃないのだけれど～,抱歉呢，魔兽们。<br>虽然你们并没有错~
1,,お、おいぃ！<br>花の姉ちゃん！　姬塔！<br>おっさんが！,喂、喂！<br>卖花姐姐！姬塔！<br>大叔他……！
2,,<span class='scene-font-katari'>見れば、男の植物化は急速に進み、</span><br><span class='scene-font-katari'>今や首を残した全てが木へと</span><br><span class='scene-font-katari'>変化していた。</span>,<span class='scene-font-katari'>姬塔向男人看去，只见男人开始快速地植物化，除了头部全身都变成了树。</span>
3,,クソ……<br>これで……<br>俺も……魔物の、餌か……,可恶……<br>这下……我也是、魔兽的食物了……
4,,どうして「あの方」は<br>こんな事を……,为什么那个人要做这种事……
5,,さぁな、知らねぇよ……<br>だが、覚えておけ……,谁知道……<br>但是，记好了……
6,,奴の気が向けば……<br>あんたも狙われ……,只要那家伙想……<br>你也会被盯上……
7,,なん……だってぇ？,你说……什么？
8,,なぁ、俺が完全に木に化けたら……<br>焼いてくれ……餌は、ごめん、だ……,喂，等我完全变成树了……<br>请你们把我烧掉……我不想、被魔兽、吃……
9,,<span class='scene-font-katari'>男はそう言い残すと、</span><br><span class='scene-font-katari'>それっきり喋らなくなった。</span>,<span class='scene-font-katari'>说完这句话，男人再也没有开口。</span>
10,,<span class='scene-font-katari'>顎から鼻へと皮膚の樹木化は進み、</span><br><span class='scene-font-katari'>何かを訴え続ける目も木へと変化を</span><br><span class='scene-font-katari'>遂げた。</span>,<span class='scene-font-katari'>从下颚到鼻梁的皮肤全部变成了树，随后充满遗恨的双眼也化为了木头。</span>
12,,<span class='scene-font-katari'>全てを見届け、</span><br><span class='scene-font-katari'>一行は沈痛な面持ちで洞窟を後にした。</span><br><span class='scene-font-katari'>扉に念入りに鍵をかけ、来た道を戻る。</span>,<span class='scene-font-katari'>一行人目睹了这一切，沉痛地离开了洞穴。他们将洞口的门仔细地锁上，原路返回。</span>
14,,焼いてくれって言われてもよぉ……<br>さすがに気がひけるよなぁ……,虽然他让咱们烧了他……<br>可咱们怎么下得去手啊……
15,,私も最後には、あんな風に……,我最后，也会变成那样……
16,,レナさん……,蕾娜……
17,,だ、大丈夫だろ！？<br>花の姉ちゃんは、<br>ほら、魔法の腕だって！,不、不会的吧！？<br>卖花姐姐你，呃，魔法本来就很厉害嘛！
18,,ええ……まぁまぁ！<br>きっとしばらくは大丈夫よぉ～<br>……きっと♪,嗯……是呢是呢。<br>短时间内肯定没事的~
19,,<span class='scene-font-katari'>それから一行は押し黙り、</span><br><span class='scene-font-katari'>山道を下った。</span>,<span class='scene-font-katari'>随后没有人再开口，众人默不作声地走下山去。</span>
20,,<span class='scene-font-katari'>沈黙に耐えかねたように、</span><br><span class='scene-font-katari'>ビィがレナに話しかけた。</span>,<span class='scene-font-katari'>最后碧打破了沉默，向蕾娜问道。</span>
21,,な、なぁ……大丈夫か？<br>花の姉ちゃん……,那、那啥……你没事吧，卖花姐姐……？
22,,大丈夫よぉ♪<br>あの男の人は気の毒だったけれど。,没事哦♪<br>虽然那个男人很可怜。
23,,私がまだ無事でいる事に<br>感謝しなくっちゃねぇ～♪<br>これも幸せのひとつかな♪,但是对于我还平安无事这一点，我也要心存感激~♪<br>这也算是一种幸福吧♪
24,,おお！？<br>立ち直っちまったぞ！,哦！？<br>看来你已经振作起来了啊！
25,,思い出したわぁ～<br>旅を始める時、<br>どんな事を考えていたか。,我想起来了呢~<br>决定踏上旅程的时候我在想些什么。
26,,私も、いつかあんな風に……<br>そんな事、わかりきっていたもの。<br>だからこそ……,总有一天我会变成那样……<br>这一点我非常明白。<br>正因如此……
27,,だからこそ私は、<br>一つでも多くの<br>幸せとともにありたいの！,我想要收获更多的幸福！
28,,<span class='scene-font-katari'>レナはそう言って胸を張り、</span><br><span class='scene-font-katari'>しっかりとした足取りを取り戻した。</span>,<span class='scene-font-katari'>蕾娜说着，已经重新振作起来。</span>
29,,<span class='scene-font-katari'>花を狙う魔物のいない島に出た時、</span><br><span class='scene-font-katari'>レナはより一層美しい花を咲かせ、</span><br><span class='scene-font-katari'>人々の目を楽しませた。</span>,<span class='scene-font-katari'>等一行人前往其他没有食花魔兽的岛屿后，蕾娜在那里让更美的花朵盛开，为人们带来欢笑。</span>
info,,1,scene_chr091_q3_s20
