id,en,jp,trans
0-chapter_name,,二千年越しの想い,跨越两千年的思念
0-synopsis,,サンダルフォンは手に入れた実から珈琲豆を作り、姬塔達へ珈琲をふるまう。出来上がった珈琲を飲んだサンダルフォンはその味に衝撃を受けると共に、ルシフェルに珈琲を淹れてもらい、語らいながら飲んだひと時を思い出す。同じように珈琲を楽しみ、団欒する姬塔達とサンダルフォンの心の距離は、少しずつ近づいていくのだった。,用树上收获的咖啡豆，圣德芬为骑空团的大家做了咖啡。只是小小的一口咖啡就足以让他回忆起过去和路西菲尔一起度过的快乐时光。这段经历迅速拉近了圣德芬和骑空团的距离。
1,,"<span class='scene-font-katari'>始源の珈琲の木から</span><br>
<span class='scene-font-katari'>奇跡的に赤い木の実を採集した</span><br>
<span class='scene-font-katari'>姬塔達。</span>",一行人从树上采集了奇迹的真红果实。
2,,"<span class='scene-font-katari'>その後、木の実はサンダルフォンの</span><br>
<span class='scene-font-katari'>手によって丁寧に下処理をされて、</span><br>
<span class='scene-font-katari'>焙煎された珈琲豆として完成する。</span>",之后，果实经圣德芬之手，被仔细地处理、烘培后，成为了咖啡豆。
6,,"<span class='scene-font-katari'>サンダルフォンに呼び出された</span><br>
<span class='scene-font-katari'>姬塔達は、台所に集まって</span><br>
<span class='scene-font-katari'>珈琲を淹れる準備をしていた。</span>",团长一行人被圣德芬叫到厨房，开始准备泡咖啡。
7,,"……俺が手間暇かけて作った珈琲豆を<br>
ここで台無しにされたら困るからな。",……我费时费力做出来的咖啡豆，如果在这里被糟蹋了就完了。
8,,珈琲を淹れるのは俺に任せてくれ。,就让我泡咖啡吧。
9,,"はいっ、お願いします！<br>
サンダルフォンさん！",好，拜托了哦！圣德芬先生！
10,,"へへっ！<br>
とうとうサンダルフォンの<br>
淹れた珈琲が飲めるんだな！",嘿嘿！越来越想喝圣德芬泡的咖啡了呢！
11,,では……行くぞ。,那么，开始了。
12,,"<span class='scene-font-katari'>姬塔達の目の前で</span><br>
<span class='scene-font-katari'>珈琲豆を挽いていく</span><br>
<span class='scene-font-katari'>サンダルフォン。</span>",圣德芬在团长面前磨着咖啡豆。
13,,"<span class='scene-font-katari'>辺りには挽きたての珈琲粉の</span><br>
<span class='scene-font-katari'>芳醇な香りが立ち込める。</span>",周围环绕着磨成的咖啡粉芳醇的香味。
14,,"うわぁ～！<br>
なんだか甘くて不思議な香りです～",呜哇！有种甜甜的、不可思议的香味呢~
15,,"挽きたての珈琲豆ってこんなに<br>
いい匂いがするんだな～！",磨好的咖啡豆居然能有这么好闻的香味呢~
16,,"珈琲豆は挽きたてが<br>
一番美味しいからな。",磨的咖啡豆是最美味的呢。
17,,"さぁ、ここからが本番だ。<br>
今からお湯を注ぐぞ。",那么，现在开始是最关键的了，要倒热水了。
18,,"<span class='scene-font-katari'>姬塔達の前に置かれた</span><br>
<span class='scene-font-katari'>抽出器の中に珈琲粉を入れ、慎重に</span><br>
<span class='scene-font-katari'>お湯を注いでいくサンダルフォン。</span>",圣德芬将咖啡粉倒入团长面前的抽出器，慎重地倒入热水。
19,,"<span class='scene-font-kokoro'>（決して焦ってはいけない……</span><br>
<span class='scene-font-kokoro'>珈琲粉をどれだけ蒸らすかが、</span><br>
<span class='scene-font-kokoro'>今後の勝敗を分ける……）</span>",（绝对不能急躁……关键就在于咖啡粉被蒸至哪种程度……)
20,,"<span class='scene-font-kokoro'>（……よし……珈琲粉が</span><br>
<span class='scene-font-kokoro'>ふっくらとしてきたな。</span><br>
<span class='scene-font-kokoro'>そろそろ頃合いだろう……）</span>",(好，咖啡粉喧腾起来了。差不多要到时机了吧……)
25,,"<span class='scene-font-katari'>人数分の珈琲を抽出し終えた</span><br>
<span class='scene-font-katari'>サンダルフォンは、</span><br>
<span class='scene-font-katari'>それぞれのカップに注いでいく。</span>",圣德芬抽出了几人量的咖啡，一个个注入杯子里。
27,,"ありがとうございます！<br>
サンダルフォンさん！",非常感谢，圣德芬先生！
28,,ああ。,嗯。
29,,んじゃ早速飲んじまおうぜ！,那么快点开始喝吧！
30,,"<span class='scene-font-katari'>サンダルフォンの淹れた</span><br>
<span class='scene-font-katari'>珈琲に口をつける</span><br>
<span class='scene-font-katari'>姬塔達。</span>",团长一行人抿了一口圣德芬泡的咖啡。
31,,では、俺も飲むとするか。,那么，我也喝吧。
32,,"<span class='scene-font-katari'>サンダルフォンも緊張した</span><br>
<span class='scene-font-katari'>面持ちで口をつける。</span>",圣德芬面色紧张地也抿了一口。
33,,<span class='scene-font-4'>……っ！</span>,……!
39,,どうだ、サンダルフォン？,怎么样，圣德芬？
40,,"……お、美味しいです！<br>
このコーヒーの甘い香りと<br>
程よい酸味……",……美，美味！这份甘甜的香味和正正好好的酸度！
41,,"舌に残るまろやかなコクと<br>
苦みのバランスが絶妙です！",在舌头上残留的醇味和苦味形成了绝妙的平衡！
42,,"そうか、<br>
君も気に入ってくれたようだな。",这样啊，你也喜欢就太好了。
43,,"はい！<br>
一体どうすればこんな味が<br>
出せるんですか？",是的！究竟如何才能做出如此之味？
44,,"実は珈琲豆を焙煎する度合いによって<br>
味や風味が著しく変化することを<br>
発見してな……",实际上我发现，咖啡豆味道和风味会因咖啡豆的烘培程度而有显著的变化。
45,,"そ、そうだったんですね。<br>
……まったく珈琲とは奥深いですね。",这，这样啊。咖啡还真是深奥呢。
46,,ああ、そうだな。,嗯，是呢。
47,,"<span class='scene-font-katari'>満足そうに頷くルシフェルは、</span><br>
<span class='scene-font-katari'>改まった様子でサンダルフォンに</span><br>
<span class='scene-font-katari'>向き直って話しかける。</span>",路西菲尔满足地点了点头，严肃地对着圣德芬说到。
