id,name,detail
npc,安琪拉,3040071000
special,金牙神然,风属性伤害(特大)
special-千手千猿・猿皇波,千手千猿·猿皇波,风属性伤害(特大)/驱散1个强化效果
skill-1,不生不灭,<div class=prt-text-small>我方全体HP全回复/防御力DOWN/弱化抗性DOWN/所有参战者HP回复(1000)</div>
skill-2,君子万年,我方指定角色获得屏障效果/敌对心UP
skill-2++,君子万年,<div class=prt-text-small>我方指定角色获得屏障效果/敌对心UP/风属性追击效果(受到伤害时解除)</div>
skill-3,韦编三绝,<div class=prt-text-small>我方全体获得攻防UP/弱化成功率UP/连续攻击率UP<span class=text-blue>◆强化效果随持续时间增强/3回合后达到顶峰/随后效果逐渐减少</span></div>
skill-3+,韦编三绝,<div class=prt-text-small>我方全体获得攻防UP/弱化成功率UP/连续攻击率UP<span class=text-blue>◆第2次发动时追加暴击率UP/第3次发动时追加伤害上限UP</span></div>
skill-4,三令五申,<div class=prt-text-small>对敌方全体造成风属性伤害/「三猿」(最大3层)<br><span class=text-blue>◆根据「三令五申」发动次数「三猿」性能UP</span></div>
support-1,猿神宫之主,回合开始时我方全体概率在本回合获得全回避效果<br><span class=text-blue>◆仅前排有效</span>
support-2,身外身之术,<div class=prt-text-small>自身发动奥义时获得攻击力UP/连续攻击率UP/风属性追击效果/完全回避效果(1次)<br><span class=text-blue>◆回避成功后解除效果</span></div>
skill-lb,LB技能,自身普通攻击时概率缩短技能使用间隔1回合
intro,西南西的守护神,守护西南西方位，十二神将之一。对过去祖先前往的理想乡抱有梦想的猿神，遵从命运的相会踏上了旅途。少女小小的身躯中蕴藏的坚定不移的意志，将会成为对众人强有力的支持。
