path,trans,duration,note
voice/3040107000_s1_halloween1,万圣节快乐啊。,3,万圣
voice/3040107000_s1_halloween2,这种肃穆的镇魂之夜，总有种想要吃煮南瓜的感觉。,9,
voice/3040107000_s1_christmas1,圣诞快乐！,3,圣诞
voice/3040107000_s1_christmas2,你不会把整烤七面鸟端上来吧？不会吧？,9,
voice/3040107000_s1_newyear1,新年快乐！,3,新年
voice/3040107000_s1_newyear2,团长你看了元旦日出了吗？\n我每天都在日出的时候起床，所以都忘记了它的价值，光摆弄机械了。,16,
voice/3040107000_s1_valentine1,情人节快乐~,3,情人节
voice/3040107000_s1_valentine2,呵呵，我为了这天拜托榭洛科特君准备了很多东西。,8,
voice/3040107000_s1_whiteday1,白色情人节快乐！,3,白情
voice/3040107000_s1_whiteday2,睡眠，无法记忆拂晓……即使是我，这季节也要犹豫是不是要随着日出起床。,13,
