id,en,jp,trans
0-chapter_name,,十天の試練,十大天国的考验
0-synopsis,,ニオの力を試すため、次に現れたのはオクトーだった。力を失ったニオが、どのような技で不調を補うのか、見てみたいというオクトー。ニオはオクトーの視線を怖がり、多くを語らないまま手合せに臨む。,为了测试Nio的力量，接下来出现了Oktoau。 Okuto想看看失去力量的Nio是什么样的技能可以弥补紊乱。 Nio害怕Otto的眼睛，他会毫不犹豫地与其他人保持联系。
0,,…………,............
1,,…………,............
2,,うぬは気色を察する力を<br>失ったらしいな。,奥克托观察了一下妮欧酱，发现她并不想是失去力量的人。
3,,…………,............
4,,手負いの虎は<br>時に思いもよらぬ技を編み出し、<br>生き延びる事があるという。,老虎在陷入危机的时候，会发掘出难以想象的潜力和技能，来逃脱困境继续生存
5,,…………,............
7,,うぬの聴覚の不調を<br>いかなる技で補うか、<br>見せてみよ。,来让我看看是什么能力让你弥补了失去感知力的弱点吧
9,,……うん。,......好。
info,,1,scene_ult_chr130_q4_8_s10

