id,en,jp,trans
0-chapter_name,,十天の試練,十天众的试炼
0-synopsis,,ニオの力を試すため、次に現れたのは十天衆頭目・シエテだった。「どうかな？　親睦深めるために今度メシでも……」と軽い口調で話しかけてくるシエテに対し、面倒くさそうに対応するニオ。つれないニオの態度に苦笑しつつ、シエテはニオに勝負を仕掛ける。,为了测试妮欧的力量，十天众团长希尔提出现了在妮欧的旁边。 妮欧回应了看似令人不安的问候，尽管面色不是很好。希尔提与妮欧进行了一场比赛。
0,,やあ、ニオ。<br>調子はどうだい？,嗨，妮欧。最近如何？
1,,普通。,还算可以。
2,,ははは、普通で何よりだねぇ。<br>そんなに落ち込んでないって<br>聞いてたけど、実際に見て安心したよ。,哈哈哈，这样子就好。我也听说你的耳朵并不能很好的听到声音了，不过看你这个样子我就放心了。
3,,そうね。,或许吧。
4,,ちょっと～、ニオちゃん相変わらず<br>俺にはつれないねぇ？　どうかな？<br>親睦深めるために今度メシでも……,嘿〜，妮欧对我还是一如既往的冷淡啊。看样子我需要提高一下我们彼此的羁绊了。或许我们应该一起出去吃个饭，或许可以加深一下情感。
5,,…………,............
6,,でたでたニオのため息！　まぁ、<br>それが聞けて安心……ごめんごめん。<br>こういうノリ、苦手だったよねぇ？,妮欧无奈的叹息！嗯，听到这个我就放心了......对不起，对不起。我真的很不擅长这类节奏呢.
7,,……十天衆を相手に戦うとなると<br>さすがの俺も心の準備が必要でね。<br>,......我需要一点时间去调整心态，毕竟这是和另外一个十天众对决呢！
8,,だが……<br>キミのために必要なら仕方ない。,如果这是你必须要经历的，我也很心痛。但是........
10,,十天衆が頭目、天星剣王のシエテ……<br><span class='scene-font-4'>参る！</span>,十天众头目——天星剑王希尔提，参上！
info,,1,scene_ult_chr130_q4_7_s10
