id,en,jp,trans
0-chapter_name,,十天の試練,十大天国的考验
0-synopsis,,ソーンをなんとか倒すことに成功したニオ。「この試練が終わったら、どこかで食事でもどう？」と誘うソーンに対し、ニオは「……気が向いたら行く。あと、うるさい所は嫌」と答える。ニオらしい回答に思わず笑いながら、ソーンはその場を後にするのだった。,成功击败肯肯的尼奥如此成功。 “当这个试验结束时，你想在某个地方吃饭吗？”Nin说，“......如果我愿意，我会去的，那我就不喜欢吵闹的地方了。”在意外地笑到Nio的回答时，Aken-en正离开这个地方。
0,,大丈夫？,你还好吗？
1,,……ええ、平気よ。<br>私を倒すなんて、さすがね。,......额，我没想到我居然会被击败。
2,,ちょっと負けるかもって思った。,其实中间我战斗时曾觉得自己可能会输。
3,,自信はついた？,你有信心吗？
4,,……うん。,......有
5,,ねえ、ニオ。<br>この試練が終わったら、<br>どこかで食事でもどう？,呐，妮欧酱。这个试炼结束的时候，我们一起找个地方吃个饭吧。
6,,……気が向いたら行く。<br>あと、うるさい所は嫌。,......我很乐意和你一起，但是可以的话，可以选一个安静的地方吗？
7,,ふふふふ！　貴方らしい。<br>もちろん、静かな場所を選ぶわ。,哈哈哈！你还是那样子，我会给你选一个安静的地方的。
8,,じゃあね。<br>成功を祈ってる。,那么再见，也祝你武运昌隆。
9,,ありがとう、ソーン。,谢谢你，索恩姐姐。
info,,1,scene_ult_chr130_q4_2_s20
