id,en,jp,trans
0-chapter_name,,十天の試練,十大天国的考验
0-synopsis,,ニオの力を認めて立ち去ろうとするカトルの背に、ニオは「……優しいのね」と声をかける。ニオが本気で戦えるように、カトルがわざと凄んでみせたことを、ニオは聴きとっていた。そそくさと去っていくカトルを見送り、ニオは「ありがとう、カトル。星屑の街の子達のためにも、私はがんばるよ」とつぶやくのだった。,卡托鲁在确认了妮欧的力量并没有虚弱之后，就准备离去开了。妮欧看着卡托鲁的背影说到，真实温柔的人呢！并且明白了为什么卡托鲁要这么做的原因，并且说到为星屑镇的孩子们继续奏响乐曲的.
1,,ぐあっ！,啊！
3,,大丈夫？,你还好吗？
4,,……ふん。<br>力を取り戻しつつあるのは<br>嘘じゃないようだな。,......嗯。看起来你确实是恢复力量了。
5,,なら文句はない。<br>……じゃあな。,<br>.那我也不说什么废话了,......再见。
7,,……優しいのね。,....你真的很温柔呢。
9,,…………！？,............！ ？
10,,凄んだのも、私に向けた殺気も、<br>全部本物だった。でも、少しだけ<br>聴こえたの。貴方が無理してる旋律。,你在骂我的时候尽管是充满着暴力的旋律，但是我听到了这是你自己强迫自己演奏的
11,,……決してそんな事は。,......从来没有这样的事情。
12,,私が本気で戦えるように<br>そうしてくれたのね。,你是如此温柔的对待我，所以我也倾尽全力为你演奏。
13,,……僕はもう行きます。,......我现在就走了。
15,,ありがとう、カトル。<br>星屑の街の子達のためにも、<br>私はがんばるよ。,谢谢你，卡托鲁。我会尽力为星尘镇的孩子们继续演奏的。
info,,1,scene_ult_chr130_q4_4_s20
