id,en,jp,trans
0-chapter_name,,第111章　境界の世界,第111章边界世界
0-synopsis,,一方、ロキとフェンリルも星晶獣ヱビスの背の上に辿り着いていた。自分が探す、グレートウォールに封印されていた人物もここに落ちただろうと語るロキ。そんな中ふたりは、敵対する集落へ向かうローブを着た人々に出会う。ロキを知っている様子のローブの男は、警戒を露わに境界に来た目的を追及するも、ロキは「僕のやりたいようにやるよ」と語り、歩き去るのだった。,另一方面，洛基和芬里尔也到达了星晶兽惠比寿的背上。洛基说自己正在找的，被长城封印的人也应该落到了这里。这时两人遇到了穿着长袍正前往敌对村落的一群人。认识洛基的长袍男，毫不隐藏自己的警惕追问洛基到境界来的目的，洛基只是回答“我只是来做自己想做的事”就离开了。
1,,<span class='scene-font-katari'>姬塔達の旅の影で、</span><br><span class='scene-font-katari'>一つの星もまた、己が目的のために</span><br><span class='scene-font-katari'>空へと身を躍らせていた。</span>,在团长们的旅途的阴影中，也有一颗星星为了自己的目的，从空中跃下。
11,,へぇ……ここに着くんだ。,嘿......到达这里了啊。
12,,おい、ロキ……<br>どーいうことだ、これ？<br>どこなんだよ、ここ。,喂，洛基 ......这是怎么回事？这里是哪里。
13,,境界。<br>空の世界と赤き地平の狭間さ。,境界。空之世界与赤红的地平线之间的缝隙。
14,,そしてここは、星晶獣ヱビスの背の上。<br>まぁ、境界に他に足場は無いからね。,这里是星晶兽惠比寿的背上。没办法，境界没有其他落脚点。
15,,は……？<br>お前、馬鹿じゃねーの？,哈？你是笨蛋吗？
16,,馬鹿……馬鹿かぁ。<br>そうかなぁ……まぁ、そうかもね。,笨蛋......笨蛋吗。是吧......嗯，说不定呢。
17,,お前、赤き地平に<br>行くつもりだったんじゃねーのか？<br>道にでも迷ったのかよ？,你，不是要去赤红的地平线吗？迷路了吗？
18,,迷うほどの道だと思うかい？<br>赤き地平、空の底まで、<br>真っ逆さまに一本道さ。,这路途可能会让人迷路吗？赤红的地平线，是到天空底部为止的一条直径。
