id,en,jp,trans
0-chapter_name,,エリカ?大神編,艾丽卡·大神篇
0-synopsis,,単身戦うエリカのもとに姬塔一行も駆けつけ、大神の指揮により辛くも勝利をつかみ取る。しかし、そこに降魔の主である葵叉丹が現れるが、エリカは「サンタさんの名を騙るなんて……」と、葵叉丹に猛攻を仕掛ける。そんなエリカを援護するべく、姬塔一行は降魔の足止めを試みる。,姬塔一行人赶到了独自战斗的艾丽卡身边后，靠着大神的指挥取得了艰难的胜利。但是，降魔之主葵叉丹出现，艾丽卡认为他是自称圣诞老人的骗子而猛攻。姬塔一行人于是开始援护艾丽卡，尝试拖住降魔。
0,,<span class='scene-font-katari'>バルツ公国に突如現れた降魔──</span><br><span class='scene-font-katari'>単身戦うエリカのもとに</span><br><span class='scene-font-katari'>姬塔らも駆けつけた。</span>,<span class='scene-font-katari'>巴尔茨公国突然出现了降魔，</span><br><span class='scene-font-katari'>姬塔一行人赶到了独自战斗的艾丽卡身边。</span><br><span class='scene-font-katari'></span>
1,,<span class='scene-font-katari'>混乱に陥ったバルツの街に大神の</span><br><span class='scene-font-katari'>声が響く。</span>,<span class='scene-font-katari'>陷入混乱的巴尔茨街道上回响着大神的声音。</span><br><span class='scene-font-katari'></span>
2,,<span class='scene-font-katari'>彼の指揮によって</span><br><span class='scene-font-katari'>どうにか人々はまとまり、</span><br><span class='scene-font-katari'>辛くも勝利を掴み取った。</span>,<span class='scene-font-katari'>因为他的指挥，</span><br><span class='scene-font-katari'>大家总算重整态势，取得了艰难的胜利。</span><br><span class='scene-font-katari'></span>
3,,ふーん……<br>その降魔って化け物は<br>なんで出てきたんだよ？,哦……<br>那个叫降魔的怪物为什么会出现啊？
4,,それは、長い話になる……<br>降魔は、何百年も昔から<br>俺達の国に出没していた魔物で……,说来话长……<br>降魔几百年前就已经在我们国家出没……
5,,人々の怨念が形を成したと<br>言われている、恐ろしい存在なんだ。,它们是人类的怨念化为实体成型，<br>令人恐怖的存在。
6,,一度封印された降魔を、<br>葵叉丹という男が復活させ……<br>俺達の国で暴れさせたのが事の発端だ。,原本降魔被封印过一次，<br>叫葵叉丹的男人又将它们复活……<br>在我们的国家四处破坏。那就是这件事的源头。
7,,なんだか他の島でも暴れはじめた<br>みてぇだけど、もしかして……,好像它们也在其他的岛大闹<br>难道说……
8,,ああ。<br>きっと、俺達と一緒にこちらに来た<br>叉丹がけしかけているんだ。,对。<br>肯定是和我们一同过来的叉丹，<br>他干的事情。
9,,じゃ、そいつを倒すまで<br>この騒ぎはおさまらねえんだな……,那不去把他打倒，<br>这场骚动就停不下来啊……
10,,でも……困りましたねえ。<br>その人がどこにいるか<br>わからないとなると……,不过……真是头疼啊。<br>不知道那人在什么地方……
11,,フフフ……,哼哼哼……
12,,なんだぁ？　どっかから声が……,啥呀？哪里传来声音……
13,,……お前は！,……你是！
14,,どうした、大神一郎。<br>私を探していたのではないのか？,怎么了，大神一郎。<br>难道你在找我？
15,,葵……叉丹！,葵……叉丹！
16,,そんな……<br>あの人が……？,怎么会……<br>那个人就是……？
17,,異界に飛ばされた事は誤算だったが……<br>貴様ら華撃団の戦力が分断されたのは<br>大きな収穫だったな。,虽然我也被传送到异界是个误算……<br>不过分隔开了你们华击团的战力，<br>真是个大收获啊。
18,,くっ……！,咕……！
19,,ウソ……<br>だって、本とかで見るのと<br>全然違う……,不会吧……<br>和书上看到的<br>完全不一样……
20,,はーっはっはっは！<br>この場でまずは一機！<br>霊子甲冑を……,哈哈哈哈哈哈！<br>让我先在这里！<br>收拾掉一台灵子甲胄……
21,,なるほど<br>わかりました大神さん！<br>あれは偽物なんです！,原来如此。<br>我明白了大神先生！<br>他是假冒的！
22,,<span class='scene-font-katari'>一人何かに納得したエリカは</span><br><span class='scene-font-katari'>首を傾げる姬塔らに構わず</span><br><span class='scene-font-katari'>光武Ｆ２へと乗り込んだ。</span>,<span class='scene-font-katari'>一个人独自好像明白什么的艾丽卡</span><br><span class='scene-font-katari'>无视搞不清楚状况的姬塔一行人</span><br><span class='scene-font-katari'>跳上了光武F2。</span>
23,,<span class='scene-font-katari'>そしてマシンガンを叉丹に向け、</span><br><span class='scene-font-katari'>掃射を開始する。</span>,<span class='scene-font-katari'>然后将机枪朝向了叉丹，开始扫射。</span><br><span class='scene-font-katari'></span>
24,,くっ！？,咕！？
25,,ひどい……<br>なんてひどいことを！,好过分……<br>为什么做这么过分的事！
26,,サンタさんの名を騙るなんて……<br>わたし、許せません！<br>神さまもお怒りですよ！,用圣诞老人的名字欺骗大家……<br>我绝对不会原谅！<br>就算是神明也会生气的哦！
27,,な……なぁ、あの姉ちゃん<br>何と何を勘違いしてるんだ？,我……我说，那位姐姐<br>把什么搞错成什么了啊？
28,,気にするな、ビィ！<br>今は降魔の出現を警戒してくれ！,不要在意，碧！<br>现在先警戒是否有降魔出现！
29,,ま、まあいい……<br>その厄介な霊子甲冑をまずは一機！<br>片付けてやろう！　降魔よ！　来たれ！,算、算了……<br>先把那台麻烦的灵子甲胄收拾掉！<br>降魔啊！出现吧！
30,,ギャオオオオオッ！,噶哦哦哦哦哦哦！
31,,来たな！<br>エリカくんの機体は接近戦には<br>不向きだ！,出现了！<br>艾丽卡君的机体不擅长近战！
32,,姬塔くん！<br>俺達で降魔を足止めするぞ！,姬塔君！<br>我们先拖住降魔！
info,,1,scene_evt160506_cp2_q2_s20
