id,en,jp,trans
0-synopsis,,帝都?東京の大帝国劇場は、さくら、エリカ、ジェミニ達の共演に沸いていた。彼女達の正体は都市防衛を担う秘密組織であり、降魔の主?葵叉丹の出現を受け、支配人である大神、大神の甥である新次郎と共に彼女達は出撃する。しかし、開かれた異界の門に大神は吸い込まれ、彼を助けようと門に落ちたさくら、エリカに引っ張られた大神の体は二つに分かれてしまう。,位于帝都东京的帝国大剧场，因为樱、艾丽卡、杰米妮的公演而沸腾。她们的真实身份是担当都市防御的秘密组织。因为降魔之主葵叉丹的出现，剧场管理人大神与大神的外甥新次郎一同与她们作战。但是，被打开了的异界之门将大神吸入，想要救他却掉入门内的樱与艾丽卡，将大神的身体拉扯成了两份。
0,,<span class='scene-font-katari'>大帝国劇場──太正の帝都?東京の</span><br><span class='scene-font-katari'>人々にとって、娯楽の象徴とも</span><br><span class='scene-font-katari'>いえる場所である。</span>,<span class='scene-font-katari'>大帝国剧场──它对于太正时期帝都东京</span><br><span class='scene-font-katari'>的人们来说，可以说是被叫做娱乐象征</span>的场所。</span><br><span class='scene-font-katari'>
1,,<span class='scene-font-katari'>巴里と紐育の</span><br><span class='scene-font-katari'>スター達と、帝劇女優との共演で</span><br><span class='scene-font-katari'>人々の話題はもちきりだった。</span>,<span class='scene-font-katari'>来自巴黎与纽约的明星</span><br><span class='scene-font-katari'>协同帝剧女演员的共演</span><br><span class='scene-font-katari'>成为了街头巷尾的话题。</span>
2,,<span class='scene-font-katari'>評判が評判を呼び、日々の公演は</span><br><span class='scene-font-katari'>大盛況。従業員達も忙しい日々を</span><br><span class='scene-font-katari'>送っていた。</span>,<span class='scene-font-katari'>良好的口碑带来更好的口碑，</span><br><span class='scene-font-katari'>每日的公演热闹非凡。</span><br><span class='scene-font-katari'>工作人员们也渡过着繁忙的每一天。</span>
3,,ふう……<br>みんな、今日もお疲れ様。,呼……<br>各位今天辛苦了。
4,,<span class='scene-font-katari'>彼は大神一郎。粉骨砕身の覚悟で</span><br><span class='scene-font-katari'>チケットのモギリから劇場の支配人に</span><br><span class='scene-font-katari'>登り詰めた男である。</span>,<span class='scene-font-katari'>他叫大神一郎。</span><br><span class='scene-font-katari'>是靠着粉身碎骨的觉悟，</span><br><span class='scene-font-katari'>从剪票小哥爬上了剧场管理人位置的男人。</span>
5,,大神さん！<br>今日も大盛況でしたね。,大神先生！<br>今天也来了很多观众呢。
6,,<span class='scene-font-katari'>真宮寺さくら。帝国歌劇団所属。</span><br><span class='scene-font-katari'>大神とともに大帝国劇場を支える</span><br><span class='scene-font-katari'>看板女優である。</span>,<span class='scene-font-katari'>真宮寺樱。所属于帝国歌剧团。</span><br><span class='scene-font-katari'>是与大神一同支撑起大帝国剧场</span><br><span class='scene-font-katari'>的招牌女演员。</span>
7,,大神さん……<br>すいません、色々と……,大神先生……<br>之前很多事对不起……
8,,<span class='scene-font-katari'>エリカ?フォンティーヌ。シスター。</span><br><span class='scene-font-katari'>巴里から来たテアトル?シャノワールの</span><br><span class='scene-font-katari'>ダンサーである。</span>,<span class='scene-font-katari'>艾丽卡·芳婷。修女。</span><br><span class='scene-font-katari'>她是巴黎黑猫剧场(Théatre Chat Noir)</span><br><span class='scene-font-katari'>的舞者。</span>
