id,en,jp,trans
0-chapter_name,,エリカ?大神編,艾丽卡·大神篇
0-synopsis,,エリカ不在の中、一行に無数の降魔が襲い掛かる。姬塔を屋外へ放り出すべく再び異界をつなぐ門を開く葵叉丹。そこへ飛んできたエリカが葵叉丹の術を邪魔し、大神、エリカ、姬塔一行は異界の門へと飲み込まれる。そうしてたどり着いた先は、帝都?東京であり、次々と襲い掛かる降魔を相手に、皆で葵叉丹に戦いを挑む。,艾丽卡不在塔内的期间，无数的降魔向众人扑来。葵叉丹意图将姬塔传送出室外，再次打开了连接异界之门。此时艾丽卡飞向了葵叉丹，妨碍了他的术法。大神、艾丽卡以及姬塔一行人被异界之门吞没，到达的终点竟是帝都。面对接二连三袭来的降魔，众人向葵叉丹发起了进攻。
1,,グオオオッ！,咕噢噢噢噢！
2,,<span class='scene-font-katari'>叉丹の術により、</span><br><span class='scene-font-katari'>エリカ不在となった隙に</span><br><span class='scene-font-katari'>無数の降魔が襲いかかる。</span>,<span class='scene-font-katari'>叉丹的术法让艾丽卡消失制造出了破绽，</span><br><span class='scene-font-katari'>无数的降魔向众人袭来。</span><br><span class='scene-font-katari'></span>
3,,<span class='scene-font-katari'>姬塔らは徐々に</span><br><span class='scene-font-katari'>追い詰められていった。</span>,<span class='scene-font-katari'>姬塔等人渐渐被逼上了死路。</span><br><span class='scene-font-katari'></span>
4,,く……！<br>予想よりも<br>降魔の数がはるかに多い！,咕……！<br>降魔的数量远远比预想的要多！
5,,ははははは！ <br>帝都での戦いぶりは<br>どうした、華撃団！,哈哈哈哈哈！<br>在帝都你们不是骁勇善战吗，华击团！
6,,くっそぉ！<br>さすがにこの数は<br>捌ききれねえぞ！,可恶！<br>这么大的数量，没法全部解决！
7,,総員！　退路確保！,全员！确保好退路！
8,,<span class='scene-font-katari'>撤退を決意した大神。</span><br><span class='scene-font-katari'>大扉へと向かうが……</span>,<span class='scene-font-katari'>大神决定进行撤退。</span><br><span class='scene-font-katari'>他朝向了大门，但是……</span>
9,,グギャオオオッ！,噶噢噢噢噢！
10,,ま……まずいぜ！<br>完全に囲まれちまった！,糟……糟糕！<br>我们被完全包围了！
11,,フフフ……<br>この帝都に眠る怨念は<br>なかなかのものだったぞ。,哼哼哼……<br>这帝都沉睡的怨念<br>可真是不错啊。
