id,en,jp,trans
0-chapter_name,,さくら?大神編,樱·大神篇
0-synopsis,,葵叉丹の開いた異界の門を通り、ポート?ブリーズ群島へと飛ばされてきた、大神とさくら。そこでビィと出会ったふたりは、よろず屋を通じ姬塔達と合流しようとするが、そこで降魔が暴れていることを知ったふたりは、すぐさま降魔を倒すため帝国華撃団として出撃する。,穿过了葵叉丹打开的异界之门，大神和樱飞到了微风岛。在那里与碧相遇的两人，准备去往万事屋和姬塔一行人合流。但是得知降魔在此地作乱后，他们作为帝国华击团立刻出击去解决降魔。
0,,ん……うう……,嗯……唔唔……
3,,はっ！？,哈！？
4,,大神さんっ！？,大神先生！？
5,,あ……う……,啊……唔……
6,,大丈夫ですか！？　大神さんっ！,你没事吗！？大神先生！
7,,さくら……くん、か……<br>君こそ、怪我はないか……,是樱……君吗……<br>你那边才是，有受伤吗……
8,,ええ、あたしは大丈夫です。,我没有事。
9,,なんだったんだ、さっきのは……<br>俺の体が真っ二つに……,刚才那是发生什么了……<br>我的身体被分成了两半……
10,,あたしもそう思ったんですけど、<br>きっと、見間違いか何かですよね。<br>よかった……,我刚也觉得是分成两半了，<br>但一定是哪里看错了。<br>太好了……
11,,そうみたいだね。ところで、<br>ここは……どこだろう？<br>帝都ではないみたいだけど……,貌似是这样呢。<br>说起来这里是……什么地方？<br>看起来不像是帝都……
12,,あたしにもわかりません。<br>エリカさんも、ジェミニさんも、<br>大河さんも……見当たらなくて。,我也不知道是什么地方。<br>艾丽卡小姐、杰米妮小姐还有大河先生…<br>都没有在这里。
13,,困ったな……<br>誰か、いないだろうか？,真头疼啊……<br>这附近有人吗？
14,,どこだここ……<br>ポート?ブリーズか？<br>ったく、何がなんだか……,这里是哪……<br>微风岛吗？<br>真是的，都发生些什么事啊……
15,,あっ！<br>あれって、さっきの異界の魔物！,啊！<br>那个是刚才的异界的魔物！
16,,うん？<br>なんだ、<br>兄ちゃん達も一緒に落ちてきたのか。,嗯？<br>什么啊<br>小哥们也一起掉进来了吗。
17,,<span class='scene-font-kokoro'>（……まずい！　気付かれたぞ！）</span>,<span class='scene-font-kokoro'>（……不好！他注意到这边了！）</span>
18,,<span class='scene-font-kokoro'>（大神さん！　下がってください！</span><br><span class='scene-font-kokoro'>あたしが光武二式で戦います！）</span>,<span class='scene-font-kokoro'>（大神先生！你请先退后！</span><br><span class='scene-font-kokoro'>我用光武二式与它战斗！）</span>
19,,<span class='scene-font-kokoro'>（さくらくん、無茶だ！</span><br><span class='scene-font-kokoro'>相手の正体もわからないんだぞ！）</span>,<span class='scene-font-kokoro'>（樱君，太冒险了！</span><br><span class='scene-font-kokoro'>我们都还不知道对手的底细！）</span>
20,,ん？　何ゴチャゴチャ言ってんだ？,嗯？你们在小声说啥啊？
21,,なあ、兄ちゃん達金持ってるか？<br>オイラ、仲間の所に帰りてえんだけど<br>艇に乗る金なくってさ……,我说小哥你们有钱吗？<br>我想回到同伴那里去，<br>但是没有坐飞艇的钱……
22,,出会ったばっかでわりぃんだけど、<br>ちょっと貸してくんねえかな……,虽说我们才见面不太好意思，<br>能借我一点吗……
23,,…………？,…………？
24,,か……金？　仲間？<br>ええと……べ、別に、その……<br>構わないけど……,……钱？同伴？<br>那什么……到、到也不是……不行……
25,,<span class='scene-font-katari'>財布を取り出す大神に</span><br><span class='scene-font-katari'>さくらが耳打ちする。</span>,<span class='scene-font-katari'>樱对着拿出钱包的大神悄悄说。</span><br><span class='scene-font-katari'></span>
26,,<span class='scene-font-kokoro'>（大神さん、あれってほんとに</span><br><span class='scene-font-kokoro'>魔物なんですか？）</span>,<span class='scene-font-kokoro'>（大神先生、那个真的是魔物吗？）</span><br><span class='scene-font-kokoro'></span>
27,,<span class='scene-font-kokoro'>（わからない……</span><br><span class='scene-font-kokoro'>邪悪な感じが全くないな……）</span>,<span class='scene-font-kokoro'>（不清楚……</span><br><span class='scene-font-kokoro'>一点也感觉不到邪恶啊……）</span>
28,,ええと……<br>手持ちはこれしかないけど、<br>これで足りるかな？,我看看……<br>我手上就只有这么多，<br>这些够吗？
29,,なんだこりゃ？　見たことねえや。<br>兄ちゃん達どっから来たんだ？,这什么东西呀？从来没见过啊。<br>小哥你们从哪来的？
30,,俺達は帝都東京の者だが、<br>この辺りではこの金は使えないのか？,"我们是帝都东京的人,<br>这一带不使用这种货币？"
31,,ああ。オイラ見た事ねえもん。,是啊。我从来没见过这种。
32,,所でトーキョーってぇと、外の空域か？<br>こんな所まで飛ばされちまって、<br>災難だな……,话说你提到的冬晶什么的，是外部的空域？<br>居然飞到这种地方来，<br>真是灾难啊……
33,,ああ……見た事もない景色で<br>戸惑っているんだが……,是啊……都是没见过的景色<br>正在迷茫怎么办……
34,,そっかぁ……<br>よっしゃ！　そんじゃしばらく<br>オイラが兄ちゃん達の面倒見てやるよ！,是吗……<br>那好！我就暂时先照看下你们把！
35,,そ、そうか……,是、是吗……
36,,<span class='scene-font-kokoro'>（……どうするんですか？</span><br><span class='scene-font-kokoro'>大神さん。）</span>,<span class='scene-font-kokoro'>（……怎么办？</span><br><span class='scene-font-kokoro'>大神先生。）</span>
37,,<span class='scene-font-kokoro'>（彼……？　に邪悪な感じはないし、</span><br><span class='scene-font-kokoro'>俺達は右も左もわからない……</span><br><span class='scene-font-kokoro'>ついていくしかないか……）</span>,<span class='scene-font-kokoro'>（感觉不到他(?)有邪恶之心，</span><br><span class='scene-font-kokoro'>我们又根本是无头苍蝇……</span><br><span class='scene-font-kokoro'>只有跟着他走了……）</span>
38,,すまないけど、お願いしていいかな？<br>俺は大神一郎。<br>こっちは真宮寺さくらくんだ。,抱歉啊，能拜托你带带我们吗？<br>我叫大神一郎。<br>这位是真宫寺樱君。
39,,オイラ、ビィってんだ。<br>よろしくな、ふたりとも！,我叫碧。<br>两位就多多关照啦！
40,,んじゃ、早速案内してやるよ！<br>困った時はよろず屋に相談だぜ！<br>兄ちゃん達、ついてこいよ！,那事不宜迟我先带路！<br>遇上麻烦的时候就先找万事屋商量！<br>小哥们跟紧我！
43,,なるほど～<br>それは大変でしたね～,原来如此～<br>那可真是够呛啊～
44,,ってワケで、みんなと<br>連絡とりてえんだけど……<br>後払いで受けてくんねえか？,所以我想联系上大家……<br>能够先赊账吗？
45,,はいは～い！<br>お任せくださ～い！,好的好的～！<br>就交给我吧～！
46,,しっかし、今日はいつにもまして<br>忙しそうだな、よろず屋！,话说回来你今天看起来比平时更忙呢<br>万事屋！
47,,はい～なんでも見た事もない魔物が<br>急に暴れ出して、てんやわんやで～<br>確か、降魔と呼ばれている……,是的～从来没见过的魔物突然袭击，<br>大家都手忙脚乱～<br>记得好像是叫做降魔的魔物……
48,,こ……降魔！？,降……降魔！？
49,,おや～、ご存知ですか～？<br>とても厄介で、皆手を焼いていまして～,哎呀～您知道它吗～？<br>它们特别麻烦，大家都正疲于应对呢～
50,,全世界で暴れてるって聞きましたけど、<br>こんな所にまで……,虽然我听说降魔在全世界正在作乱，<br>没想到居然这种地方也……
51,,大神さん！<br>あたし達も戦いましょう！,大神先生！<br>我们也去作战吧！
52,,もちろんだ。帝都の事も気になるが、<br>奴らが暴れていると聞いて<br>放っておくわけにはいかない。,当然。虽然也很在意帝都的情况，<br>但听说他们在这作乱，可不能放过他们。
53,,よろず屋さん！<br>あたし達も戦います！<br>降魔の居場所を教えてください！,万事屋小姐！<br>我们也去参加战斗！<br>请告诉我们降魔的位置！
54,,<span class='scene-font-katari'>こうして大神とさくらは</span><br><span class='scene-font-katari'>ビィに連れられ、降魔の暴れる街へと</span><br><span class='scene-font-katari'>向かうのであった。</span>,<span class='scene-font-katari'>于是碧带上大神与樱</span><br><span class='scene-font-katari'>去向了降魔袭击的城市</span><br><span class='scene-font-katari'></span>
57,,くそ……奴ら……<br>まるで歯が立たねえ……！,可恶……这些混蛋……<br>完全没办法对付……！
58,,あ……熱い！<br>傷口が……！<br>ああ……！,好……好烫！<br>伤口……！<br>啊啊啊……！
59,,ああ……<br>なんてこと……,啊……<br>怎么会这样……
60,,まさか、霊子甲冑もなしに<br>生身で戦っていたのか……！？<br>ひどい状況だ……,他们怎么会在没有灵子甲胄的情况下战斗……！？<br>状况不妙……
61,,…………<br>これじゃあ、まるで……,…………<br>这样下去简直像是……
62,,さくらくん？<br>どうした？,樱君？<br>你怎么了？
63,,帝国華撃団ができる前の……<br>あの、降魔戦争を<br>見ているようで……,我有种看着帝国华击团成立之前……<br>那场降魔战争一样的感觉……
64,,大神さん！<br>早く、あたし達も戦いましょう！,大神先生！<br>我们也赶紧加入战斗吧！
65,,もちろんだ！<br>さくらくん！　俺も援護する！,当然！<br>我也来援护你，樱君！
66,,はいっ！,明白！
72,,<span class='scene-font-4'>グギャオオオオオッ！</span>,<span class='scene-font-4'>咕啊噢噢噢噢噢噢！</span>
74,,っぐあああああっ！<br>こ……この、野郎……っ！,啊啊啊啊啊啊！<br>这……这混蛋……！
75,,畜生、このままじゃ<br>全滅しちまう！,可恶，这样下去会全灭的！
76,,どうにか持ちこたえろ！　みんな！<br>姬塔！　ルリア！<br>星晶獣の力を！　一掃するんだ！,各位先撑住！<br>姬塔！露莉亚！<br>用星晶兽的力量将它们扫除！
77,,で……でも！<br>今星晶獣を呼んだら<br>騎空士さん達が巻きこまれちゃいます！,可……可是！<br>如果现在召唤星晶兽的话<br>会把骑空士们也卷进去的！
78,,く……！<br>どうする……！,呃……！<br>怎么办……！
79,,<span class='scene-font-4'>ギャオオオオッ！</span>,<span class='scene-font-4'>噶哦哦哦哦！</span>
80,,……しまった！,……糟糕！
82,,そこまでだ！,到此为止了！
83,,…………！,…………！
84,,帝国華撃団、参上！,帝国华击团，参上！
85,,帝国華撃団、参上！,帝国华击团，参上！！
86,,行くぞさくらくん！<br>幸い降魔の数は少ない！<br>まずは人々から降魔を引き離すんだ！,要上咯樱君！<br>好在降魔的数量很少！<br>我们先把降魔从人群那引开！
87,,了解！,了解！
info,,1,scene_evt160506_cp1_q1_s20
