id,en,jp,trans
0-chapter_name,,さくら?大神編,樱·大神篇
0-synopsis,,帝国華撃団隊長である大神の指揮の下、ゴーレムも戦力として役立て、皆で降魔を退治する日々が続いていた。そんな中、一行はよろず屋から降魔の生息地の情報を得るが、降魔の主である葵叉丹の策略により、大神が連れ去られてしまう。残されたさくらと一行は、大神奪還のため葵叉丹の元へと乗り込むのだった。,在帝国华击团队长大神的指挥下，魔像作为战力得以发挥，众人过着消灭降魔的日常生活。在过程中，他们从万事屋处得知降魔栖息地的信息，但由于降魔之主葵叉丹的策略，大神被掳走。剩下的樱与众人为了夺回大神，攻入了大本营。
1,,<span class='scene-font-4'>グオオオオオッ！</span>,<span class='scene-font-4'>咕哦哦哦哦哦哦！</span>
2,,狼虎滅却……<br>天地神明！,狼虎灭却……<br>天地神明！
4,,<span class='scene-font-4'>グギャアアアアッ！</span>,<span class='scene-font-4'>咕啊啊啊啊啊啊！</span>
6,,大神さんっ！<br>３番街に降魔です！,大神先生！<br>3号路出现降魔！
7,,よし！　ゴーレム部隊！<br>３番街に現れた敵を殲滅せよ！,好！魔像部队！<br>歼灭3号街出现的敌人！
8,,…………！,…………！
10,,砲兵は二手に別れ、それぞれ<br>姬塔くん、さくらくんの隊と<br>ゴーレム部隊の援護に回ってくれ！,炮兵分成两路，<br>与姬塔君、樱君的部队一起<br>进行魔像部队的支援！
11,,みんな！　あと一息だ！<br>必ず帰還せよ！<br>帝国華撃団?降魔討伐隊、突撃！,各位！再加把劲！<br>一定要无事归还！<br>帝国华击团·降魔讨伐队，突击！
12,,了解！,了解！
13,,<span class='scene-font-4'>了解！</span>,<span class='scene-font-4'>了解！</span>
17,,<span class='scene-font-katari'>降魔の対抗組織である帝国華撃団の</span><br><span class='scene-font-katari'>隊長であった大神は、今や降魔退治の</span><br><span class='scene-font-katari'>指揮官を任されていた。</span>,<span class='scene-font-katari'>作为降魔对抗组织帝国华击团队长的大神</span><br><span class='scene-font-katari'>现在正担任降魔讨伐部队的指挥官。</span><br><span class='scene-font-katari'></span>
18,,<span class='scene-font-katari'>姬塔と真宮寺さくらを筆頭に、</span><br><span class='scene-font-katari'>各島の義勇兵と力を合わせ</span><br><span class='scene-font-katari'>現れる降魔を退治する日々が続く。</span>,<span class='scene-font-katari'>部队以姬塔和真宮寺樱为队长，</span><br><span class='scene-font-katari'>联合各岛的义勇兵</span><br><span class='scene-font-katari'>一同持续对抗着四处出现的降魔。</span>
22,,みんな、よく頑張ってくれた。<br>今回も街に大きな被害が<br>出ずにすんだようだ。,大家今天都很努力。<br>这次城市也没有受到很大的损害。
23,,しっかし、ナンパな兄ちゃんも<br>結構やるもんだな！,话说回来，搭讪小哥也<br>真是厉害呢！
24,,な……ナンパだって！？,搭……搭讪！？
25,,え？　だって初対面で<br>ルリア口説いたりしてたじゃねえか。,诶？因为你第一次见到露莉亚<br>就去撩别人啊。
26,,大神さん……<br>やっぱり<br>そういうつもりだったんですね？,大神先生……<br>果然你是那个目的吗？
27,,ち、違うんださくらくん！<br>だからあれはレニやアイリスと……！,不、不是这样的樱君！<br>我都说了那是想到蕾妮和爱丽丝了……！
28,,<span class='scene-font-katari'>さくらに詰め寄られた大神は、</span><br><span class='scene-font-katari'>ルリアの境遇が彼女らに重なっただけと</span><br><span class='scene-font-katari'>しどろもどろになって弁解する。</span><br>,<span class='scene-font-katari'>被樱追问的大神辩解说是</span><br><span class='scene-font-katari'>露莉亚的境遇与她们重合了这才口出此言。</span><br><span class='scene-font-katari'></span><br>
29,,ふーん……<br>必死になって否定するところが<br>ますます怪しい……,哼……<br>这么拼命地辩解<br>反而更加可疑……
30,,さ、さくらくん、<br>勘弁してくれよ……,樱、樱君，<br>你就饶了我吧……
