id,en,jp,trans
0-chapter_name,,ジェミニ?大河編,杰米妮·大河篇
0-synopsis,,葵叉丹を追いつめる新次郎、ジェミニ、そして姬塔一行。葵叉丹は異界の門を開き逃げようとするが、逃がしはしないと、姬塔一行も騎空艇ごと異界の門を潜り抜ける。そうしてたどり着いたのは大帝国劇場であり、一行は葵叉丹との最後の決戦に臨む。,杰米妮、新次郎以及姬塔一行人将葵叉丹逼入了死路。此时他想打开异界之门逃走，但姬塔一行人与骑空艇一起穿过了异界之门。最终到达的地方是大帝国剧场，一行人与葵叉丹展开了最终决战。
0,,騎空士隊、ぼくとジェミニに続け！,骑空士队，跟上我和杰米妮！
1,,おう！,好！
2,,任せろ！,交给我吧！
3,,叉丹を倒せば降魔は活動を止める！<br>降魔に割く戦力は最小限に！,如果打倒叉丹的话降魔就会停止活动！<br>分配给降魔的战力要做到最小程度！
4,,できる限りの人員を<br>対叉丹に集結してください！,尽可能地将人手<br>集中到对叉丹的战斗上！
5,,了解！,了解！
6,,ぐ……！<br>こ……ここまでとは……！,咕……！<br>居……居然做到这个地步……！
7,,<span class='scene-font-katari'>降魔の背に乗り、</span><br><span class='scene-font-katari'>空へと逃れる叉丹。</span><br><span class='scene-font-katari'>その行く先をジェミニは睨んだ。</span>,<span class='scene-font-katari'>叉丹跳到降魔的身上，</span><br><span class='scene-font-katari'>准备飞行逃走。</span><br><span class='scene-font-katari'>杰米妮识破了这一举动。</span>
8,,新次郎！<br>ボクが叉丹を追うよ！<br>みんなと一緒についてきて！,新次郎！<br>我去追叉丹！<br>各位也跟我来！
9,,わかった！,明白了！
10,,<span class='scene-font-katari'>ジェミニのスターが飛行形態に変形、</span><br><span class='scene-font-katari'>推進機構が轟音をあげる。</span>,<span class='scene-font-katari'>杰米妮的Star变形为飞行形态，</span><br><span class='scene-font-katari'>推进模块发出了轰鸣。</span>
