id,en,jp,trans
0-synopsis,,それぞれの道のりを経て、華撃団の面々は大帝国劇場に集結する。皆で力を合わせ、ついに葵叉丹にとどめを刺す華撃団の面々と姬塔一行。ふたりに分かれてしまった大神も再び異界の門に落ちたことで元に戻り、異界の門が完全に閉じてしまう前に姬塔一行を送り出す華撃団の面々。彼らとの思い出を胸に姬塔達は新たな旅へと向かうのだった。,经历了不同的事情后，华击团的各位最终在大帝国剧场集结。姬塔一行人与华击团齐心合力，终于给了葵叉丹最后一击。分成两份的大神通过再次穿越异界之门，恢复了正常。在异界之门完全关闭之前，华击团的各位送走了姬塔一行人。带着与他们的回忆，姬塔等人展开了新的旅程。
0,,<span class='scene-font-katari'>かくして、</span><br><span class='scene-font-katari'>それぞれの道のりを経て</span><br><span class='scene-font-katari'>華撃団の面々は大帝国劇場に集結した。</span>,<span class='scene-font-katari'>于是，经历了不同的事情后</span><br><span class='scene-font-katari'>华击团的各位终于在大帝国剧场集结。</span><br><span class='scene-font-katari'></span>
1,,<span class='scene-font-katari'>大帝国劇場を取り巻く</span><br><span class='scene-font-katari'>むせるような空気の中、</span><br><span class='scene-font-katari'>最後の戦いを待つ。</span>,<span class='scene-font-katari'>在仿佛席卷整个大剧场的沉闷空气中，</span><br><span class='scene-font-katari'>大家等待着最终的战斗。</span><br><span class='scene-font-katari'></span>
2,,来るか……,要来了吗……
3,,大神さん、紅蘭たちは……,大神先生，红兰她们……
4,,残念だが、次の襲撃には<br>間に合わなさそうだな……,很可惜，<br>好像她们赶不上这次袭击了……
5,,きっと大丈夫ですよ！<br>ね、大神さん！,肯定没问题的啦！<br>是吧，大神先生！
6,,ああ。姬塔くん達もいる。<br>こちらの戦力は十分だ。,是啊。姬塔君也在一起。<br>这边的战力很充分。
7,,みんなのお陰で、<br>ボクのスターも絶好調だよ！<br>頑張ろうね、新次郎！,多亏了大家，<br>我的Star也是状况绝佳！<br>一起加油吧，新次郎！
8,,ああ……もう迷わない！<br>隊長としての務めを<br>果たすだけだ……！,是啊……已经没有迷茫了！<br>我要作为队长贯彻自己的职责……！
9,,<span class='scene-font-4'>グルルル……！</span>,<span class='scene-font-4'>咕噜噜噜……！</span>
11,,来たか……<br>いくぞ、みんな！,已经来了吗……<br>上吧，各位！
13,,俺達は勝つ！<br>全員、必ず帰還せよ！,我们会取得胜利！<br>全员，一定要无事归还！
14,,フン……<br>貴様らの覚悟、見せてもらう。<br>ゆくぞ華撃団！,哼……<br>就让你看看我们的觉悟吧。<br>要上了华击团！
15,,狼虎滅却?天地神明！,狼虎灭却·天地神明！
17,,破邪剣征?桜花天昇！,破邪天征·樱花天升！
20,,光ある言葉を、伝えたい……<br>エヴァンジル！,溢满光芒的语言，传达到吧……<br>évangile！
23,,狼虎滅却?雲雷疾飛！,狼虎灭却·云雷疾飞！
25,,ミフネ流剣法……極意っ！<br>イッツ?メンキョカイデン！<br>ターニング?スワロー！,三船流剑法……极意！<br>It's 免许皆传！<br>Turning swallow！
28,,ぐは……あああああっ！,咕哈……啊啊啊啊啊！
29,,今だ姬塔くん！<br>叉丹に最後の一撃を！,趁现在姬塔君！<br>给叉丹最后一击！
30,,<span class='scene-font-katari'>大神の指示を受け、</span><br><span class='scene-font-katari'>叉丹の操る神威めがけて</span><br><span class='scene-font-katari'>渾身の一撃を見舞う姬塔。</span>,<span class='scene-font-katari'>受到了大神的指示，</span><br><span class='scene-font-katari'>姬塔看准叉丹操纵的神威，</span><br><span class='scene-font-katari'>使出了浑身的一击。</span>
31,,あぐ……うおおおおおおっ！,啊咕……呜噢噢噢噢噢噢！
36,,やれやれ、やっとあの親玉が<br>倒せたか……,真是的，<br>终于把老大给干倒了吗……
37,,なかなかホネが折れる仕事だったぜ。,真是份伤筋动骨的工作呀。
38,,俺たちの勝利だ……！,我们胜利了……！
39,,本当に世話になった。<br>ありがとう、姬塔くん達。,真的是给你们添麻烦了。<br>谢谢你们，姬塔君。
40,,叉丹を倒して降魔も姿を消した……<br>何か問題が残っているかもしれないが<br>あとは大丈夫だ。,打倒叉丹后降魔也都消失了……<br>虽然可能还留下一些什么问题<br>但之后就没事了。
41,,そうだな。<br>じきに他の仲間達も戻ってくる。<br>もう俺達だけでなんとかできるだろう。,是啊。<br>马上其他的同伴也都会回来。<br>留下我们也总会有办法的。
42,,……と、ところで、<br>どうして大神さんが<br>ふたりいるんです？,……话、话说回来，<br>为什么大神先生<br>有两个人？
43,,……気にしないようにしてましたけど<br>一郎叔父に何があったんですか？ ,……本来我想尽力不去在意的<br>一郎叔父发生了什么吗？ 
44,,うーん……<br>でも、大神さんって何人いても<br>困らないじゃないですか。,嗯……<br>但是，就算有几个大神先生<br>也不会有什么困扰吧。
45,,ね、大神さん！,是吧，大神先生！
46,,エ……エリカくん！？,艾……艾丽卡君！？
47,,……エリカさん？<br>大神さんにくっつくのは<br>やめていただけます？,……艾丽卡小姐？<br>你能别贴着大神先生吗？
48,,ちょっと！<br>大神さんからも何か言ってください！,我说啊！<br>大神先生也说几句啊！
49,,いいっ！？<br>いや、俺は……<br>なんと言ったらいいんだ……？,咦！？<br>不是、我……<br>我该说什么才好啊……？
50,,な……なぁ、まさか片方が<br>あの降魔って魔物が化けてたりは<br>しねえよな？,那……那什么，<br>难不成另一个是叫降魔的怪物变身而成的？
51,,…………！<br>まさか！,…………！<br>怎么可能！
52,,そんな！　大神さんが<br>降魔になっちゃうなんて……！,怎么这样！<br>大神先生变成降魔了……！
53,,復讐の刃を携え<br>大帝国劇場に侵入した<br>葵叉丹の怨念の化身……,是手持复仇之刃，<br>侵入大帝国剧场的葵叉丹怨念的化身……
54,,やがて<br>寝首をかかれる大神さん！<br>そして華撃団は、壊滅……！,最终<br>大神先生在睡梦之中被谋害！<br>然后华击团，被毁灭……！
55,,…………！！,…………！！
56,,ほ……本物は<br>ずっとあたしと一緒にいた<br>こっちの大神さんですからね！,真……真身可是<br>一直和我们呆在一起的大神先生！
57,,えーっ！？<br>どっちも本物で<br>いいじゃないですか！,诶！？<br>两边都是真身不也挺好吗！
58,,さ……さくらくん！<br>やめないか！,樱……樱君！<br>快住手！
59,,俺は偽物じゃない！<br>二人とも、<br>お……おちついてくれ！,我不是假货！<br>你们两个，<br>快……快冷静一下！
60,,<span class='scene-font-katari'>2人の大神を巡って</span><br><span class='scene-font-katari'>言い争うさくらとエリカ。</span>,<span class='scene-font-katari'>艾丽卡和樱</span><br><span class='scene-font-katari'>围绕着大神开始争论。</span>
61,,……シンジロー殿、<br>あれは止めなくていいのか？,……新次郎，<br>不去阻止她们这样好吗？
62,,……ちょっと<br>ぼくの手に負える様子では……,……我看这<br>不是我能处理好的事情……
63,,<span class='scene-font-katari'>やがて、さくら達に挟まれた大神達は</span><br><span class='scene-font-katari'>押し合いへし合いするうちに</span><br><span class='scene-font-katari'>地面に開いた「門」へと近づいて行く。</span>,<span class='scene-font-katari'>最后，两个大神被樱和艾丽卡夹在当中，</span><br><span class='scene-font-katari'>互相推挤着接近到在地面开启的“门”附近。</span><br><span class='scene-font-katari'></span>
64,,<span class='scene-font-5'>あっ！</span>,<span class='scene-font-5'>啊！</span>
67,,あーっ！,啊！
68,,いやーっ！？<br>大神さんっ！,不要啊！？<br>大神先生！
69,,た……大変だ！　一郎叔父が<br>異界の門に落ちた！,糟……糟糕了！<br>一郎叔父掉进异界之门了！
70,,やっべえ！<br>すぐ引っ張りあげろ！,完蛋！<br>赶紧把他拉回来！
71,,やれやれ……<br>大変だな、隊長サンもよ……,真是的……<br>队长你也真是辛苦啊……
72,,<span class='scene-font-katari'>異界の門の淵に掴まっていた</span><br><span class='scene-font-katari'>ふたりの大神を、姬塔と</span><br><span class='scene-font-katari'>ラカムがそれぞれ引き上げると……</span>,<span class='scene-font-katari'>两个大神在异界之门的口子那被拽住</span><br><span class='scene-font-katari'>姬塔和拉卡姆将其拉起后……</span><br><span class='scene-font-katari'></span>
73,,はぁ、はぁ……<br>な、なんだかしらないが<br>や……やっと元に戻れたみたいだ……,哈、哈……<br>虽、虽然不知道发生了什么<br>好……好像终于恢复原状了……
74,,ええと……<br>あっちに行く時にちぎれた大神さんが<br>門の中でまたくっついたって事ですか？,那个……<br>这么说去那边被撕裂的大神先生<br>刚才在门里又贴回去了吗？
75,,あー……<br>まあ、そういう事なんじゃ<br>ねえのかな……,啊……<br>看起来，就像是这么回事吧……
76,,大神さん<br>ひとりに減っちゃったんですか？<br>エリカ、ちょっと残念です……,大神先生少了一个吗？<br>艾丽卡，有点遗憾呢……
77,,ま、まあ、なんにせよ……,不、不管怎么说……
78,,これにて一件落着！<br>よよよいよよよいよよよいよい！<br>だね！　新次郎！,这样就解决了！<br>よよよいよよよいよよよいよい！<br>是吧！新次郎！
79,,さて、それでは私達も<br>向こうに戻ろうか。,那么我们也回那边去吧。
80,,そうだな！<br>あっちに行く門も、<br>いつ消えちまうかわからねえし……,是啊！<br>去那边的门也不知道什么时候就消失了……
81,,そういえば、異界への門が<br>だんだん<br>小さくなっていってるような……,说起来，异界之门好像<br>渐渐变小的样子……
82,,おいおい！<br>すぐ艇出さねえと！<br>じゃ、またな！,喂喂！<br>必须得马上起航了！<br>那么，再会啦！
83,,あっ！<br>みなさん、まってください！,啊！<br>各位请等一下！
84,,うん？　どしたんだよ？,嗯？怎么了？
85,,華撃団流の<br>カーテンコールがあるんです。<br>よかったら、ご一緒に。,我们有个华击团风格的谢幕呼声。<br>如果可以话请各位一起。
86,,いつものアレですね！,就是以前一直做的那个吧！
87,,なんなんだよ？　アレって？,是什么呀？你说的那个。
88,,うん！　じゃあ、<br>せっかくだから最後にみんなで！,嗯！那么机会难得，<br>最后大家一起！
89,,よし、みんな、準備はいいか？,好，大家准备好了吗？
90,,はい、一郎叔父！,准备好了，一郎叔父！
91,,姬塔くん達もいいか？<br>せーの……,姬塔君各位也准备好了吗？<br>一、二……
92,,<span class='scene-font-4'>勝利のポーズ……決めっ！</span>,<span class='scene-font-4'>胜利的姿势……决定了！</span>
93,,<span class='scene-font-katari'>かくして、姬塔達は</span><br><span class='scene-font-katari'>華撃団の面々に見送られ</span><br><span class='scene-font-katari'>帝都?東京を後にした。</span>,<span class='scene-font-katari'>最后，华击团的各位目送姬塔众人</span><br><span class='scene-font-katari'>离开了帝都东京。</span><br><span class='scene-font-katari'></span>
94,,<span class='scene-font-katari'>華撃団の面々との思い出を胸に</span><br><span class='scene-font-katari'>姬塔達は新たな旅へと</span><br><span class='scene-font-katari'>向かうのであった──</span>,<span class='scene-font-katari'>与华击团的各位的回忆都包含在心中</span><br><span class='scene-font-katari'>姬塔一行人展开了新的旅程——</span><br><span class='scene-font-katari'>
95,,<span class='scene-font-katari'>「サクラ大戦　～空駆ける乙女～」</span><br><span class='scene-font-katari'>　　　　　　　　　　　　　────完</span>,<span class='scene-font-katari'>「樱花大战　～翱翔天际的少女～」</span><br><span class='scene-font-katari'>　　　　　　　　　　　　　────完</span>
info,,1,scene_evt160506_cp0_q1_s20
