id,name,text,trans
0-chapter_name,,第8話 執念の果て,
0-synopsis,,姬塔を人柱にすると語るプロクルスの表情は暗い。止めようとする姬塔の呼びかけに対し、犠牲になったアペプの無念を継承しなければその死が無駄になる。自分が死ぬか空が死ぬかのどちらかでしか戦争は終わらないと返すプロクルス。研究員が持ってきた星骸殻を手に取ったプロクルスは「こんな出会いでなきゃ、ダチになれたかもな」と姬塔に星骸殻を近づける。その時、何者かがふたりの間に飛び込んできたのだった。,普罗克鲁斯铁青着脸，表示要把姬塔作为毁灭天空的祭品。面对姬塔的劝阻，普罗克鲁斯回答说如果不继承牺牲的阿佩普的遗憾，那么他就会枉死。他还表示不会让战争停止，除非自己和空之世界的其中一个灭亡。普罗克鲁斯从研究员手中接过星骸壳，说着“如果不是在这种情况下相遇，我们或许能成为朋友”并接近了姬塔。就在这时，有一个人冲进了普罗克鲁斯与姬塔之间。
1,プロクルス/普罗克鲁斯,悪いな、姬塔……\nお前には、空の世界を終わらせるための\n人柱になってもらう。,抱歉了，姬塔……\n我要让你做毁灭天空的祭品。
1-sel1_txt,,そんなことはさせない,我不会让你得逞
1-sel2_txt,,やめたほうがいい,你还是停手吧
3,プロクルス/普罗克鲁斯,…………,
4,プロクルス/普罗克鲁斯,オレはもう、\nオレ自身を止めることが出来ねぇんだ。,我已经连我自己\n都无法阻止了。
5,プロクルス/普罗克鲁斯,犠牲になった奴の無念は\n誰かが引き継がなきゃならねぇ……,牺牲者的遗憾\n必须得由谁来继承下去……
6,プロクルス/普罗克鲁斯,当事者になってわかったよ。\n過去の因縁ってのは、\nそう簡単には割り切れねぇな。,直到自己亲身经历，\n我才明白了。\n过去的因果不是那么容易切断的。
9,,その脳裏には、\n因縁を断ち切るべきと主張した\nかつての自分と……,普罗克鲁斯的脑中浮现出\n过去曾主张切断因果的自己……
10,,無残な最期を迎えた\n優しい星の民の姿が浮かぶ。,以及迎来凄惨结局的\n那位星之民的样子。
13,プロクルス/普罗克鲁斯,オレがアペプの無念を継承しなきゃ、\nあいつの死には\n何の意味もなくなっちまう。,如果我不能把阿佩普的遗憾继承下去，\n他的死就会失去任何意义。
14,プロクルス/普罗克鲁斯,この戦争は終われねぇんだ。\nオレが死ぬか、空が死ぬか、\nそのどちらかでしか……,这场战争不会结束。\n只能以我或天空一方的死亡告终……
18,,姬塔が何も返せずにいると、\n研究員が幾つかの結晶を持って現れる。,姬塔一言不发，\n几名研究员拿着几块结晶出现了。
19,,プロクルスはそれを手に取って検分し、\n憐憫とも後悔ともつかぬ目で\n姬塔を見やる。,普罗克鲁斯把它们拿在手中查看了一番，\n然后用不知是怜悯还是后悔的眼神\n注视着姬塔。
20,プロクルス/普罗克鲁斯,お前はいい奴だ……\nこんな出会いじゃなきゃ、\nダチになれたかもな。,你是个好人……\n如果不是在这种情况下相遇，\n我们或许能成为朋友。
21,,プロクルスは口を真一文字に結び、\n姬塔に融合させようと\n星骸殻を近づける。,说完，普罗克鲁斯便闭紧了嘴，\n手持星骸壳靠近姬塔，\n试图将其与之融合。
22,,プロクルスは口を真一文字に結び、\n姬塔に融合させようと\n星骸殻を近づける。,说完，普罗克鲁斯便闭紧了嘴，\n手持星骸壳靠近姬塔，\n试图将其与之融合。
23,,その時、深い碧を纏った影が、\n姬塔とプロクルスの間に、\n飛び込んできたのだった。,就在这时，一个身披碧甲的影子\n冲入了姬塔与普罗克鲁斯之间。
info,,,scene_evt260311_cp8_q2_s10
译者,,,雨降星
