path,trans,duration,note
voice/3040035000_mypage1,我并不是希望成为十天众才当上的……\n有个非常烦人的家伙啊。,5,最终解放前
voice/3040035000_mypage2,沉睡在卡尔姆之乡的财宝？不知道。,4,
voice/3040035000_mypage3,那个男人……也像这样驰骋于天空吗。,4,
voice/3040035000_mypage4,啊……你有，什么，事。,5,
voice/3040035000_03_mypage1,见到现在的我的话，那个男人会说些什么呢……\n现在想要告诉他的事情，感觉似乎有很多。,12,最终解放后
voice/3040035000_03_mypage2,我非常清楚自己背负的罪孽。不可能忘记。\n这双手沾满鲜血……即使如此，我……,12,
voice/3040035000_03_mypage3,现在回想起来，六崩拳的声音，映射出的是隔阂在我内心的黑暗。,7,
voice/3040262000_mypage1,我的手是如此污秽，犯下的罪也不会消失。\n……但是，内心却是如此镇定，\n是因為知道了自己該做的事情的关系吧。,15,私服
voice/3040262000_mypage2,这次事件中对芬芙……不，\n应该说对十天众的所有人所欠的人情，总有一天必会还清。\n……十天众这个称号，虽然我曾经认为不过就是个装饰……\n哼，出乎意料地还不坏呢。,19,
voice/3040262000_mypage3,差不多希望我该把假面拿下来了？\n这个嘛……不，确实。\n只是在你面前的话……\n等，等等！我可没有说现在就会拿下来！,14,
voice/3710068000_mypage1,知道力量并不是值得炫耀的东西，而是伴随着责任的事情。如果能是那样的斗技大会就好了。,9,漆黑的断罪者
voice/3710068000_mypage2,现在的我是漆黑的断罪者，除此之外什么都不是。\n喂！不要叫我名字！团长！,11,
voice/3710068000_mypage3,看来，大家都没发现我是谁的样子。\n有变装的才能这件事，我自己才是最惊讶……哇！别！别碰！啊！住……住手……,13,
voice/3710098000_mypage1,希耶提那家伙……\n虽然他说这衣服是他全力制作的，但假面实在太显眼了……\n嘛啊，穿起来意外地还不错就是了。,12,假面・浅蓝
voice/3710098000_mypage2,选手名？\n啊啊，现在不是漆黑的断罪者，而是假面・浅蓝……\n话说回来，本来就没有选手名！,10,
voice/3710098000_mypage3b,我不适合这么华丽的假面……啊啊……！团长，住手……我，我会在自己的房间脱假面的所以……！,7,
voice/3040035000_birthday1,生日快乐。,2,生日
voice/3040035000_birthday2,是吗，今天是你的生日啊。\n度过美好的一天吧。,7,
voice/3040035000_Valentine1,情人节……？那是什么。,3,情人节
voice/3040035000_Valentine2,你要，给我……巧克力！？什么……到底有什么企图……,8,
voice/3040035000_Valentine3,你说，这是感谢的心情……\n……那么，我也给你巧克力好了！,9,
voice/3040035000_Whiteday1,今天据说是白色情人节啊。,3,白色情人节
voice/3040035000_Whiteday2,这个糖果给你。里面加入了卡尔姆一族流传下来的秘药。\n呵呵……要怎么用就看你自己了。,14,
voice/3040035000_Halloween1,不给糖就捣蛋？,2,万圣节
voice/3040035000_Halloween2,哦……？是想向我恶作剧吗。呵呵呵。还真是被小看……啊啊！住，住手……把，把假面……还给我！,13,
voice/3040035000_Xmas1,圣诞快乐。,2,圣诞节
voice/3040035000_Xmas2,即使是圣诞老人，也无法轻易踏足卡尔姆之乡吧。\n才不是因为没收到礼物所以在记恨呢。\n绝对不是……！,16,
voice/3040035000_newyear1,新年快乐。,4,新年
voice/3040035000_newyear2,我从那个男人那里听说过。新年时好像能收到叫压岁钱的东西。\n什么……？你说……我是给的那方？怎么会！,15,
