path,trans,duration,note
voice/3030005000_Halloween1,万圣节快乐！,2,万圣
voice/3030005000_Halloween2,不给糖就捣蛋。,2,
voice/3030005000_Xmas2,不好意思……你能陪我一起给露莉亚选礼物吗？,5,圣诞
voice/3030005000_newyear1,新年快乐！,2,新年
voice/3030005000_newyear3,今年也请多关照。,3,
voice/3030005000_Valentine1,情人节快乐！,2,情人节
voice/3030005000_Valentine2,咳咳……\n其实我为你做了巧克力，能收下吗？,9,
voice/3030005000_whiteday2,这个……给我？\n啊，我想起来了！今天是白色情人节啊。,8,
voice/3030005000_whiteday3,像这样白色情人节被送礼物，感觉有些新鲜……,6,
voice/3030005000_whiteday4,之前在阿尔比昂的时候，白色情人节我一直都是送礼物的那方。,6,
voice/3030005000_whiteday5,我是很想亲手制作料理送给那些给我巧克力的人们，\n不过不知为何她们都喜欢别的东西……,9,
voice/3030005000_whiteday6,总之，谢谢。\n你的好意我会珍惜的。,6,
