path,trans,duration,note
voice/3040066000_s2_halloween0,心跳不已的，不给糖就捣蛋！团长。,6,万圣
voice/3040066000_s2_halloween1,心跳不已的，万圣节快乐！团长。,6,
voice/3040066000_Xmas2,圣诞快乐！,2,圣诞
voice/3040066000_Xmas3,看吧看吧，这是礼物哦~请打开看看！,5,
voice/3040066000_newyear1,新年快乐！,3,新年
voice/3040066000_newyear3,崭新的一年开始了呢！\n你现在是什么心情？,6,
voice/3040066000_Valentine2,情人节快乐！,2,情人节
voice/3040066000_Valentine7,在那之前~请听我一曲！\n莉露露，充满爱意地歌唱~,8,
voice/3040066000_Valentine8,恋爱的巧克力大作战！,3,
voice/3040066000_whiteday1,白色情人节快乐！,2,白情
voice/3040066000_whiteday8,今天是白色情人节哦~是给莉露露回礼的日子吧？,6,
