id,en,jp,trans
0-chapter_name,,第56章　黒騎の再来,第56章  黑骑士再临
0-synopsis,,姬塔一行にリーシャの姿が見えないことに気づいた中将ガンダルヴァは、途端に真面目に追う気を失くす。一行はそれを好機と見て一気に突っ切っていく。,健达缚中将发现莉夏并不在场，突然失去了追捕众人的兴趣。众人抓住机会突破包围。
0,,おう、そういや、あいつはどうした？<br>あいつもお前らの騎空団に<br>加わったって聞いてるぜ？,哦，对了，那家伙呢？我听说她加入你们的骑空团了啊？
1,,リーシャさんなら、<br>いまは別行動で、<br>ここには居ませんけど……,莉夏现在和我们不在一起……
2,,はぁ！？<br>なんだそりゃ……,啊！？什么啊……
3,,あー、なんだ……<br>おい、お前らあと適当にやっとけ。,啊，这样啊……喂，你们几个，去应付一下。
4,,中将閣下！？<br>真面目にやらないと、<br>また宰相閣下に……,中将阁下！？您不认真对待的话，又会被宰相阁下……
5,,っても、<br>歯ごたえのありそうなのが、<br>姬塔しかいねぇんじゃなぁ……,可是这些人里面能打的只有姬塔一个啊……
6,,あ、あからさまに、<br>やる気失くしてるわね……,啊，他好像失去干劲了……
7,,失礼しちゃうわね……<br>そんなにあの子がいいのかしら？,真失礼呢……你这么喜欢这孩子吗？
8,,なんであれ、<br>やる気満々で追っかけられるよか、<br>いくらかマシだろ……,不管怎么说，总比他干劲十足地追我们要好……
9,,帝国兵だけなら、<br>なんてこたぁねぇ……<br>このまま突っ切ってくぞ！,普通的帝国士兵可算不了什么……就这样突破包围！
info,,1,scene_cp56_q3_s20
