id,en,jp,trans
0-chapter_name,,第46章　エルステ帝国皇帝,第46章  埃尔斯特帝国皇帝
0-synopsis,,人を食らうことしか興味のないフェンリルと、姬塔達の敵であることを早々に宣誓し、その争いに愉悦を見いだすロキ。二人の狂気じみた雰囲気に苛立つ姬塔達は一丸となってこれに立ち向かう。,只对吃人有兴趣的芬里尔，以及宣誓永远与姬塔等人敌对，享受这场纷争的洛基。姬塔等人团结一致，直面两人的疯狂。
0,,<span class='scene-font-katari'>姬塔一行は村人達を庇い、</span><br><span class='scene-font-katari'>星晶獣フェンリルと相対する。</span>,<span class='scene-font-katari'>姬塔等人挡在村民面前，与星晶兽芬里尔对峙。</span>
1,,ちっ……<br>邪魔するってんなら、<br>テメェから喰ってやろうか！？,切……你们几个要想捣乱，小心我先吃了你们！！
2,,何を言われようと、<br>この場を譲る気はない……,不管你说什么，我们都不会让开的……
3,,そうかよ……<br>じゃあ、テメェが今夜の前菜だ！！,是吗……那你就是我今晚的前菜了！！
4,,フェンリル！<br>フェンリル……だめじゃないか。<br>そういう短絡的なのはよくないよ。,芬里尔！芬里尔……你怎么能这样呢。老是这么莽撞可不好。
5,,彼らは敵だ……ただの餌じゃない。<br>楽しまなくっちゃ。,他们是我们的敌人……不只是你的食物。所以要玩得开心才行啊。
6,,楽しむだと……？<br>てめぇ……<br>とことん腐ってやがるみてぇだな。,玩得开心……？你这家伙……真是没救了。
7,,あはっ！　いいね、それ、それだよ！<br>こういう言葉のやり取り、<br>すっごくそれっぽいよ！,啊哈！这话说的不错！这样的对话就很有趣啊！
8,,フェンリル……<br>君もこういうことを楽しまなくっちゃ。<br>ほら、何か挑発でもしてごらん？,芬里尔……你也要享受这个过程。快，说几句挑衅的话啊？
9,,ロキ、テメェ……<br>オレのことまで、<br>おちょくってやがんのか！？,洛基，你这家伙……就这么喜欢戏弄我吗！？
10,,フェンリル……<br>いけないなぁ、そういう態度は。,芬里尔……你这样的态度可不行。
11,,いいかい？　フェンリル……<br>僕が、この場を、<br>楽しめと、言っているんだ。,听好了？芬里尔……我叫你，享受这个过程。
12,,ちっ……,切……
13,,貴方……<br>いったい何が目的なのですか？<br>どうして私達の前に？,你……到底有什么目的？为什么来找我们？
14,,挨拶……それと宣誓かな。,打个招呼……还有宣誓吧。
15,,僕は君達の……この空の敵だ。<br>だから、末永くよろしくね。,我是你们的……天空世界的敌人。我们会永远相处下去哦。
16,,敵……敵ですか。<br>では私達も、<br>それ相応の応対をする必要がありますね。,敌人……敌人吗。那么我们也会采取相应的措施！
17,,そうこなくっちゃ！<br>さぁ、フェンリル、<br>仕切り直しだ。,就得这样嘛！好了，芬里尔，准备好吧。
18,,フェンリル……<br>君に必要なのは物事を楽しむ余裕だよ。<br>今度は存分に楽しむといい。,芬里尔……你欠缺的是享受事物的从容。现在就尽情享受吧。
19,,けっ……<br>いいんだよ、そういうのは。<br>そういうのは、ロキ……テメェの分担だ。,切……随便啊，那种事。那种事，洛基……交给你就好了。
20,,オレは腹いっぱいになりゃ、<br>それでいい……,我只要能吃饱，怎样都无所谓……
21,,今度こそ、<br>テメェらの喉笛、喰いちぎってやる！！,这次我可要咬碎你们的脖子！！
info,,1,scene_cp46_q4_s10
