id,en,jp,trans
0-chapter_name,,第37章　森に眠る歴史,第37章  林中沉眠的历史
0-synopsis,,一行は秩序の騎空団の駐在所にたどり着くが、そこには倒れ伏す団員達と不気味な笑みを湛える宰相フリーシアの姿があった。自分達がフリーシアにおびき寄せられたことを知り、一行は臨戦態勢を取る。,一行人来到秩序骑空团的驻地，发现倒在地上的团员以及阴笑着的宰相芙莉西雅。众人发觉自己是被芙莉西雅引到这里来的，立即进入备战状态。
0,,<span class='scene-font-katari'>慎重に進みながら、</span><br><span class='scene-font-katari'>一行はついに秩序の騎空団の駐在所を</span><br><span class='scene-font-katari'>その視界に収める。</span>,<span class='scene-font-katari'>众人谨慎地前行，终于看到了秩序骑空团的驻地。</span>
1,,く……ぐはっ……<br>に、逃げろ……,唔……唔啊……快、快逃……
2,,おや……<br>ようやくご到着のようですね。,哎呀……看来你们终于来了。
3,,フリーシア……！！,芙莉西雅……！！
4,,…………,…………
5,,こ、これはいったい……？,这、这到底是……？
6,,ちっ……<br>こりゃどう考えても、<br>見たまんまだろうぜ……,切……看样子就知道了。
7,,どうやら俺達は、<br>まんまとここまで、<br>おびき寄せられちまったみてぇだ……！,看来是她把我们引到这里来的……！
8,,<span class='scene-font-katari'>エルステ帝国宰相フリーシアは、</span><br><span class='scene-font-katari'>不気味な余裕を湛え、</span><br><span class='scene-font-katari'>姬塔一行と相対する。</span>,<span class='scene-font-katari'>埃尔斯特帝国宰相芙莉西雅以从容不迫的笑容与姬塔等人对峙。</span>
9,,<span class='scene-font-katari'>一行はほどなくして、</span><br><span class='scene-font-katari'>その笑みの理由を</span><br><span class='scene-font-katari'>知ることになるのだった。</span>,<span class='scene-font-katari'>而众人即将明白她笑容中的真意。</span>
info,,1,scene_cp37_q4_s30
