id,en,jp,trans
0-chapter_name,,第26章　淡い約束,第26章  依稀的约定
0-synopsis,,帝国の戦艦へと忍び込んだ<span>姬塔</span>一行。ルリアの言う怪しい気配をたどって進むと、因縁の相手であるポンメルン大尉が一行を待ち構えていた。,<span>姬塔</span>一行潜入了帝国战舰，沿着露莉亚感受到的可疑气息前进，发现与众人有过节的伯梅伦上尉早就在前方等待他们。
0,,戦艦に乗り込んだはいいが……<br>あいつはいったい、<br>どこに居るんだ？,终于成功潜入战舰了……那他究竟在哪里呢？
1,,んと……<br>なんだか怪しい気配が、<br>向こうのほうから……,那个……我感到一股可疑的气息，从那边传来……
2,,あ、怪しい気配って……,可、可疑的气息……
3,,だが、他に手がかりもねぇ……<br>ともかく行ってみるぞ！,我们也没别的线索了……总之去看看吧！
6,,クッククク……<br>やっぱり、<br>来やがったですネェ……,哼哼哼哼……你们果然来了……
7,,おやおや、これはすごいねぇ。<br>破竹の勢いというやつだ。,哎呀，你们可真厉害。这就是所谓的势如破竹吧。
8,,どうやらここで<br>当たりだったみてぇだなぁ、おい。,看来我们真来对了。
9,,宰相閣下から預かった以上、<br>そう簡単に、<br>渡すわけにはいきませんからネェ……,既然宰相阁下命我看管他，我是不可能就这样把他交给你们的……
10,,まずは我らがエルステ帝国が誇る、<br>精兵達の相手をしてもらいますよォ！,就先让我大埃尔斯特帝国引以为傲的精兵做你们的对手吧！
info,,1,scene_cp26_q4_s10
