id,en,jp,trans
0-chapter_name,,第43章　英雄の血,第43章  英雄的血脉
0-synopsis,,ガンダルヴァの強さは本物だった。姬塔達と互角に戦いながらも、その鞘から剣が抜かれることはついになかった。ガンダルヴァはヴァルフリートを引き合いに出し、リーシャをただの小娘と挑発する。激昂したリーシャはガンダルヴァに襲いかかり、秘めた力の一端を垣間見せた。姬塔達はその隙に退却するのがやっとだった。,健达缚的确强大，一人对付姬塔一行也无需拔剑。他向答应交易的莉夏挑衅，称她不过是个小姑娘。莉夏因此激昂地攻向健达缚，发挥出前所未有的潜力。姬塔等人趁此机会暂时撤退。
0,,ちっ……<br>お前らこんなもんかよ……,切……你们就这点程度啊……
1,,足りねぇなぁ……<br>ああ、全ッ然足りねぇ……,不够啊……真是的，完全不够……
2,,まだまだ余裕って感じだなぁ、おい。<br>こりゃ、さっさと<br>退散しちまったほうが良さそうだぜ……,他好像还游刃有余啊。我们还是先撤退比较好吧……
3,,あの野郎、俺達と互角に戦いながら、<br>あの剣はずっと<br>鞘に納めたままだったからな……,那家伙和我们打得不相上下，而且都还没拔剑……
4,,嫌らしい野郎だぜ……<br>俺達には、<br>全力を出す必要もねぇってか……？,真叫人不爽……意思是对付我们根本不需要使出全力么……？
5,,おっ！　正解だぜ、その通りだ。<br>エルステ帝国が<br>手を焼いてるのはお前らだろ？,哦！没错，就是这样。不是说埃尔斯特帝国都拿你们没办法么？
6,,だから、ちっとは楽しめるかと<br>思ったんだがなぁ……<br>拍子抜けだぜ。,我还想着和你们打一场肯定有点意思……真扫兴。
7,,流石に<br>エルステ帝国中将の名は<br>伊達ではないということか……,不管怎么说他也是埃尔斯特帝国中将啊……
8,,だから！<br>ここは私が人質になるしか……,所以！这里只有由我来做人质……
9,,まぁ、拍子抜けってんじゃ……<br>リーシャ、<br>お前のほうが期待外れだったけどな。,反正我现在是没兴致了……至于你，莉夏，真是让我失望。
10,,っ……！？<br>なんだと……？,唔……！？什么……？
11,,あのヴァルフリートの子供だってんだ。<br>多少はれるかと<br>期待してたんだがなぁ……,我还想着你好歹是瓦尔弗里德的女儿，多少会抵抗一下……
12,,あっさり取引に応じやがって……<br>まぁ、所詮はただの、<br>小娘だったってことだな。,你竟然二话不说答应交易……看来不过是个普通的小姑娘罢了。
13,,…………,…………
14,,……う。,……不对。
15,,ああ？　なんか言ったか？,啊？你说什么？
16,,違う違うちがう違うッ！！<br>私は小娘なんかじゃないッ！！,不对不对不对不对！！我才不是什么小姑娘！！
17,,<span class='scene-font-katari'>雄叫びと共にリーシャは剣を抜き、</span><br><span class='scene-font-katari'>ガンダルヴァへと斬りかかった。</span>,<span class='scene-font-katari'>莉夏吼道，拔剑斩向健达缚。</span>
19,,くっ……！？,唔……！？
20,,<span class='scene-font-katari'>ガンダルヴァはその一撃を、</span><br><span class='scene-font-katari'>鞘に納めたままの剣で受けるものの、</span><br><span class='scene-font-katari'>リーシャは攻勢の手を止めない。</span>,<span class='scene-font-katari'>健达缚依旧用刀鞘接住了攻击，但莉夏也没有停下攻势。</span>
21,,訂正しろガンダルヴァ！！<br>私は……<br>私はただの小娘なんかじゃないッ！！,给我收回这话，健达缚！！我……我才不是普通的小姑娘！！
22,,もうウンザリだ！！<br>何をしても父さんと比べられて……！！<br>私は私なんだッ！！,我受够了！我做什么都要被人和父亲相比……！！我就是我啊！！
23,,くっ……こ、こいつ！？,唔……你这家伙！？
24,,私は……<br>私は……ッ！！,我……我……！！
25,,お、おい！<br>よくわかんねぇけどチャンスだぞ！<br>あの野郎が狼狽えてやがる！,喂、喂！虽然搞不太懂情况，但这是好机会！那家伙乱了阵脚！！
26,,ああ……<br>この場を離脱するにはいましかない！<br>リーシャ殿も！　この場は退くんだ！,嗯……要逃就只能趁现在了！莉夏也快点，我们从这里撤退！
27,,っ……！！,……！！
28,,…………,…………
info,,1,scene_cp43_q3_s10
