id,en,jp,trans
0-chapter_name,,第6章　想いは陽炎の如く,第六章  思念如幻炎
0-synopsis,,なんとか機械の魔物は退けるが、もう大公に声が届かないことを悲しむイオ。しかし、イオの声に機械の魔物がわずかに反応したことに気付いていたルリアが優しく励ます。,一行人总算击退了机械魔兽。伊欧因大公听不见自己的呼唤而伤感。然而，露莉亚注意到机械魔兽的确因为伊欧的声音有过细微的反应，温柔地鼓励伊欧。
0,,"……みんな、無事か？<br>
ヘヘ、なかなかの強敵だったな。",……大家，都没事吧？嘿嘿，敌人还挺强的。
1,,イオは無事か？,伊欧没事吗？
2,,ぐすっ……ぐすっ。,呜呜……呜呜。
3,,無事だ、ここに居る。,没事，她在这里。
4,,"ふぅ……怪我はねぇみてぇだな。<br>
ったく、これだからガキンチョは……",呼……看来没受伤。真是啊，小孩子真是不顾后果……
5,,"こりゃぁ、仕切り直しだな。<br>
一旦、街に帰るか。<br>
なぁ？　姬塔",这下又得重新开始了。先回城里去吗。你说呢，姬塔？
6,,"ぐすっ……師匠……<br>
あたしの声、もう届かないんだ……",呜呜……师父……已经听不见我说话了……
7,,"イオちゃん……そんなことないです。<br>
イオちゃんの声は、きっと届いてます。",伊欧……没这回事。他肯定听到了伊欧的声音。
8,,"<span class='scene-font-kokoro'>（イオちゃんの声に反応して</span><br>
<span class='scene-font-kokoro'>機械の魔物に施された魔法が</span><br>
<span class='scene-font-kokoro'>微かに反応していた……だから）</span>",<span class='scene-font-kokoro'>（听到伊欧的声音，机械魔兽上的魔法有了细微的反应……所以）</span>
9,,"大丈夫！　また機械の魔物が現れたら、<br>
私も手伝います！<br>
だから泣かないで、ね？",没事的！ 如果机械魔兽再出现，我也会帮忙的！所以不要哭了，好吗？
10,,"うん……<br>
ありがと、ルリア……",嗯……谢谢你，露莉亚……
11,,"<span class='scene-font-katari'>大公失踪の真実への一歩は、</span><br>
<span class='scene-font-katari'>イオにとって辛いものとなった。</span>",<span class='scene-font-katari'>向大公失踪事件的真相迈出一步，对伊欧来说十分艰难。</span>
12,,"<span class='scene-font-katari'>しかし、</span><br>
<span class='scene-font-katari'>ルリアが機械の魔物に得た違和感は</span><br>
<span class='scene-font-katari'>確かにイオを勇気づけるのだった。</span>",<span class='scene-font-katari'>不过，露莉亚在机械魔兽上感觉到的异样，的确使伊欧鼓起了勇气。</span>
info,,1,scene_cp6_q4_s30
备注,,,ver-1: @煌月夜 2018/4/6
