id,en,jp,trans
0-chapter_name,,第63章　彼女の幸せ,第63章  她的幸福
0-synopsis,,オルキスは自分が消えてしまうことを覚悟の上で、自ら星晶獣デウス・エクス・マキナに命じ、身体を本来のオルキスに返す。しかし、オルキスの精神はアダムが用意していたゴーレムの器へと移され、一命を取り留める。王女オルキスからオーキスの名を与えられた彼女は、改めてルリア、イオに友達になってほしいと告げるのだった。,欧尔姬丝明知自己会消失，还是命令星晶兽机械降神将身体还给原来的欧尔姬丝。然而，欧尔姬丝的精神转移到了亚当早已准备好的戈仑中活了下来。欧尔姬丝公主给她取名为欧姬丝，希望她继续与露莉亚、伊欧分享友情。
0,,<span class='scene-font-katari'>姬塔達は魔晶の力をも退け、</span><br><span class='scene-font-katari'>黒騎士との勝負に勝利する。</span>,<span class='scene-font-katari'>姬塔一行战胜了魔晶之力，赢得了与黑骑士的战斗。</span>
1,,<span class='scene-font-katari'>しかし、黒騎士に悔しげな様子は無く、</span><br><span class='scene-font-katari'>どこかスッキリとした様子で、</span><br><span class='scene-font-katari'>自らの敗北を受け入れたのだった。</span>,<span class='scene-font-katari'>黑骑士没有任何不甘，释怀地接受了自己的败北。</span>
2,,私の……負けだな。,是我……输了。
4,,いや……<br>改めて礼を言おう、姬塔。,不……我应该再次感谢你，姬塔。
5,,ここまで……<br>この決着の瞬間まで、<br>よく私に付き合ってくれた……,你肯奉陪到现在……一直到这场决战结束……
6,,これで……これでもう私は……,这样一来……这样一来我就……
7,,<span class='scene-font-katari'>迷いの影は残すものの、</span><br><span class='scene-font-katari'>黒騎士はそれらを全て飲み込み、</span><br><span class='scene-font-katari'>ひとつの決意を固めようとする。</span>,<span class='scene-font-katari'>虽然还剩下些许迷茫，但黑骑士已经决定将它们咽下。</span>
8,,<span class='scene-font-katari'>しかし、</span><br><span class='scene-font-katari'>そんな決意に異を唱えるように、</span><br><span class='scene-font-katari'>凛とした声が響く。</span>,<span class='scene-font-katari'>这时，少女清冽的声音响起，像在抗议这个结局。</span>
9,,ルリア……,露莉亚……
10,,オルキスちゃん……<br>どうして……？<br>出来ません、私には……,欧尔姬丝……为什么……？我、我做不到……
11,,お願い……ルリア……,拜托你了……露莉亚……
12,,出来ません……っ！！<br>だって、私には、そんなこと……！,我做不到……！！我怎么可能……做出这种事……！
13,,オルキスちゃんっ！<br>お願いだから、<br>考え直してください！,欧尔姬丝！求你重新考虑一下吧！
14,,ど、どうしたんだ？<br>ふたりとも……,怎、怎么了？你们两个……
15,,……ごめんね、ルリア。,……抱歉了，露莉亚。
17,,<span class='scene-font-katari'>そう呟くと、</span><br><span class='scene-font-katari'>オルキスは</span><br><span class='scene-font-katari'>ルリアの胸元の宝石に手をかざす。</span>,<span class='scene-font-katari'>说着，欧尔姬丝触及露莉亚胸口的宝石。</span>
18,,だめ……！<br>オルキスちゃ……っ！？,不行……！欧尔姬丝……！？
20,,っ！？,唔！？
21,,我、アルクスの名において、<br>星晶獣デウス・エクス・マキナの、<br>発動を要請。,我以虹之名，申请起动星晶兽机械降神。
22,,――星晶獣デウス・エクス・マキナの、<br>発動要請を受諾……,——接受请求，星晶兽机械降神……
23,,まさか……！？<br>やめろッ！！　オルキスッ！！,难道……！？住手！！ 欧尔姬丝！！
27,,<span class='scene-font-katari'>徐々に光包まれる中、</span><br><span class='scene-font-katari'>オルキスはじっと黒騎士を見つめる。</span>,<span class='scene-font-katari'>渐渐被光芒笼罩的欧尔姬丝静静地注视着黑骑士。</span>
28,,ごめんなさい……,抱歉……
29,,待て！　やめろ！<br>オルキスッ！！,等一下！ 住手啊！欧尔姬丝！！
30,,星晶獣デウス・エクス・マキナ……<br>我が身より仮初の器を抜き去り……,星晶兽机械降神……从我体内取出假体容器……
31,,真なる主を、この身に宿せ……！！,让身体真正的主人，寄宿于此……！！
36,,<span class='scene-font-katari'>――――</span>,<span class='scene-font-katari'>————</span>
40,,<span class='scene-font-katari'>闇に落ちる意識の中で、</span><br><span class='scene-font-katari'>オルキスは自らの想いを振り返る。</span>,<span class='scene-font-katari'>意识落入黑暗后，欧尔姬丝开始回想。</span>
42,,私は……<br>誰なんだろう……,我……到底是谁呢……
43,,私はずっと不思議だった……<br>私は人形だけど……<br>人形じゃない……,我一直觉得很不可思议……我是人偶……但又不是人偶……
44,,私はオルキスだけど……<br>オルキスじゃない……,我是欧尔姬丝……但又不是欧尔姬丝……
45,,でも……<br>そんな私にも、役割が与えられた。<br>あの人が、役割を与えてくれた。,不过……这样的我也有自己的使命。她，给了我使命。
46,,私の役目は……オルキスになること。,我的使命……就是成为欧尔姬丝。
47,,その意味が……最初はわからなかった。<br>だから私は、<br>ときどきあの人を怒らせた……,一开始……我不明白她的意思。所以时常惹她生气……
48,,でもあの人は……<br>たまに、すごく優しい目をする……,但她……偶尔也会温柔地看我……
49,,それは、オルキスに向けられたもの……<br>私ではなく、<br>オルキスに向けられたもの……,她看见的是欧尔姬丝……不是我，那是给予欧尔姬丝的温柔……
50,,でも私は……<br>そんなあの人の優しい目が……<br>すごく好きだった……,可是……我很喜欢……她温柔的眼神……
51,,一緒に旅をするうち、<br>あの人は少しずつ変わっていった……,旅行中，她开始有了变化……
52,,まるであの目が、<br>私に向けられているようで……,总觉得，她开始看我了……
53,,私のことを、<br>オルキス、と呼ぶこともあった……,有时也会称我为欧尔姬丝……
54,,でも……私も変わった。<br>私は、ワガママになってしまった……,不过……我也变了。我变得任性起来……
55,,オルキスではなく、<br>私を見てもらいたい……,希望她看我时只看着我，不要透过我看欧尔姬丝……
56,,オルキスを取り戻そうとしているときの、<br>野心と希望に満ちた、<br>あの瞳の輝きを失ってほしくない……,希望谈起复活欧尔姬丝时，她眼中充满野心与希望的光辉能够消失……
57,,あの人に与えられるだけじゃなくて、<br>私も何かを返したい……,希望我不只是一味被她给予，也能够回报她什么……
58,,全てを同時には叶えられない。<br>私が、私になるということは、<br>あの人が夢を諦めるということ……,这一切无法同时实现。如果我成为我自己，她就必须放弃梦想……
59,,私も……<br>もうオルキスではいられない。,我也……无法在做欧尔姬丝了。
60,,私ではなく、<br>オルキスとして見られるくらいなら、<br>いっそ……,如果要我永远做欧尔姬丝的替代品，那么不如……
61,,私が生まれた理由を知った時……<br>全て……全てが、<br>私には過ぎた願いだと知った……,当我知晓我诞生的理由时……我明白……我明白这一切对我来说都太过奢侈……
62,,だからこそ私は……<br>あの人とあの人の幸せのために<br>捧げられるものは全て……あの人に……,所以我……将我所能献出的一切……都献给她，以及她的幸福……
66,,そう……<br>それが貴女の決断なんだ。,这样啊……这就是你的决心。
67,,…………,
68,,ありがとう……<br>あの子のために、<br>大きな決断をしてくれて。,谢谢你……为了她做出这样的决断。
69,,元々……全部私のものじゃない、から。<br>それを……返すだけ。<br>全部……元通り。,这一切……本来就不属于我。我只是……把它们物归原位而已。
70,,でも、貴女は生まれた……<br>そして、確かにここに居る。,但是，你诞生了……而且，的确存在于此。
71,,私ね……ハッピーエンドが好きなんだ。<br>皆で一緒に笑っていたいんだ。,我呢……喜欢大团圆结局。希望最后所有人都能露出笑容。
72,,だから私は……<br>貴女を放っておいたりなんてしないよ。,所以……我不会丢下你不管的。
73,,でも……身体が……,可是……身体只有……
74,,大丈夫……<br>私が不安定な存在になってからも、<br>実は、話を出来る相手がいたんだ。,没问题的……我变成这样以后，其实也有人陪我说话呢。
75,,私は何も出来ない状態だったけど……<br>彼が準備をしてくれたから……,虽然我自己什么都做不到……但是他已经为我们准备好了……
