id,en,jp,trans
0-chapter_name,,いとし、たのしき、お菓子と拳,可爱，有趣，糖果和拳头
2,,<span class='scene-font-4'>姬塔ッ！</span><br><span class='scene-font-4'>ハッピーハロウィン！！</span>,<span class='scene-font-4'>姬塔！</span><br><span class='scene-font-4'>万圣节快乐！！</span>,
3,,うぉおっ！？<br>びっくりした！,唔哦哦！？<br>吓我一跳！
4,,フェ、フェザーさん！<br>ハッピーハロウィンです。,菲，菲扎！<br>万圣节快乐。
5,,見てくれ！<br>ちゃんと菓子を<br>用意してきたぞ！,快看！<br>我准备了糖果哦！
6,,わあ！<br>たくさんありますね！,哇啊！<br>好多啊！
7,,そうだろう？<br>受け取ってくれ！,是吧？<br>快拿着！
8,,オイラ達にくれるのか？,给我们的？
9,,もちろんだ。<br>その為に持ってきたからな！,当然了。<br>就是为了这个才拿过来的嘛！
10,,ありがとうございまーす！,非常感谢！
11,,やったな、姬塔！<br>もらおうぜ！,太好啦，姬塔！<br>收着吧！
12,,<span class='scene-font-katari'>頷いた姬塔は、</span><br><span class='scene-font-katari'>フェザーの差し出すカゴから</span><br><span class='scene-font-katari'>飴玉を手に取った。</span>,<span class='scene-font-katari'>姬塔点点头、</span><br><span class='scene-font-katari'>收下了菲扎的糖果。</span>
13,,よーし、姬塔！<br>早速、拳と拳で語り合おう！！,好啦，姬塔！<br>来拳对拳交流吧！！
14,,……え？,诶……？
15,,……なんだって？,什么……？
16,,ハロウィンだからな！,万圣节嘛！
17,,えーっと……,那个……
21,,姬塔～！<br>トリック・オア・トリート！！,姬塔~！<br>不给糖就捣蛋！！
22,,きゃあっ！？,呀啊！？
23,,お菓子くれなきゃ<br>イタズラしちゃうぞ～っ！！,不给糖果就捣乱哦~！！
24,,今度はフュンフかよ！,芬芙也来啊！
25,,"次から次へと……<br>びっくりするじゃねぇか！ ",一个接一个的……<br>很吓人啊！
26,,わ～！<br>お菓子たくさんある～！,哇~！<br>好多糖果啊~！
27,,お？<br>アンタもオレと勝負するか？,哦？<br>你也要和我比赛吗？
28,,勝負？　勝負したら<br>お菓子もらっていいの？,比赛？<br>和你比赛就有糖吗？
29,,"だったらやるやる！ ",那我就来！
30,,あちし、本気出しちゃうぞ～！,我要认真起来了~！
31,,そうか！<br>今日は熱い語り合いが出来る……ッ！,是吗！<br>看来今天能痛快地来一场……！
32,,"滾って来たぜッ！ ",我来啦！
33,,待て待て待て待て！,等等等等！
34,,どしたの～？,怎么了？
35,,なんだ？,什么？
36,,お前ら、ハロウィンを<br>なんか勘違いしてねぇか？,你们是不是弄错万圣节<br>的含义了？
37,,トリック・オア・トリートでしょ？<br>お菓子くれなかったら<br>イタズラしていいんだよね？,不给糖就捣蛋不是吗？<br>所以不给我糖，我就捣蛋啊？
38,,菓子は挑戦状の代わりだろう？<br>渾身のイタズラの応酬で勝敗を決する！,糖果用来发起挑战对吧？<br>然后用尽全力捣蛋来决胜负！
39,,すなわち……,正所谓……
40,,<span class='scene-font-4'>宣戦布告をして、</span><br><span class='scene-font-4'>正々堂々勝負する！！</span><br><span class='scene-font-4'>それがハロウィンだッ！！ </span>,<span class='scene-font-4'>发起挑战，</span><br><span class='scene-font-4'>堂堂正正地决胜负！！</span><br><span class='scene-font-4'>这就是万圣节！！ </span>
41,,……えっと、<br>フュンフちゃんは、別に<br>間違ってはいないですね。,那个……<br>芬芙酱理解的没错。
42,,問題はフェザーか……,问题是菲扎……
42-sel1_txt,,<span class='scene-font-katari'>フェザーらしい</span>,是菲扎的作风
42-sel2_txt,,<span class='scene-font-katari'>困ったもんだ</span>,我很困扰啊
43,,あはは、そうですね。<br>いつものフェザーさんって<br>感じです。,啊哈哈，是啊。<br>就是菲扎平时的感觉。
44,,オイラ、なんかもう<br>慣れたような気もするけどな……,我感觉自己都快习惯了……
45,,それより姬塔、<br>早く勝負しよう！！,比起这个，姬塔！<br>赶快来决一胜负吧！！
46,,あ、フュンフとの勝負を<br>先にするか？,啊，和芬芙的胜负呢？
47,,お菓子くれるなら<br>あちしはどっちでもいいよ～！,给我糖的话怎么都行哦~！
48,,姬塔とフェザーの勝負、<br>応援するのも楽しそうだし！,给姬塔和菲扎的<br>比赛加油打气也挺有意思的！
49,,"……どっちを応援しよっかな？ ",支持哪边比较好呢……？
50,,その前に、ハロウィンが何かってのを<br>もう一度ちゃんと<br>理解した方がよくねぇか？,在这之前，<br>还是先重新好好地理解一<br>下万圣节的含义比较好吧？
51,,そうですよね。<br>ハロウィンって言うのは……,是啊。<br>万圣节……
52,,ハロウィンってのはなぁ……,万圣节啊……
53,,…………,…………
54,,どしたの～ふたりとも？,你们两个怎么了？
55,,トリック・オア・トリートをしたり<br>仮装したりするお祭りだっていうのは<br>わかるんですけど……,不给糖就捣蛋我知道。<br>换装去参加祭礼也知道……<br>
56,,迷子のジャックを<br>慰めるんだったか？,还有安慰迷失的杰克？
57,,確かそうだったような……<br>でもなんだかはっきりしたことは<br>よくわかりませんね。,好像是这样啊……<br>但是感觉没法完全弄清楚要做什么。
59,,あら、どうしたの？<br>難しい顔しちゃって。,啊啦，怎么了？<br>看你们一脸困扰的样子。
60,,あ、グレイさん！,啊，格蕾！
61,,オイラ達、ハロウィンのこと<br>実はよくわかってなかったんだなって<br>思っててよぉ……,我们正在说搞不清万圣节的事呢。
62,,ハロウィンのことって、<br>お祭りの由来とかかしら？<br>色々な説があると思うけれど……,万圣节祭礼的由来？<br>这个有很多说法……
63,,確か、元々は収穫を祝う<br>お祭りだったはずね。,最初是为庆祝收获办的祭礼。
64,,それは初耳だ。,还是第一次听说。
65,,"でも、収穫に感謝するのは<br>いいことだな！ ",不过，<br>庆祝收获感觉还不错啊！
66,,しゅーかくをいわうのに<br>お菓子を食べるの？,为什么庆祝收获却要吃糖果呢？
67,,仮装をしたりするのも、<br>どういう意味なんでしょうか？,换装又是什么意思呢？
68,,こういう慣習というのは、<br>少しずつカタチを変えて、元の姿が<br>わからなくなったりするものよ。,这种习俗是慢慢演变而来的，<br>已经说不清最初是什么样子的了。
69,,でも、ハロウィンの日には、<br>この世とあの世が近づいて──,但是在万圣节这一天，<br>这个世界会和那个世界接近——
70,,死んでしまった人や<br>人ならざるものが現れるって<br>話もあるわ。,听说死去的人会变成人<br>来到现世。
71,,そ、そうでしたね！,是，是这样吗！
72,,"うぅ……人ならざるもの…… ",唔唔……变成人……
