path,trans,duration,note
voice/3040034000_Halloween1,万圣节快乐！,3,万圣
voice/3040034000_Halloween2,不给糖就捣蛋！,4,
voice/3040034000_Halloween3,不给糖就捣蛋~~~\n不想哭鼻子的话就给我糖果~~还是你想试试我特别的恶作剧？,14,
voice/3040034000_Xmas1,圣诞快乐！,3,圣诞
voice/3040034000_Xmas2,圣诞快乐~喂喂来帮帮我，我这次一定要抓住圣诞老人！,11,
voice/3040034000_newyear1,新年快乐！,3,新年
voice/3040034000_newyear3,新年快乐！\n爷爷给了我压岁钱，我们一起去买糖果吧！,8,
voice/3040034000_Valentine1,情人节快乐！,3,情人节
voice/3040034000_Valentine2,情人节快乐！喂喂，这个巧克力非常好吃哦~是特地为了今天精挑细选出来的，一起吃吧~,13,
voice/3040034000_whiteday1,白色情人节快乐！,3,白情
voice/3040034000_whiteday2,白色情人节啊……隔天糖果都会很便宜，很划算。\n所以你明天记得把时间空出来，我们一起去买东西吧。,12,
