id,en,jp,trans
0-chapter_name,,魔力の代償,魔力的代价
0-synopsis,,花に集まる魔物達の住処を探し、山へと踏み入る姬塔一行。そんな中ルリアは、魔法が解けたらレナは騎空団を抜けてしまうのでは、と不安を口にする。しかしレナは、そんなつもりはない、とルリアを慰める。,姬塔一行来到山中寻找觅花而来的魔兽栖息在何处。途中露莉亚担心地问道如果魔法解开，蕾娜是否会离开骑空团。蕾娜安慰她说没有退出骑空团的打算。
0,,<span class='scene-font-katari'>街の住民から、</span><br><span class='scene-font-katari'>魔物達は山から来るという話を聞き、</span><br><span class='scene-font-katari'>一行は山へと足を踏み入れた。</span>,<span class='scene-font-katari'>向居民打听到魔兽来自山上后，一行人就向山里进发。</span>
1,,<span class='scene-font-katari'>その山道は険しく、奥を目指して</span><br><span class='scene-font-katari'>歩を進めるにつれルリアの足取りが</span><br><span class='scene-font-katari'>重くなっていくのであった。</span>,<span class='scene-font-katari'>险峻的山路上，露莉亚的脚步也越发沉重起来。</span>
2,,うーん……,唔……
3,,あらあらまぁまぁ、ルリアちゃん？<br>どうしたのかしらぁ～,哎呀哎呀，露莉亚？<br>你怎么啦~
4,,おいおい……<br>なんか悪いモンでも食ったのかぁ？,喂喂……<br>是不是吃坏肚子了？
5,,ち、違いますっ！<br>姬塔も<br>納得しないでくださいっ！,不、不是的！<br>姬塔你也别点头啦！
6,,レナさんと出会った時の事を<br>思い出して……,我想起和蕾娜认识的时候……
7,,あら……まぁ？<br>どうしたのかしら？ 突然～,哎呀……<br>突然间怎么了？
8,,レナさんがグランサイファーに<br>来たとき……,蕾娜刚来骑空团的时候……
9,,覚えてるぜぇ！<br>ルリアに頼まれて、花の姉ちゃんが<br>騎空艇を花で飾ったんだよな！,咱还记得呢！<br>露莉亚拜托卖花姐姐在骑空艇上开满了花！
10,,ぎゃははっ！<br>ラカムが『なんじゃこりゃぁ！』って<br>腰抜かしてたの、すっげえ笑えたぜ！,啊哈哈！<br>拉卡姆那家伙喊着『这是啥呀！』的样子，真是太好笑了！
11,,うふふふ！<br>今となっては懐かしいわねぇ～♪,呵呵呵！<br>现在想想真是怀念啊～♪
12,,どうしたんだぁ？　ルリア。<br>急にそんな事……,怎么了，露莉亚？<br>为什么突然提这个……
13,,あの、レナさんは……<br>もし治療できたら、<br>どうするんですか？,那个，蕾娜……<br>如果你成功解开了魔法，之后要怎么办呢？
14,,そうねぇ……<br>…………どうしようかしらねぇ？,是呢……<br>…………要怎么办呢？
15,,騎空団、抜けちゃうんですか？,你会退出骑空团吗？
16,,えっ？,咦？
17,,ルリア、<br>それで落ち込んでやがったのか？,露莉亚，你是因为这个才消沉的吗？
18,,はい……<br>レナさんがいなくなっちゃうかもって<br>考えたら、寂しくなって……,是的……<br>想到蕾娜可能会离开，我就觉得有些寂寞……
19,,そういやぁ……<br>騎空団から抜けたヤツって<br>今までいなかったもんなぁ……,说起来……<br>好像从来就没有过退团的人呢……
20,,そうねぇ～<br>それは寂しい思いを<br>させちゃうかもねぇ～,是呢～<br>那样的话露莉亚会感到寂寞的吧~
21,,ええっ！？<br>それじゃ、本当に抜けちゃうんですか！？<br>騎空団！,咦！？<br>那蕾娜真的打算退出骑空团吗！？
22,,楽しかったわぁ～♪<br>貴方達と色々な島を回って、<br>人々の幸せのお手伝いをする日々……,至今都过的很开心呢～♪<br>和你们一起去各种各样的岛，帮助别人获得幸福……
23,,うぅ……<br>レナさぁん……,呜呜……<br>蕾娜……
24,,お、おいぃ！<br>泣くなよルリアぁ！,喂、喂！<br>别哭啊！
25,,あ、あらあらまぁまぁ！<br>ごめんなさいねぇ～、まさか……,哎呀哎呀！<br>抱歉～我没想到会这样……
26,,ルリアちゃんが泣いちゃうなんて<br>いじわるだったわぁ～……<br>本当にごめんなさい。,露莉亚，惹你哭了是我不好～……<br>真的对不起。
27,,騎空団を抜けたりは……<br>多分、しないと思うの。,我想我应该……不会退出骑空团的。
28,,本当ですか……？,真的吗……？
29,,楽しくて、幸せな思い出ばっかり。<br>だから私は……,在骑空团的日子又美好又幸福。<br>所以我……
30,,……あら？<br>この香りは……？,……哎呀？<br>这个香味是……？
31,,グォォォッ！,咕哦哦哦！
32,,きゃっ！,啊！
33,,街に来てたのとは別のヤツみてえだな！<br>蹴散らすぜ！　姬塔！,貌似不是去城里的那些魔兽！<br>先干掉它们吧，姬塔！
info,,1,scene_chr091_q2_s10
