id,en,jp,trans
0-chapter_name,,第38章　悪意の謀略,第38章 恶意的谋略
0-synopsis,,謎めいた物言いのフリーシアは、ついに己の悲願を明かす。その悲願とはエルステ王国の復興であり、歴史そのものに干渉する星晶獣アーカーシャを使って現在の歴史を修正することだった。,故弄玄虚的芙莉西雅终于坦言自己的夙愿。她的夙愿正是复兴埃尔斯特王国，使用干涉历史的星晶兽阿卡夏修正现在的历史。
0,,ぐはっ……！,唔啊……！
2,,我々を試すだと……？<br>こんな雑魚と戦わせて、<br>我々の何が測れるというのだ？,还说要测试我们……？让这种杂碎和我们打，还测试什么？
3,,教えてください、宰相さん……<br>貴方はオルキスちゃんを<br>どうするつもりなんですか？,请告诉我们，宰相女士……你想对欧尔姬丝做什么？
4,,ふむ……<br>星晶獣も問題なく扱えていますし、<br>「器」の覚醒は十分なようですね。,哼……都能顺利地操纵星晶兽了，看来「容器」也完全觉醒了。
5,,えっ？<br>「器」……？,咦？「容器」……？
6,,待った甲斐があったというものです。<br>これで全ては整った……,等待是值得的。这样一切都准备好了……
7,,誤魔化すなよ、フリーシア……<br>さぁ、話してもらうぞ……<br>貴様の企みの全てをな！,别装神弄鬼的，芙莉西雅……快点，说出你的企图！
8,,口を慎みなさい、小娘が。<br>企む？<br>そのような言いぐさはやめて頂きたい。,放尊重点，小姑娘。你说企图？别用这种词汇侮辱我的夙愿。
9,,我が悲願はエルステ王国の再興……<br>アーカーシャによる歴史の修正こそが、<br>私の目的なのですから。,我的夙愿，即埃尔斯特王国的复兴……通过阿卡夏修正历史，这就是我的目的。
10,,アーカーシャだと！？<br>馬鹿な……<br>あれが実在するというのか！？,阿卡夏！？不可能……那东西真的存在！？
11,,な、なんだぁ……？<br>あんなに狼狽えた黒騎士、<br>初めて見るぜ。,怎、怎么了……？第一次看到黑骑士这么慌张。
12,,あの侵略者達の言葉を<br>鵜呑みにしないのは実に賢明ですね。,没有听信那群侵略者的话，的确是明智的选择。
13,,しかしながら、<br>アーカーシャは実在します。,不过，阿卡夏的确是存在的。
14,,この<span class='scene-font-place'>ルーマシー</span>の地にこそ、<br>アーカーシャが眠っているのです。,阿卡夏就沉眠在这座岛上。
15,,ね、ねぇ……<br>話の腰を折って悪いんだけど……<br>その……アーカーシャって、なに？,那、那个……抱歉打断你们说话……阿卡夏……是什么？
16,,星晶獣アーカーシャ……<br>私もその存在は、<br>伝説上のものだと思っていたが……,星晶兽阿卡夏……我也以为它不过是传说中的存在……
17,,アーカーシャは<br>覇空戦争末期に星の民によって、<br>最終兵器として作られた星晶獣であり……,星晶兽阿卡夏是星之民于霸空战争末期制造的最终武器……
18,,歴史そのものに干渉し、<br>世界を書き換える力を持つ星晶獣だ。,它拥有干涉历史，改写世界的能力。
info,,1,scene_cp38_q3_s10
