id,en,jp,trans
0-chapter_name,,第39章　黒き真意,第39章  黑色真意
0-synopsis,,オルキスを元に戻すために黒騎士が取ろうとしている手段は、ルリアの魂をオルキスに与えるというものだった。故郷を守るために手段を選ばぬ黒騎士の決意に戦慄する一行。フリーシアの手からオルキスを取り戻した後、ルリアを賭けて姬塔らに戦いを挑むと、黒騎士は昏い眼差しを向けて言い放つのであった。,黑骑士为了使欧尔姬丝复原，计划将露莉亚的灵魂移植到欧尔姬丝身上。她为守护故乡而不择手段的决意使众人战栗。随后黑骑士以阴暗的眼神说道，一旦从芙莉西雅手中夺回欧尔姬丝，她就会为得到露莉亚而与众人敌对。
0,,<span class='scene-font-katari'>とある遺跡の一角で、</span><br><span class='scene-font-katari'>姬塔達は、</span><br><span class='scene-font-katari'>黒騎士の話に耳を傾ける。</span>,<span class='scene-font-katari'>在遗迹的一角，姬塔等人听着黑骑士讲述她的目的与计划。</span>
1,,私の目的が<br>オルキスを元に戻すことであることは<br>以前も話した通りだが……,我的目的是复原欧尔姬丝，这我以前也讲过……
2,,その計画について、<br>私はお前達にまだ話していない……<br>……そうだな？,但是我还没有提及我的计划……是这样没错吧？
3,,ああ……<br>その計画にいまのオルキスちゃんと、<br>ルリアが必要だそうだが……,没错……你的计划是要用到欧尔姬丝和露莉亚吧……
4,,そうだ……<br>そして結論から言えば……,没错……从结论说起吧……
5,,私の計画は人形とルリア……<br>その両方を<br>犠牲にすることになるかもしれない。,我的计划……可能会牺牲人偶和露莉亚。
6,,っ！？,唔！？
7,,なんだと……？,你说什么……？
8,,お前はよく知っているんじゃないか。<br>姬塔……,你是最清楚的吧。姬塔……
9,,お前は一度、ルリアの能力によって、<br>瀕死の状態から、<br>息を吹き返しているだろう。,你曾经靠露莉亚的能力起死回生。
10,,お前の命を救ったあの能力には、<br>実はもう一つ秘密がある。,救了你一命的能力，其实还有一个秘密。
11,,あの能力の本質は、<br>ルリアの魂を分割して<br>分け与えることであり……,这种能力的本质，是把露莉亚的灵魂分给另一个人……
12,,魂のない身体にあの能力を使えば、<br>ルリアの人格が魂と共に、<br>受け取り手の身体に移植されるのだ。,如果对没有灵魂的身体使用这种能力，露莉亚的人格和灵魂会同时移植到这具身体上。
13,,んなっ……！？<br>じゃ、じゃあ、<br>ルリアが二人になるってのか！？,什么……！？那、那就会有两个露莉亚了吗！？
14,,それは違う……<br>あくまで移されるのは人格のみであり、<br>記憶ごと移されることはないそうだ。,不对……被移植的似乎只有人格，并非记忆。
15,,つまり……<br>能力を持つルリアに<br>以前のオルキスの人格を再現し……,也就是说……先在拥有这种能力的露莉亚身上再现欧尔姬丝的人格……
16,,その人格をあの人形……<br>オルキスの身体に上書きする。,再将这人格……转移到人偶，也就是欧尔姬丝身上。
17,,そうすることで、<br>記憶は失っているものの、<br>以前の人格のオルキスを取り戻す……,这么一来，虽然没有记忆，但欧尔姬丝能恢复以前的人格……
18,,これが……私の計画の全てだ。,这就是……我的计划。
19,,馬鹿な……<br>そ、そんなこと、<br>許されるはずがない！,什么……这、这种事绝对罪无可赦！
20,,許される、許されない、<br>という問題ではない……,是不是罪无可赦，根本就不是问题……
21,,魂を失い、<br>永遠に変わることの無くなった人形に、<br>かつての笑顔を取り戻すには……,为了让失去灵魂，再也长不大的人偶，露出以前的笑容……
22,,エルステの民が望む王女、<br>オルキスを取り戻すには……<br>もはやこれしか方法がないのだ……,为了夺回埃尔斯特民众心中的公主欧尔姬丝……只有这个办法了……
23,,…………,…………
24,,この先、我々はフリーシアと、<br>雌雄を決することになるだろう。,再往前走，我们就要和芙莉西雅一决雌雄了。
25,,あの人形を取り戻すまで……<br>少なくともそれまでは、<br>我々の目的は合致する。,直到夺回人偶为止……我们的目的是一致的。
26,,しかし……<br>あの人形が我が手に戻ってきた時点で、<br>私はお前達の敵になる。,然而……一旦人偶回到我的手中，我就是你们的敌人了。
27,,どれだけ非情と罵られようと、<br>私はオルキスを取り戻す……,你们再怎么斥责我残忍无情，我也一样要夺回欧尔姬丝……
28,,だからこそ……<br>その時には互いに譲れないもののため、<br>改めて相対しようじゃないか。,所以到时候……为了彼此不可退让的信念决一胜负吧。
info,,1,scene_cp39_q4_s20
