id,en,jp,trans
0-chapter_name,,死して尚、君が為に,死亦为君
0-synopsis,,モンタギューとキャピュレットの戦争を終結させるため、神王モンタギューは己の首を差し出すが、姬塔が振り下ろされる刃を止める。そしてパリスにより大綬が切り落とされ「神王モンタギュー」は死んだこととなり、ロミオは一行と共に城から脱出する。一行はロミオを騎空団に誘うが、まだこの国でできることがあるはずだと、ロミオは一人ヴェローナに残るのだった。,神王蒙太古意图牺牲自己来结束蒙太古与凯普莱特之间的战争，但被姬塔所阻止。而帕里斯斩断了神王的绶带，以此宣告「神王蒙太古」已死，让罗密欧与姬塔一行从城堡离开。姬塔等人邀请罗密欧加入骑空团，但罗密欧表示他在这个国家还有事要做，独自留在了维罗纳。
2,,<span class='scene-font-katari'>ヴェローナの地で、長年互いを</span><br><span class='scene-font-katari'>憎み合ってきたモンタギューと</span><br><span class='scene-font-katari'>キャピュレット。</span>,<span class='scene-font-katari'>在维罗纳的土地上，蒙太古与凯普莱特常年敌视彼此。</span>
3,,<span class='scene-font-katari'>エスカラスの末裔を名乗る組織の</span><br><span class='scene-font-katari'>陰謀の末、二国は、後戻りのできぬ</span><br><span class='scene-font-katari'>戦争へと進んでしまう。</span>,<span class='scene-font-katari'>在某个组织，埃斯卡勒斯末裔的阴谋之下，两国展开了不可挽回的战争。</span>
4,,<span class='scene-font-katari'>戦いの末に、姬塔達と</span><br><span class='scene-font-katari'>パリスは神王モンタギューと</span><br><span class='scene-font-katari'>対峙するが……</span>,<span class='scene-font-katari'>在战争的最后，姬塔一行和帕里斯一同与神王蒙太古对峙……</span>
5,,……パリス、頼む。,……帕里斯，拜托了。
6,,っ……,唔……
7,,<span class='scene-font-katari'>ロミオは、神王モンタギューとして</span><br><span class='scene-font-katari'>自分の命で戦いをおさめ、後をパリスと</span><br><span class='scene-font-katari'>ジュリエットに託そうとしていた。</span>,<span class='scene-font-katari'>罗密欧意图结束自己作为神王蒙太古的生命，由此结束战争，将今后的事宜托付给帕里斯与朱丽叶。</span>
8,,戦いが長引くほど、<br>多くの兵や民が傷つく。<br>だから……終わらせてくれ。,战争进行得越久，牺牲的士兵和人民就越多。所以……让这一切结束吧。
9,,……ああ、わかった。<br>その首をいただく、<br>神王モンタギューよ。,……明白了。我现在，就来取你首级，神王蒙太古。
10,,…………先に行っていろ、<br>ロミオ。いつか追いつく。,…………你先走吧，罗密欧。我们总会追上你的。
11,,……ああ、ありがとうパリス。,……嗯。多谢了，帕里斯。
12,,<span class='scene-font-katari'>パリスはゆっくりと剣を持ち上げ、</span><br><span class='scene-font-katari'>神王モンタギューの首に向かって</span><br><span class='scene-font-katari'>振り下ろした――</span>,<span class='scene-font-katari'>帕里斯缓缓举起剑刃，朝神王蒙太古的脖颈斩去。</span>
18,,っ！？,唔！？
19,,<span class='scene-font-katari'>パリスの剣は、飛び込んできた</span><br><span class='scene-font-katari'>姬塔によって受け止められる。</span>,<span class='scene-font-katari'>姬塔上前一步，挡下了帕里斯的剑。</span>
20,,な……,什么……
21,,何をするんだ！？,你做什么！？
22,,<span class='scene-font-katari'>パリスよりも先に声を上げた</span><br><span class='scene-font-katari'>神王モンタギューが、</span><br><span class='scene-font-katari'>姬塔へと詰め寄る。</span>,<span class='scene-font-katari'>神王蒙太古比帕里斯更为激动，抢先逼近姬塔质问道。</span>
23,,何故とめる！？,为什么阻止他！？
24,,お、おいロミオ！<br>こいつはお前を死なせたく<br>ないから……,喂、罗密欧！姬塔只是不想让你死……
25,,もうそういうことを<br>言っているような<br>場合ではないんだ！,现在已经不是说这些的时候了！
26,,これは戦争なんだ。始まってしまえば、<br>何らかの結果をもってしか<br>終わらせることはできない。,这是战争啊。一旦开始，就需要代价来让它结束。
27,,だからオイラ達は、その結果が、<br>お前が死ぬことじゃなくても<br>いいんじゃねぇかって言ってんだよ！,咱们就是觉得，你不需要死也可以结束一切啊！
28,,……僕が、何も考えなかったと思うか？<br>どうすればいいのか、考えたに<br>決まっているだろう。,……你以为，我什么都没考虑过吗？我当然想过到底应该怎么做。
29,,曖昧なまま終わらせても、<br>これまでと同じことの<br>繰り返しになってしまう。,如果不明不白地结束，今后又会发生同样的事情。
30,,それを避けるためには、もう<br>モンタギューとキャピュレットの<br>戦いに決着をつけるしかない。,为了防止重蹈覆辙，就只有给蒙太古和凯普莱特的战争画上句号。
31,,それならば、僕一人が死ねば<br>すむことだ。,这样的话，我一个人去死就足够了。
32,,ロミオ、さん……,罗密欧先生……
33,,はやくしなければ、それだけ<br>沢山の兵が傷つき、国土は<br>疲弊し、民は苦しむ。,不快点做个了断的话，还会有更多士兵死伤，国土愈发疲敝，国民痛苦不堪。
34,,だから頼む！<br>邪魔をしないでくれ！,所以拜托你们，不要妨碍我！
35,,くそぅ……オイラ達は……,可恶……咱们要怎么办……
36,,<span class='scene-font-katari'>ロミオの悲壮な決意をはらんだ</span><br><span class='scene-font-katari'>気迫に押され、それ以上の言葉を</span><br><span class='scene-font-katari'>失ってしまう姬塔達。</span>,<span class='scene-font-katari'>罗密欧充满悲壮决意的魄力让姬塔等人无言以对。</span>
37,,パリス、早くしてくれ。,帕里斯，快点动手吧。
38,,…………,
39,,<span class='scene-font-katari'>パリスは剣を構える。</span>,<span class='scene-font-katari'>帕里斯再次架起利剑。</span>
40,,ふん……っ！,嗬……！
43,,っ……！,啊……！
44,,…………え？,…………咦？
45,,<span class='scene-font-katari'>パリスの剣は、神王モンタギューの</span><br><span class='scene-font-katari'>肩の辺りを浅く裂いた。</span>,<span class='scene-font-katari'>帕里斯的剑擦过神王蒙太古的肩膀。</span>
46,,<span class='scene-font-katari'>それによって、大綬がはらりと落ちる。</span>,<span class='scene-font-katari'>被斩断的只有绶带。</span>
47,,……神王モンタギューは、<br>これで死んだ。,……这样，神王蒙太古就死了。
48,,お前、何を……っ！？,你、说什么……！？
49,,私は、キャピュレットの聖王軍を<br>率いる者として、神王モンタギューを<br>決して見逃すことはできない。,作为凯普莱特圣王军的首领，我绝不会放过神王蒙太古。
50,,だが……パリスという一人の<br>男として、ロミオ……お前を<br>斬ることはどうしてもできない……,但是……作为帕里斯……罗密欧，我下不了手……
51,,パリス……<br>お前は、甘すぎる……,帕里斯……你太天真了……
52,,……いや。,……不。
53,,お前はこれから、この世界では<br>もう死んだ者として、絶対に素性を<br>知られぬように生きていくしかない。,从今往后，你对这个世界来说已经是死者了，必须时刻小心被人发现真实身份。
54,,その道は、ここで死ぬことよりも<br>つらいかもしれんぞ。,这条路，也许比死在这里更加痛苦。
55,,……ジュリエット様にも、<br>もう二度と会えないだろう。,……想必，你和朱丽叶大人也无法再次相见了。
56,,…………,
57,,それでも！<br>私はロミオさんに生きて<br>いて欲しいです！,可是！我还是希望罗密欧先生能够活下去！
58,,ああ、そうだぜ！　生きていれば<br>できることはいくらでもある！<br>希望は、どこにだってあるもんだぜ！,就是啊！活下去总会有办法的！希望这东西无处不在！
59,,希望……,
60,,<span class='scene-font-katari'>揺れるロミオの視線を受け止めて</span><br><span class='scene-font-katari'>姬塔は大きく頷いて見せた。</span>,<span class='scene-font-katari'>四目相对时，姬塔对略有动摇的罗密欧重重地点头。</span>
61,,……わかった。,……我明白了。
62,,パリス、お前の想いを受け取る<br>ことにするよ。その代わり、<br>というわけではないが……,帕里斯，你的心意我明白了。作为交换……也算不上吧……
63,,<span class='scene-font-katari'>ロミオは、パリスに向かって</span><br><span class='scene-font-katari'>深々と頭を下げる。</span>,<span class='scene-font-katari'>罗密欧向帕里斯深深地低下头。</span>
64,,ヴェローナを頼む。,维罗纳就拜托你了。
65,,……お前に言われるまでもない。,……不用你说我也明白。
66,,それともう一つ……<br>ジュリエットには、僕が生きている<br>ことは伝えないでくれ。,还有一件事……不要告诉朱丽叶我还活着。
67,,そうか……<br>お前が言うのなら、そうしよう。,是么……既然你这么说，我就照办。
68,,ありがとうパリス。,谢谢你，帕里斯。
74,,<span class='scene-font-katari'>ロミオは、姬塔達と共に</span><br><span class='scene-font-katari'>城を脱出し、グランサイファーへと</span><br><span class='scene-font-katari'>乗り込んでいた。</span>,<span class='scene-font-katari'>罗密欧和姬塔等人一起离开了城堡，乘上格兰赛法。</span>
75,,…………,
76,,なぁロミオ、これから<br>どうするんだ？,那罗密欧，你接下来打算怎么办？
77,,これから、か……,接下来，么……
78,,そうだ！　私達の騎空団に<br>入りませんか？　ロミオさんが<br>いてくれたらすっごく心強いです！,对了！要不要加入我们的骑空团？罗密欧先生超级可靠的！
79,,騎空団……<br>騎空士か……,骑空团……骑空士么……
