id,en,jp,trans
0-chapter_name,,第5話　深き夢の奥底,第5章 梦境的最深处
0-synopsis,,モルフェが消え、眠りに落ちた姬塔はそのまま星晶獣オネイロスに囚われてしまう。さらにはヴェトルまでその場から姿を消し、混乱する一同に悪夢の欠片が襲いかかる。,莫尔菲消失、姬塔被奥涅伊洛斯带走，就连薇特尔都不知所踪。众人正在混乱中时，被恶梦碎片袭击了。
0,,んなっ……ど、どうなってんだ！？<br>モルフェが消えちまった！,什么……发生了什么？！莫尔菲消失了！
1,,姬塔っ！！<br>逃げてぇっ！,姬塔！！快逃！！
2,,<span class='scene-font-katari'>ルリアは必死に叫ぶが、</span><br><span class='scene-font-katari'>眠りに落ちた姬塔は</span><br><span class='scene-font-katari'>オネイロスに囚われてしまう。</span>,尽管露莉娅拼命地呼喊，然而陷入沉睡的姬塔还是被奥涅伊洛斯抓住了。
3,,<span class='scene-font-katari'>オネイロスは姬塔を</span><br><span class='scene-font-katari'>抱き留めると</span><br><span class='scene-font-katari'>夢の回廊の闇の中へ消えた。</span>,奥涅伊洛斯抱着姬塔，消失在了梦之回廊的黑暗中。
4,,そ、そんな……<br>姬塔……姬塔っ！,怎，怎么这样……姬塔……姬塔！
5,,おい、ヴェトル！<br>モルフェはどうなったんだ！？,喂，薇特尔！莫尔菲怎么了！
6,,……ヴェトル？,……薇特尔？
7,,なっ……ヴェトルは、<br>さっきまで確かにここに……！,什……薇特尔刚刚确实是在这里……！
8,,ちくしょう、どうなってるんだよぉ！<br>あいつら、いったい<br>どこに消えちまったんだ！？,可恶，到底怎么回事啊！那些家伙，到底消失到哪里去了？！
9,,<span class='scene-font-4'>ルァアアアア……！</span>,RUA！！
10,,くっ……邪魔をするな！！,切……不要碍事！！
info,,1,scene_evt160531_cp5_q4_s20
