id,en,jp,trans
0-chapter_name,,第6話　迷妄、払いて,第六章 迷惘、消除
0-synopsis,,姬塔達が魔物を倒すと、ついに星晶獣オネイロスが姿を現す。ビィとルリアの力を恐れるオネイロスは、姬塔達を悪夢に捕え永遠に眠らせようとする。オネイロスはモルフェに良く似た人形モルペウスを呼び出し、姬塔一行へ差し向ける。,
0,,<span class='scene-font-katari'>魔物を倒した直後</span><br><span class='scene-font-katari'>姬塔が出てきた家の扉が</span><br><span class='scene-font-katari'>音を立てて開いた。</span>,打倒魔物之后，姬塔跑出来的那个房子的门打开了。
1,,…………,…………
2,,誰だっ！？,是谁！？
3,,本当に……邪魔な子達……！！,真是……碍事的孩子们……！！
4,,<span class='scene-font-katari'>怒りも露わに呟いた女性の形が歪み、</span><br><span class='scene-font-katari'>姬塔達は</span><br><span class='scene-font-katari'>彼女の本当の姿を目にする。</span>,一脸怒容的的女性的形体逐渐扭曲，向姬塔她们显示出了她本来的样子。
8,,あなた達は邪魔なの……！<br>夢に沈んで……<br>溺れてしまえば良かったのに……！,你们真是碍事……！明明只要沉入梦中，溺死在这里就好了……！
9,,邪魔をされたのはこっちの方だ！<br>俺達がお前に<br>何をしたって言うんだ！？,被妨碍的明明是我们！我们对你做了什么？！
10,,うるさいうるさいうるさいうるさい！！<br>あなた達の力は<br>知ってるんだから！！,吵死了吵死了吵死了！！正是因为我知道你们的力量！
11,,私はもう誰にも支配されない！！<br>誰にも傷つけられたくない！！,我再也不会被人支配！！再也不想被伤害了！！
12,,私達の力……？<br>あっ……もしかして、<br>私とビィさんの……？,我们的力量……？啊，难道是说，我和碧的……？
13,,落ち着いてください、オネイロス！<br>私達はあなたを支配しようとしてないし<br>傷付けたいとも思ってません。,请冷静一下，奥涅伊洛斯！我们并不是想要控制你，也绝对不想伤害你。
14,,ねっ、怖がらないで……,呐，不要害怕……
15,,……嘘よ。<br>優しい言葉はみんな嘘。<br>私、知ってるんだから……,……说谎。温柔的话语全都是谎言。我全都知道……
16,,信じない、絶対に信じない……！<br>あなた達が夢の底に沈むまで、<br>私は安心して眠れない……！,我不相信，绝不相信……！直到你们沉到梦境之底为止，我都无法安然入眠……！
17,,モルペウス！！<br>この人達の心を殺して！<br>永遠の悪夢に捕えるの！！,莫尔佩乌斯！！将这些人的心杀死！！投放到永远的恶梦之中！
18,,<span class='scene-font-katari'>オネイロスの声に答えるように、</span><br><span class='scene-font-katari'>家の中から人影が姿を現す。</span>,房子中的人影应声而出。
19,,…………,…………
20,,んなっ……モルフェ！？,什么……莫尔菲？！
21,,…………,…………
22,,モルフェと同じ顔がいくつも……<br>これはいったい……！？<br>これも悪夢……なのか！？,全是和莫尔菲一样的脸……这到底是……？！这也是恶梦……吗？！
23,,ふっ……ふふふ！！<br>この子は私のお人形……<br>……とっても良く働くお人形！！,呵……呵呵呵！！这孩子是我的人偶……非常好用的人偶！！
24,,やっちゃえ、モルペウス！！,杀了他们，莫尔佩乌斯！！
info,,1,scene_evt160531_cp6_q3_s20
