id,en,jp,trans
0-chapter_name,,第2話　悪夢か現か,第二章 是恶梦还是现实
0-synopsis,,夢を操る星晶獣オネイロスの力に囚われた者は徐々に夢と現実を混同するようになり、最後には永遠に眠り続けてしまうと話すヴェトルとモルフェ。ふたりは眠り続ける故郷の人々、そしてカタリナとラカムを助けるため、姬塔達に協力を申し出る。,薇特尔和莫尔菲向众人说明了被操梦的星晶兽奥涅伊洛斯控制后会渐渐分不清梦与现实，之后陷入沉睡的事情。为了帮助两人故乡和村民和自己的同伴，姬塔决定与双胞胎联手。
0,,<span class='scene-font-katari'>姬塔、ビィは</span><br><span class='scene-font-katari'>ルリアと共に</span><br><span class='scene-font-katari'>モルフェ達の話を聞くことにした。</span>,姬塔，碧和露莉娅一同听了莫尔菲他们的说明。
1,,オネイロスは、<br>夢を操る星晶獣なんです。,奥涅伊洛斯是，操纵梦境的星晶兽。
2,,オネイロスの力に囚われた人は、<br>夢と現実の記憶を混濁させてしまう。,被奥涅伊洛斯的力量影响的人，会混淆梦境与现实的记忆。
3,,夢と現実を……<br>……昨日のカタリナがそうでしたね……,梦和现实……昨天的卡塔丽娜也是这样呢……
4,,最初の内は、説明してあげれば<br>夢の方がおかしいんだって<br>解ってくれるんです。,一开始的时候，进行说明的话，他们会明白梦的那边是不对的。
5,,でも、そのうちにどんどん<br>夢の方を信じるようになって……<br>その頃から、眠る時間が長くなります。,但是，那之后就会渐渐变得更相信梦到的内容……之后，睡眠时间会变长
6,,最後には、ずっと眠って<br>目覚めなくなってしまうんです。,最后，会变成一直沉睡无法醒来的状态。
7,,ずっと眠って……<br>……もしかして、さっきカタリナが<br>眠そうにしてたのって……,一直沉睡……难道说，刚才卡塔丽娜就很困的样子……
8,,そうなのか？<br>オイラ達と話してた時は<br>はっきり目が覚めてたけど……,这样吗？和我们说话的时候倒是很清醒的……
9,,ふたりが部屋を出た後、<br>しばらく話をしてたんですけど<br>急に眠くなったって……,你们两个出去之后，只和她说了一会话就突然就开始犯困……
10,,オネイロスの力の影響が出るのが<br>ものすごく速いですね……,奥涅伊洛斯的力量影响速度非常快……
11,,私達の村のときは……<br>たくさん、人がいたせい……かな？,我们的村子的那时候……很多人都因为这个……是吧？
12,,村の人？<br>もしかしてお前達が<br>やけにオネイロスに詳しいのは……,村子的人？难道说你们特别熟悉奥涅伊洛斯是因为……
13,,……はい。<br>僕達の村は、オネイロスのせいで<br>村の人達がみんな眠ってしまって……,……是的。我们的村子，因为奥涅伊洛斯的关系，村民都陷入沉睡了
14,,僕と姉さんは<br>村の人達を助けるために<br>オネイロスを追っているんです。,我和姐姐为了帮助村民们，一直追踪着奥涅伊洛斯。
15,,そうだったのか……,是这回事啊……
16,,私と……モルフェは、<br>これまで……オネイロスのこと、<br>いろいろ調べてきた……,我和……莫尔菲，至今为止一直在调查奥涅伊洛斯的情报……
17,,だから、きっと……<br>あなた達の仲間を、<br>助けるの……手伝える……,所以……一定可以……帮助你的……同伴们……
18,,オイラ達はオネイロスのことも<br>今知ったくらいだし、<br>協力してもらえるなら助かるよな！,我们对于奥涅伊洛斯的了解也就刚才知道的那些而已，你们能帮忙真是太好了！
19,,そうですね！<br>姬塔、ふたりと<br>力を合わせましょう！,对啊！姬塔，和他们两个人合作吧！
20,,<span class='scene-font-katari'>姬塔はビィとルリアに頷き、</span><br><span class='scene-font-katari'>双子と協力して</span><br><span class='scene-font-katari'>オネイロスに立ち向かうと決める。</span>,姬塔向碧和露莉娅点点头，决心和双胞胎一同对抗奥涅伊洛斯。
21,,<span class='scene-font-katari'>姬塔達は、</span><br><span class='scene-font-katari'>現実を侵食する悪夢に対抗する</span><br><span class='scene-font-katari'>糸口を得たのだった。</span>,众人得到了可以与侵蚀现实的恶梦相对抗的线索。
info,,1,scene_evt160531_cp2_q4_s30
