id,en,jp,trans
0-chapter_name,,人生で最高の日,人生中最美好的一天
0-synopsis,,魔物討伐後、新婦を助け出そうとする姬塔達を止めるイルザ。新郎が人さらいの男に渾身の拳を食らわせ、新婦を救出する。無事に事件が解決した後、イルザはルリア達に、愛する人に救ってほしいという自分の夢を新郎に被せたのだと胸の内を語る。休憩時間が終了し任務へ戻るイルザは、固く抱き合う新郎新婦を思い出し、恍惚とした吐息をつくのだった。,讨伐掉魔物以后，伊尔莎阻止姬塔等人去救新娘。新郎用拳头给了绑架犯全力一击以后救出了新娘。平安解决事件以后，伊尔莎向露莉亚等人吐露心声，说将自己的希望被所爱的人拯救的梦想推到了新郎身上。结束休息时间回到任务中的伊尔莎想起紧紧抱在一起的新郎新娘，恍惚地吐了口气。
5,,グガァァ……,噶……
8,,…………,…………
11,,残りはお前だけだ！<br>覚悟しやがれ！,只剩下你了！觉悟吧！
11-sel1_txt,,<span class='scene-font-katari'>行くぞ！</span>,<span class='scene-font-katari'>上了！</span>
12,,待て、君達！,你们等一下！
13,,残りはお前だけだ！<br>覚悟しやがれ！,只剩下你了！觉悟吧！
13-sel1_txt,,<span class='scene-font-katari'>行くよ！</span>,<span class='scene-font-katari'>上了！</span>
14,,待て、君達！,你们等一下！
15,,え？<br>どうしてですか？,咦？为什么阻止？
17,,<span class='scene-font-4'>だぁぁっ！！！</span>,<span class='scene-font-4'>啊！！！</span>
19,,ぐはぁ……,咕哈……
22,,ああ……<br>怖かったわ。,啊啊……我好害怕。
23,,よく頑張った。<br>もう大丈夫だよ。,你很努力了。已经没事了。
24,,もう離さないで……<br>ずっとこうしていて……,不要再离开我了……永远都这样跟我一起……
25,,もちろんだ。<br>絶対に離さない。,当然。绝对不放手。
26,,<span class='scene-font-katari'>互いの瞳を見つめ合った後、</span><br><span class='scene-font-katari'>新郎と新婦は固く抱き合う。</span>,<span class='scene-font-katari'>互相凝视对方的眼睛后，新郎与新娘紧紧拥抱在一起。</span>
27,,へへっ、<br>花嫁が無事に助かってよかったぜ。,嘿嘿，平安救出新娘太好了。
29,,嫌だぁ……<br>取らないでぇ……,我不要……不要抢走我的……
30,,<span class='scene-font-katari'>強烈な拳を食らって倒れていた男が</span><br><span class='scene-font-katari'>ムクリと立ち上がり、</span><br><span class='scene-font-katari'>懐からナイフを取り出す。</span>,<span class='scene-font-katari'>吃了强有力的一拳倒下的男人忽地站了起来，从口袋里拿出刀。</span>
31,,<span class='scene-font-4'>キャー！</span>,<span class='scene-font-4'>呀！</span>
32,,大変です！<br>助けましょう、姬塔。,不好了！我们去帮忙吧，姬塔。
35,,あぁ……？,啊...？
36,,はぁっ！,哈！
