path,trans,duration,note
voice/3040148000_s1_birthday0,生日快乐！好不胆怯挑战一切是好事，不过不要勉强哦~,6,生日
voice/3040148000_s1_birthday1,小时候，我母亲在我生日的时候给我买了小鸟蛋糕。从那以后，我就对做成动物形状的甜点喜爱至极。,8,
voice/3040148000_s1_birthday2,生日的时候，我经常买一些比较贵的饰品，作为对自己的犒赏。,7,
voice/3040148000_s1_halloween0,万圣节快乐！\n团长的船也到处装饰着橘黄色和黑色，已经完全变成万圣节样式了啊。,8,万圣
voice/3040148000_s1_halloween1,我有跟训练兵们说今天是机会难得能够对我恶作剧的机会，但是没有人来挑战。\n我本打算小事的话今天放他们一马的……,13,
voice/3040148000_s1_halloween2,小时候我经常变装成魔女。\n我记得曾在尖角帽和裙子上用蕾丝和星星徽章随心所欲做改造，非常开心。,12,
voice/3040148000_s1_christmas0,圣诞快乐！真是个安静的夜晚。,3,圣诞
voice/3040148000_s1_christmas1,今晚是准备集合骑空团的成员开派对吧？\n果然有那么多人，装饰起来也很夸张。\n呵呵，我回家以后也在房间里挂个圣诞花圈好了。,12,
voice/3040148000_s1_christmas2,平安夜只是走在街上就觉得很幸福。\n要是有恋人在身边的话就更加好了。,8,
voice/3040148000_s1_newyear0,新年快乐！\n今年的目标你决定了吗？,4,新年
voice/3040148000_s1_newyear1,一年过得很快。去年我做的想做的事清单，连一半都没完成就到新年了。\n今年我在想出去旅行，不过在那之前得先申请休假。,14,
voice/3040148000_s1_newyear2,有人觉得新年要悠哉随意过，我觉得新年才更要振作精神。一开始就随随便便的话之后也不会成功的！,10,
