path,trans,duration,note
voice/3040213000_halloween_mypage1,万圣节快乐。,2,万圣
voice/3040213000_halloween_mypage2,团长，我准备了冰冻糖果哦。\n我们一起一边吃着这个一边去逛逛充满欢声笑语的大街吧。,13,
voice/3040213000_christmas_mypage1,圣诞快乐！,2,圣诞
voice/3040213000_christmas_mypage2,呵呵，做雪雕和冰雕我可不会输给别人。怎么样？要来比试一下吗？,13,
voice/3040213000_newyear_mypage1,Happy New Year！,3,新年
voice/3040213000_newyear_mypage2,今年一年，我就在你身边，看着邻人们和自然吧！,9,
voice/3040213000_valentine_mypage1,情人节快乐~,3,情人节
voice/3040213000_valentine_mypage2,亲爱的邻人啊，我有礼物要给你。呵呵，希望你能收下我的爱。,13,
voice/3040213000_white_mypage1,白色情人节快乐！,3,白情
voice/3040213000_white_mypage2,亲爱的邻人啊，我可以期待你的心意吗？,8,
