path,trans,duration,note
voice/3040197000_mypage1,等到下一次轮到我工作的时候，团长是不是已经抵达了伊斯塔尔西亚……我是不是成为了比现在更加优秀的亥神……？\n…不，是要为了这个目的更加努力啊。,21,首页
voice/3040197000_mypage2,阿妮拉做点心的时候，安琪拉和瓦姬拉都会高兴地活蹦乱跳。\n……我吗？嘛…也会有点喧闹的……因为很好吃啊。,12,
voice/3040197000_mypage3,从我懂事的时候，我就跟小野猪们在一起了。\n啊，你可别去问它们我小时候的事情啊,9,
voice/3040197000_birthday_mypage2,Happy Birthday！,1,生日
voice/3040197000_birthday_mypage1,生日快乐！,2,
voice/3040197000_birthday_mypage3,今天是你的生日啊~呵呵，觉得有点开心~,5,
voice/3040197000_halloween_mypage1,万圣节快乐！,2,万圣
voice/3040197000_halloween_mypage2,不给糖就捣蛋。,2,
voice/3040197000_halloween_mypage3,停下，猪太郎！装饰用的南瓜不能吃！,5,
voice/3040197000_christmas_mypage1,圣诞快乐！,2,圣诞
voice/3040197000_christmas_mypage2,之前在村里的时候，是我悄悄地给弟妹们发礼物的。\n今年有点担心，不过我想御子婆婆应该会准备礼物。,14,
voice/3040197000_newyear_mypage1,新年快乐！,3,新年
voice/3040197000_newyear_mypage2,Happy New Year！,2,
voice/3040197000_newyear_mypage3,新年的神社忙得一片混乱啊。\n不知亥神宫的各位过得还好吗？,9,
