id,en,jp,trans
0-chapter_name,,十天の試練,十天众的试炼
0-synopsis,,ニオの力を試すため、次に現れたのはカトルだった。姬塔と九界琴のおかげで力を取り戻しつつあると語るニオに対し、カトルは「弱い奴に居座られちゃあ迷惑なんだよ！」と激昂し、ニオに勝負を仕掛ける。,为了测试妮欧的力量，下次出现的是卡托尔(四妹)。妮欧对四妹解释道对亏了团长的九界琴让我取回了能力。但是卡托尔突然情绪突然高昂了起来，并对妮欧发起来挑战。
0,,こんにちは、ニオさん。<br>ウーノさんから聞きましたよ。<br>大変な目に遭ったようじゃないですか。,你好，妮欧。我从乌诺那里听说了。你似乎遇到了很多麻烦。
1,,うん。,是啊。
2,,驚きました。事と次第によっては<br>あなたが十天衆を追われる事に<br>なるかもしれないとは。,吓到我了。根据情况，你说不定会因此被我们逐出十天众的事。
3,,うん。でも、きっと大丈夫。<br>姬塔と<span class='scene-font-spword'>九界琴</span>が<br>私の力を取り戻してくれつつあるから。,是啊。但是，一定没关系。因为姬塔跟<span class='scene-font-spword'>九界琴</span>让我取回自己的力量了。
5,,……ノンキな事言ってんじゃねえ……<br>お前、自分の立場わかってんのか！<br>このドヘタレが！,……别说这些无忧无虑一样的事……你还不明白你的处境嘛！你这个菜鸡！
7,,…………！,…………！
8,,十天衆の名が<br>何のためにあると思ってる！<br>弱い奴に居座られちゃあ迷惑なんだよ！,你以为十天众之名是为了什么而存在的！如果有弱者留在里面的话可是很麻烦的！
9,,……まあいい。<br>ダメならこの場でテメエを殺す。,……得了。打不过我的话，就在这里杀了你。
10,,<span class='scene-font-4'>それだけだ……！</span>,<span class='scene-font-4'>仅此而已……！</span>
info,,1,scene_ult_chr130_q4_4_s10
