id,en,jp,trans
0-chapter_name,,十天の試練,十天众的试炼
0-synopsis,,ニオの演奏に、「力を失ったとは、とても思えない」と驚くウーノ。他の十天衆も戦いを挑んでくるだろうが、これなら心配はなさそうだと安堵する。ニオはこの先の戦いを案じるが、姬塔達のためにも試練を乗り越えていくことを改めて決意するのだった。,妮欧占据了上风“乌诺不认为妮欧去了力量”。其他十个人群也将如此，但如果情况确实如此，那就不用担心了。虽然妮欧对未来的战斗感到奇怪和讨厌，但他再次决定克服其他十天众的试炼。
0,,驚いたな……<br>力を失ったとは、とても思えない……,我很惊讶……无论如何都不觉得你像是失去了力量的样子……
1,,はぁ、はぁ……<br>……疲れた。,哈，哈…………很累。
2,,素晴らしい演奏だった。<br>大切な者達のために戦おうという<br>強い意思が私の心にも伝わってきた。,这真是精彩的演奏。为了重要的人而战斗的强烈的意志传达给了我。
3,,いずれ他の十天衆も<br>君に戦いを挑んでくるだろう。<br>だが、これなら心配はなさそうだ。,之后其他十天众都会来挑战你的吧。但是，这样的话看来是不需要担心了。
5,,……ちょっと怖い。,……有点可怕。
6,,頑張るんだ、ニオ。<br>他ならぬ姬塔達のためだろう？,加油啊，妮欧。这都是为了姬塔他们哦？
7,,……うん。頑張る。,……嗯，我会努力的。
info,,1,scene_ult_chr130_q4_1_s20
