id,en,jp,trans
0-chapter_name,,十天の試練,十大天国的考验
0-synopsis,,九界琴と姬塔のおかげで調子が戻ってきたと語るニオに、一安心するシエテ。「あ、メシ食おうってのは本気だよ」といつもの調子で言い残し、立ち去るのだった。,托九界琴和团长的努力，妮欧的身体和能力都好了起来。“邀请你一起吃饭我可是认真的”丢人7如此说到。然后就离开了。
1,,あいたたたた……ニ、ニオちゃん？<br>なんにも心配いらなくなーい？<br>てか十分強くない？,啊痛痛痛痛痛痛……妮，妮欧酱？你这样子似乎并不需要担心啊？不如说这不是超强了吗？
2,,うん。<br><span class='scene-font-spword'>九界琴</span>と姬塔のおかげで<br>前より調子も戻ってきたから。,嗯。这多亏了<span class='scene-font-spword'>九界琴</span>和姬塔的帮助，比之前的状态更好了。
3,,あ、そうなの。ははは……<br>それを先に言って欲しかったなぁ～……<br>まあ、何事もなくてよかったけど！,哦，这样啊。哈哈哈……真希望你能在打之前就说啊～……不过，既然没事就比什么都好！
4,,それじゃ、俺はこの辺で。<br>あ、今度メシ食おうってのは本気だよ！<br>ソーンも寂しがってるからさー,那我就在这里先走了。啊对了，想跟你出去吃饭的事是认真的啊！毕竟索恩也很寂寞的啊——
5,,……うん。,……嗯。
6,,おおっ、こりゃソーンも喜ぶよ～！<br>んじゃ、全部片付いたらメシ行こう。,噢噢，这样一来索恩肯定也会很高兴的！那么，全部搞定以后就去吧。
7,,あんまり一人で抱え込むなよ。<br>それじゃ、また。,不要自己一个人独力承担。那，再见。
8,,うん。また。,嗯。再见。
info,,1,scene_ult_chr130_q4_7_s20
