path,trans,duration,note
voice/3040109000_s1_halloween0,万圣节快乐！,2,万圣
voice/3040109000_s1_halloween1,今天是万圣节啊……,3,
voice/3040109000_s1_christmas0,圣诞快乐！,2,圣诞
voice/3040109000_s1_christmas1,雪啊……我不是很喜欢雪，因为很滑容易摔倒。,8,
voice/3040109000_s1_newyear1,Happy New Year！,2,新年
voice/3040109000_s1_newyear0,新年快乐！,2,
voice/3040109000_s1_valentine0,情人节快乐！,2,情人节
voice/3040109000_s1_valentine1,嗯，今年我也学学其他人，做做看巧克力好了。,6,
voice/3040109000_s1_whiteday0,白色情人节快乐！,2,白情
voice/3040109000_s1_whiteday1,白色情人节啊……\n我也得给送我巧克力的人回礼才行,7,
