path,trans,duration,note
voice/3030010000_halloween_mypage1,万圣节快乐！,2,万圣
voice/3030010000_halloween_mypage2,不给糖就捣蛋！\n哎呀，团长你想要恶作剧？说出来了就不叫恶作剧了哦。,10,
voice/3030010000_christmas_mypage1,假日快乐！,2,圣诞
voice/3030010000_christmas_mypage2,天变冷了呢。\n不过因为是平安夜，所以总觉得可以感觉到温暖，这是为什么呢。\n团长你不觉得不可思议吗？,13,
voice/3030010000_newyear_mypage1,新年快乐！,2,新年
voice/3030010000_newyear_mypage2,新的一年到来了呢，团长。\n新年的抱负虽然大多不会持续很久，但不考虑今年把它实现一下吗？,10,
voice/3030010000_valentine_mypage1,情人节快乐！,2,情人节
voice/3030010000_valentine_mypage2,哎呀，团长，你这表情看上去想要什么东西啊。\n呵呵，你想要什么？说说看？,10,
voice/3030010000_white_mypage1,今天是白色情人节哦~,2,白情
voice/3030010000_white_mypage2,感情要是单向的话会很寂寞啊，果然还是需要双向的才行。\n呵呵，我是不是说的有些过分？,11,
