path,trans,duration,note
voice/3040199000_birthday_mypage1,Happy Birthday！,2,生日
voice/3040199000_birthday_mypage2,生日快乐！姬塔。愿这一年对你来说能够是美好的一年。,9,
voice/3040199000_halloween_mypage1,万圣节快乐。,2,万圣
voice/3040199000_halloween_mypage2,不给糖就捣蛋。\n就我个人来说，我对是谁想出了这个恶魔般的咒文很感兴趣。,13,
voice/3040199000_christmas_mypage1,圣诞快乐。,2,圣诞
voice/3040199000_christmas_mypage2,团长你要不要一起来研究一下要怎么做圣诞老人才会来？,7,
voice/3040199000_newyear_mypage1,新年快乐！,3,新年
voice/3040199000_newyear_mypage2,为了雷维恩王国的复兴，我今年也会竭尽全力。,6,
voice/3040199000_valentine_mypage1,情人节快乐！,2,情人节
voice/3040199000_valentine_mypage2,以前我研究过巧克力，是作为军事行动中的携带食品。,8,
voice/3040199000_white_mypage1,白色情人节快乐！,3,白情
voice/3040199000_white_mypage2,做糖果跟做实验很像。\n细心准备，建立假设，验证，结果是，好吃。\n实在让人高兴不已。,16,
voice/3710162000_mypage1,仅有优雅可是成不了宴会的。正是被耀眼的光芒照射的地方，聚集的人们心中的黑暗才更浓厚。嘛，但是能得到上等的葡萄酒值得感激,18,尤里乌斯周年
voice/3710162000_mypage2,那么，今晚来做夜晚街道的研究吧。能请你来做我的助手吗？呵呵呵……一起来分享研究的成果吧,16,
voice/3710162000_mypage3,如你所知，我的亲友殿既纯粹又迟钝。那些宴会上蠢蠢欲动的有心者如同飞蛾扑火般奔向他，那么把这些火星拂去是谁的工作，不言而喻了吧。,24,
