id,en,jp,trans
0-chapter_name,,The Day of Defeat,The Day of Defeat
0-synopsis,,姬塔一行は、訪れた町でドラフの大男と、自らを悪魔と名乗るアザゼルという男が揉めているのを見る。諍いの原因はアザゼルがドラフの大男を魔族と勘違いしているせいだと判明する。アザゼルには記憶がなく、唯一覚えているのは仲間と共に<span class='scene-font-spword'>『神』</span>に逆らい敗れ、パンデモニウムに幽閉されていたことだけという。姬塔はアザゼルに優しく声を掛け、仲間に迎え入れるのだった。,姬塔一行在街上看到一个牛角族的壮汉和一个自称恶魔的青年起了争执。姬塔一行上前询问争执的原因，发现这名名叫阿萨谢尔的青年误以为牛角族壮汉是他的魔族同胞。阿萨谢尔没有记忆，只记得自己和同伴一起违抗<span class='scene-font-spword'>『神』</span>，最终落败，被幽禁于伏魔殿一事。姬塔向阿萨谢尔发出邀请，欢迎他加入骑空团。
1,,<span class='scene-font-katari'>一行はとある遠方の島に停泊し、</span><br><span class='scene-font-katari'>食料補給のため町へ出ることとなった。</span>,<span class='scene-font-katari'>姬塔一行在某个远方的岛屿上稍作停留，为了补给食料而去了岛上的小镇。</span>
2,,<span class='scene-font-katari'>ことは順調に運び、</span><br><span class='scene-font-katari'>大量の食料を抱えて帰路へ就こうとした</span><br><span class='scene-font-katari'>まさにその時だった──</span>,<span class='scene-font-katari'>采购十分顺利，正当大家抱着大量的食材回去的时候——</span>
3,,<span class='scene-font-4'>ぐああああああああ──ッ！</span>,<span class='scene-font-4'>唔啊啊啊啊啊——！！</span>
4,,<span class='scene-font-katari'>突如、耳をつく悲鳴に</span><br><span class='scene-font-katari'>姬塔達は慌てて駆け出す。</span>,<span class='scene-font-katari'>突然的悲鸣让姬塔一行慌慌张张地赶往现场。</span>
7,,<span class='scene-font-katari'>駆けつけるとそこには、</span><br><span class='scene-font-katari'>ヒューマンの男性が倒れていた。</span>,<span class='scene-font-katari'>在那里，一个人族男性倒在了地上。</span>
8,,<span class='scene-font-katari'>しかも、その周りで</span><br><span class='scene-font-katari'>ドラフの大男が風変わりな格好の男と</span><br><span class='scene-font-katari'>大声で揉めているのだった。</span>,<span class='scene-font-katari'>在他周围一位牛族的男性和一位穿着奇怪的男性在激烈争吵着什么。</span>
9,,おい、お前！　人間如きに虐げられ<br>恥ずかしいとは思わないのか！,喂，你这家伙！为区区人类做牛做马不觉得丢人吗！
10,,はぁ？　おめぇ何言ってんだ？,哈？你在说什么啊？
11,,とぼけたことを言うな！<br>我が同胞の誇り、よもや忘れたとは<br>言わせないぞ！,不要装傻了！别说你已经忘掉我等同胞的骄傲了！
12,,だから意味わかんねぇって！<br>大体、この落とし前、<br>どうしてくれんだよ？　あン？,所以说完全不懂你在说什么啊！这场纠纷你要怎么解决？啊？
13,,何百件と回ってやっと雇ってもらった<br>仕事だってぇのに、おめぇが旦那様を<br>ぶっ飛ばしちまったら……,被拒绝了几百次终于找到工作了，你却把老板给揍飞了……
14,,ああ、礼には及ばない。<br>我が同胞のためだ、当然のことを<br>したまでだ。,不用道谢。也是为了同胞做了理所当然的事。
15,,何でそうなるんだよ！<br>感謝なんてしてねぇだろうが！,啥？？？我又没道谢！
16,,フン、そう照れるな。,哼，不用害羞。
17,,<span class='scene-font-kokoro'>（はぁ……ダメだこいつ。</span><br><span class='scene-font-kokoro'>まるで会話にならねぇ……）</span>,<span class='scene-font-kokoro'>（哈……不行了。跟这家伙完全谈不到一起去……）</span>
18,,<span class='scene-font-kokoro'>（つうか、さっきから同胞って何だ？</span><br><span class='scene-font-kokoro'>角があんだから、こいつも同じ</span><br><span class='scene-font-kokoro'>ドラフ族なんだろうけどよ……）</span>,<span class='scene-font-kokoro'>（话说同胞是啥？虽然这人长着角看他大概也是牛族……）</span>
19,,<span class='scene-font-kokoro'>（それにしちゃガリで青っちろいし、</span><br><span class='scene-font-kokoro'>言動もかなり怪しいやつだし、</span><br><span class='scene-font-kokoro'>こいつも不憫な人生なのかもな……）</span>,<span class='scene-font-kokoro'>（但是这么瘦脸色又这么差，说话还怪里怪气，这小哥说不定也挺惨的啊……）</span>
20,,おい、なんだ、その目は……？,喂。你那什么眼神……？
21,,くっ、やめろ！　俺を……,快停下！
22,,<span class='scene-font-4'>ゴミを見るような目で見るな！</span>,<span class='scene-font-4'>不要用那种看垃圾的眼神看着我！！</span>
23,,あー、もういいっていいってー<br>おめぇのことは許してやんよ。,啊，算了算了！这次就原谅你啦！
24,,だから同情するなと言っている！,所以说不要同情我！
25,,わかってるって、人生が辛ぇんだろ？<br>でもなぁ、寂しいからって<br>２度とこんなマネはすんじゃねぇぞ。,我明白我明白，你活的很痛苦吧？但即使觉得寂寞也不要再做这种事了哦？
26,,仲間が欲しけりゃ酒場に来い。<br>俺達がいつでも相手してやらあな。,想要朋友的话就来酒馆吧。我们随时可以陪你呀。
27,,つまんねぇ悩み事なんざ<br>肩組んで酒飲んで忘れちまおうぜ！,无谓的烦恼喝喝酒就忘掉吧！
28,,お前、悪魔を愚弄しているのか？,你这家伙在愚弄恶魔吗？
29,,おう、それよそれ。<br>捨て鉢になって悪魔じみた態度を<br>取りたくなる時ってあるわなぁ？,哎。我也有过破罐子破摔装作自己是恶魔的时候呀。
30,,だがよぅ、人間ってやつぁ、<br>悪魔みてぇな輩だけじゃねえぞ？<br>そいつを教えてやるから酒場に来い！,但是啊，人类可不只是像恶魔一样的家伙哦？到酒馆来我教教你！
31,,くっ……もう許せん！<br>真の悪魔がどういうものか<br>その身をもって知るがいい！,切……不可原谅！就让你知道什么叫真正的恶魔吧！
34,,姬塔、大変です！<br>早く止めないと！,姬塔，不好了！赶紧去阻止他！
40,,<span class='scene-font-katari'>見知らぬ男が襲いかかろうとした</span><br><span class='scene-font-katari'>まさにぎりぎりのところで</span><br><span class='scene-font-katari'>姬塔が果敢に飛び込んだ。</span>,<span class='scene-font-katari'>在陌生男人攻击到牛族男前的一瞬间，姬塔果敢的冲了上去押下了闹事的一方。</span>
44,,<span class='scene-font-katari'>暴れる男を取り押さえ、</span><br><span class='scene-font-katari'>グランサイファーまで連れ帰ると</span><br><span class='scene-font-katari'>詳しい事情を語り聞かせるのだった。</span>,<span class='scene-font-katari'>在格兰赛法上，男子说出了一切的原委。</span>
49,,馬鹿な……魔族などいないだと？,不会吧……并没有什么魔族？
50,,では、あいつは何なんだ！<br>あの角、あれは魔族の特徴で──,那么那个家伙是怎么回事！那个角是魔族的特征啊！
51,,だから違うって、あれは魔族じゃなくて<br>ドラフって言う種族なんだよ。,所以说了啊，那个不是魔族是叫牛族的种族啦。
52,,ドラフ、だと……？,牛族……？
53,,はい、ドラフさん達は<br>すごく大きな身体をしていて<br>手先が器用な働き者さんなんですよ。,是的。牛族们拥有着巨大的身体，手指也特别灵活呢。
54,,四大種族の、あのドラフ族……？,四大种族的那个牛族……？
55,,……クッ、そんな、俺は今まで<br>一体何のために戦って来たのだ。,……怎么会。我至今都是为了什么而战。
56,,えーっと……あなたは？,那个……您是？
57,,どうせすぐに出て行くのだ、<br>名乗る必要などない。,反正马上就走了，没有自我介绍的必要。
58,,まぁ、そう言うなよ。<br>青白い兄ちゃん、<br>ちょっと落ちつけって。,嘛，不要这么说嘛。冷静一下啊苍白小哥。
59,,<span class='scene-font-4'>俺はアザゼルだ！</span><br>青白い兄ちゃんとは何事だ！,<span class='scene-font-4'>我是阿萨谢尔！</span><br>不是什么苍白小哥！
60,,へへっ、なぁなぁ、アザゼルは<br>他に仲間はいねーのか？,嘿嘿，阿萨谢尔有其他的同伴吗？
61,,……仲間、だと？,……同伴吗？？
62,,そうです、悪魔さんの仲間がいれば<br>みんな信じてくれるかも知れません。,如果有恶魔的同伴大家就会相信你的话了。
63,,いたのかも知れない。,也许有吧。
64,,え、かも知れないって……<br>どういう意味ですか？,哎？也许是什么意思...？
65,,記憶がないのだ。,我没有记忆。
66,,ええっ！？,欸欸！？
67,,俺が覚えているのは１つだけ。,我记得的只有一件事。
68,,昔、多くの同胞とともに<br><span class='scene-font-spword'>『神』</span>に逆らった。,很久以前我和众多同胞们反抗了<br><span class='scene-font-spword'>『神』</span>。
69,,だが、無残に敗れ去り、<br>最後は、暗く深い穴の底で<br>永く幽閉されていたこと。,但是失败了，最后被关在了又深又暗的洞里。
70,,その時の重い闇の感触が<br>俺の知る最後の記憶だ。,那个时候感到的沉重的黑暗是我最后的记忆。
71,,おいおい……<br>仲間と<span class='scene-font-spword'>『神』</span>に逆らったって、<br>なんかとんでもねー話になってきたな。,喂喂……<br>和同伴们反抗<span class='scene-font-spword'>『神』</span>什么的好像是件了不得的事啊。
72,,その、暗くて深い穴の底って<br>どこにあるんですか？,那个又深又暗的洞是在哪里呢？
73,,確か、パンデモニウムだったか。<br>そう呼ばれていたな。,好像是叫伏魔殿。
74,,ええっ！？,欸欸！？
75,,それなら知ってます！<br>怖い魔物さんがいっぱいいるところ、<br>ですよね、姬塔？,我知道那里！有很多恐怖的魔物的地方，是吧？
76,,<span class='scene-font-katari'>姬塔は深く頷く。</span><br><span class='scene-font-katari'>そして、頭の中を整理するかのように</span><br><span class='scene-font-katari'>一語一語をかみしめて言葉にした。</span>,<span class='scene-font-katari'>姬塔点了点头。像是在整理思绪一般，一字一句地说了出来。</span>
81,,<span class='scene-font-katari'>パンデモニウム。古き遺跡。</span><br><span class='scene-font-katari'>世界の過去と未来を知るところ。</span><br><span class='scene-font-katari'>空の底、赤き地平に繋がる唯一の道。</span>,<span class='scene-font-katari'>伏魔殿。古代遗迹。知晓世界的过去和未来的地方。连接苍空之底与赤色地平的唯一通道。</span>
86,,<span class='scene-font-katari'>その言葉を静かに聞きながら</span><br><span class='scene-font-katari'>アザゼルは遠い目をして呟いた。</span>,<span class='scene-font-katari'>听到了姬塔的话，阿萨谢尔若有所思地自言自语道。</span>
87,,俺は、そんなところに<br>投獄されていたのか……,我被关在那里了吗……
88,,でもよぅ、そんなおっかねぇとこから<br>よく脱出できたな！,但是从那里逃出来可真厉害啊！
89,,兄ちゃんは実はすげーやつなのか？,小哥其实是很强的吗？
90,,…………,…………
91,,アザゼルさん、どうしたんですか？,阿萨谢尔，你怎么了？
92,,……思い出せない。<br>誰かが俺を助け出した気がするが、<br>そいつが誰だったか……記憶にない。,……想不起来。记得当时是有人救了我，但就想不起来那人是谁……
93,,<span class='scene-font-katari'>そう呟いたきり、黙りこくるアザゼルに</span><br><span class='scene-font-katari'>姬塔は優しく声をかける。</span>,<span class='scene-font-katari'>望着一筹莫展的阿萨谢尔，姬塔温柔地说道。</span>
93-sel1_txt,,<span class='scene-font-katari'>記憶が戻るまでいたらいいのに</span>,<span class='scene-font-katari'>在恢复记忆之前就留在这里吧</span>
93-sel2_txt,,<span class='scene-font-katari'>無理に思い出さなくてもいいよ</span>,<span class='scene-font-katari'>不要太勉强自己啊。</span>
94,,そうです！　それがいいですよ！,没错！ 这是个好主意！
95,,ふざけるな！<br>さっきも言ったはずだ、<br>俺はすぐに出て行くとな。,开什么玩笑！我刚才不是说了吗？我马上就走。
96,,よかったな、青白い兄ちゃん！,太好了呢，苍白小哥！
97,,<span class='scene-font-4'>何度も言わせるな！</span><br><span class='scene-font-4'>青白い兄ちゃんはやめろ！</span>,<span class='scene-font-4'>你要我说多少次！别叫我苍白小哥！</span>
98,,<span class='scene-font-kokoro'>（フン、しかし意外だな。</span><br><span class='scene-font-kokoro'>人間にも話の解るのがいるのか……）</span>,<span class='scene-font-kokoro'>（不过，有点意外啊。没想到人类也能理解我……）</span>
99,,え、何か言いましたか？,咦，你刚才说什么了吗？
100,,なっ、何でもない！,没、没什么！
101,,そうですね、思い出しても<br>きっと辛い記憶なんだと思います。,是啊，即使回想起来也是很痛苦的记忆吧。
102,,だよなぁ、だったら忘れたままの方が<br>いいかもしんねーぜ。,恩，也许忘掉比较好呀。
103,,冗談じゃない。<br>お前達も協力しろ。,不要开玩笑了。你们也要助我一臂之力。
104,,え……,欸？
105,,俺が記憶を取り戻すのを手伝え<br>と言っているのだ。,你们要帮我取回记忆。
106,,手伝うのは構いませんけど、<br>でも、どうすれば……,帮是一定的……但是要怎么办才好？
107,,フン、簡単なことだ。<br>俺とともに魔族のために戦え。,哼。很简单，和我一起为魔族而战。
108,,俺の記憶は戦いの記憶。<br>戦っていればいつか<br>思い出すに決まっている。,我的记忆是战斗的记忆。只要不停地战斗肯定能够想起来的。
109,,ちょっと待ってください！<br>そんなこと、私達には──,等一下！那种事对我们来说---
110,,ククク、これで魔族復権に<br>また一歩近づいたな！,ククク、これで魔族復権に<br>また一歩近づいたな！哼哼哼，离魔族再起之日不远了！
111,,いやぁ、青白い兄ちゃん、<br>それはちょっと<br>無理があるんじゃねーか……,不啊，苍白小哥，那个就有点难办了……
112,,<span class='scene-font-4'>アザゼルだ！</span><br>青白い兄ちゃんはやめろ！,<span class='scene-font-4'>我叫阿萨谢尔！</span><br>不要叫我苍白小哥！
113,,<span class='scene-font-katari'>こうして、自らを悪魔と名乗る</span><br><span class='scene-font-katari'>不思議な青年アザゼルが</span><br><span class='scene-font-katari'>一行の旅に加わることとなった。</span>,<span class='scene-font-katari'>就这样，自称恶魔的青年阿萨谢尔加入了姬塔一行。</span>
info,,1,scene_fate_chr412_ep1
