id,en,jp,trans
0-chapter_name,,Those Who Won't Give Up,Those Who Won't Give Up
0-synopsis,,アザゼルは、魔族解放の闘争が上手くいかず焦っており、追い詰められてルリアに迫ったらしい。アザゼルが言うには、竜の娘は赤く猛々しい竜を召喚しており、ルリアの召喚する黒い竜とは異質だったという。やがてルリアとアザゼルは、そういえば艇内で赤い竜を見たことがあると話し始める。ビィは赤い竜とは自分のことかと緊張するが、ルリア達が話していたのはベスのことだった。,アザゼルは、魔族解放の闘争が上手くいかず焦っており、追い詰められてルリアに迫ったらしい。アザゼルが言うには、竜の娘は赤く猛々しい竜を召喚しており、ルリアの召喚する黒い竜とは異質だったという。やがてルリアとアザゼルは、そういえば艇内で赤い竜を見たことがあると話し始める。ビィは赤い竜とは自分のことかと緊張するが、ルリア達が話していたのはベスのことだった。
2,,<span class='scene-font-katari'>アザゼルはルリアに迫ったものの、</span><br><span class='scene-font-katari'>自分の中でそれが誤りであることには</span><br><span class='scene-font-katari'>気づいていた。</span>,<span class='scene-font-katari'>阿萨谢尔在逼迫露莉亚的时候发现自己错了。</span>
3,,<span class='scene-font-katari'>しかし、追い詰められた彼の中で、</span><br><span class='scene-font-katari'>その薄い可能性に賭けることは</span><br><span class='scene-font-katari'>ほとんど避けがたかったようだ。</span>,<span class='scene-font-katari'>但是在走投无路的情况下还是想尽量避免赌在成功率极低的事情上。</span>
4,,……チッ、俺としたことが。,……チッ、俺としたことが。……啧，我也真是的。
5,,いくら魔族解放の闘争が<br>上手くいっていないからといって<br>よもや、こんな小娘に頼るとは……,虽说解放魔族并不顺利，但依靠这种小女孩什么的……
6,,なぁなぁ、その竜の娘って何なんだ？,那个龙女是什么呀？
7,,お前、ルリアと言ったか。<br>お前のものは黒かったな。,你是叫露莉亚吗。你的那只龙是黑色的吧。
8,,え、バハムートのことですか？<br>ええ……そうですけど。,哎？你是指巴哈姆特吗？恩恩...是的啊。
9,,あの女のものは赤く、猛々しく、<br>情熱的な強さがあった。,那个女人的是红色且十分强壮呢。
10,,今思えば、全く異質のものだった。<br>俺はどうかしていたのかも知れない。,现在想起来两者完全不同。也不知道我到底在想什么。
11,,<span class='scene-font-kokoro'>（え……赤い竜？）</span>,<span class='scene-font-kokoro'>（哎……红色的龙？）</span>
12,,<span class='scene-font-kokoro'>（おいおい、オイラも赤いぞ？）</span>,<span class='scene-font-kokoro'>（喂喂、咱也是红色的？呢）</span>
13,,<span class='scene-font-kokoro'>（って、まさか！？</span><br><span class='scene-font-kokoro'>こいつの探してる竜って……）</span>,<span class='scene-font-kokoro'>（って、まさか！？</span><br><span class='scene-font-kokoro'>こいつの探してる竜って……）</span>
14,,あっ、赤い竜って言えば<br>私も艇で見たことがあります！,啊。说到红色的龙，我在船上也见过呢！
15,,<span class='scene-font-4 scene-font-kokoro'>（ドキィッ！？）</span>,<span class='scene-font-4 scene-font-kokoro'>（呜哇！？）</span>
16,,フン、お前もか。<br>実は、俺も前からそうではないかと<br>思っていたところだ。,哼，你也是吗。其实我好像也见过。
17,,<span class='scene-font-kokoro'>（ど、どきどき……</span><br><span class='scene-font-kokoro'>まさか、オイラが……）</span>,<span class='scene-font-kokoro'>（哇，好紧张……难道、是咱……）</span>
18,,へ、へへへ……<br>ったく、しょうがねーやつだなぁ。,嘿、嘿嘿嘿……真是拿你没办法呢！
19,,まー、そこまで言われりゃオイラも──,嘛都说到这个份上了我也就不斤斤计较——
20,,おい、お前！<br>お前が赤い竜だったのだな！,喂，你这家伙就是红龙吧！
23,,ぎゃう！？,啾！？
25,,ずこーーーー！,我倒——！
27,,ぎゃう！　ぎゃぎゃう！,啾！啾啾！
28,,そうか、お前……<br>俺に賛同してくれるのか？,是吗……你赞同我吗？
29,,ふっ、見上げた竜だ！,哼，真是值得赞赏的龙呢！
30,,よし来い！　俺とともに戦え！,好你过来！和我并肩作战吧！
33,,ぎゃうぎゃうー,啾啾！
35,,って、何でだよ！<br>オイラじゃねーのかよ！,这都啥跟啥！话说这家伙是谁啊！？
36,,ぎゃう！？,啾！？
38,,ずこーーーー！,我倒——！
40,,ぎゃう！　ぎゃぎゃう！,啾！啾啾！
41,,そうか、お前……<br>俺に賛同してくれるのか？,是吗……你赞同我吗？
42,,ふっ、見上げた竜だ！<br>よし来い！　俺とともに戦え！,哼，真是值得赞赏的龙呢！好你过来！和我并肩作战吧！
45,,って、何でだよ！<br>っていうか、こいつは誰なんだよ！？,这都啥跟啥！话说这家伙是谁啊！？
46,,<span class='scene-font-katari'>いつの間にか艇に紛れ込んでいた</span><br><span class='scene-font-katari'>この赤い生物は</span><br><span class='scene-font-katari'>ベスと呼ばれる竜だった。</span>,<span class='scene-font-katari'>这只不知何时窜入骑空艇里的红龙叫做贝丝。</span>
47,,<span class='scene-font-katari'>艇に積んでいたフルーツの匂いに</span><br><span class='scene-font-katari'>誘われてやって来てしまったらしい。</span>,<span class='scene-font-katari'>好像是被船里水果的香气吸引过来的。</span>
48,,ぎゃうぎゃうー,啾啾！
info,,1,scene_chr412_q2_s10
