path,trans,duration,note
voice/3040010000_birthday1,Happy Birthday是也！,2,生日
voice/3040010000_Halloween1,万圣节快乐是也！,3,万圣
voice/3040010000_Halloween2,不给糖就捣蛋是也。,3,
voice/3040010000_Halloween3,虽然我并不是小孩子……不过，你要给我糖果的话，我就荣幸地收下了。,11,
voice/3040010000_Xmas1,圣诞快乐是也！,3,圣诞
voice/3040010000_Xmas2,圣诞装饰虽然做起来很开心……\n姆姆姆，想要放上星星但我的手够不到树顶。,14,
voice/3040010000_newyear1,新年快乐是也！,3,新年
voice/3040010000_newyear2,今年我也会每天努力修行，做到光明磊落、正确高洁！！,6,
voice/3040010000_Valentine1,情人节快乐！,3,情人节
voice/3040010000_Valentine2,我、我也试着做了巧克力……啊，不，那个……\n不是希望姬塔阁下吃什么的……那个……你愿意收下吗？,16,
voice/3040010000_Whiteday1,白色情人节快乐！,3,白情
voice/3040010000_Whiteday2,欸？情人节的回礼吗？谢谢！\n我会好好珍惜团长阁下的礼物！,11,
