id,en,jp,trans
0-chapter_name,,誰も知らない世界の味方,暗中守护世界之人
0-synopsis,,ある時、姬塔達は魔物討伐の依頼を受ける。町人の話によれば、突如として空が光ったかと思うと、これまで大人しかった魔物が暴れだしたのだという。それを聞いたゾーイの表情がこわばる。なにかを悟った様子のゾーイだったが、町の安全確保が優先として姬塔達に詳細を語らず、一行は不安を覚えつつも魔物討伐に向かう。,某一天，姬塔接到了讨伐魔兽的任务。根据居民提供的情报，当时天空突然闪光，随后魔兽就开始骚动。佐伊听说后表情十分僵硬。她似乎明白了什么，随后叫姬塔等人先确保城镇的安全。动身讨伐魔兽的姬塔一行因佐伊的话语感觉到了不安。
1,,<span class='scene-font-katari'>ある時、姬塔一行は</span><br><span class='scene-font-katari'>突如として凶暴化した魔物の</span><br><span class='scene-font-katari'>討伐の依頼を受ける。</span>,<span class='scene-font-katari'>某一天，姬塔一行接到委托，前往讨伐突然发狂的魔兽。</span>
2,,<span class='scene-font-katari'>一行は被害のあった町に訪れ、</span><br><span class='scene-font-katari'>詳しい事情を尋ねていた。</span>,<span class='scene-font-katari'>一行人来到事发地点，向当地的人们打听消息。</span>
3,,本当に突然、<br>狂ったように暴れる魔物が<br>町を襲ってきたんです。,突然就有魔兽疯了似的袭击这里。
4,,皆、混乱するばかりで、<br>魔物への対応が遅れてしまい……,大家都混乱不堪，也来不及做好应对措施……
5,,なるほど。<br>それでこの惨状というわけか。,原来如此。所以才会有这样的惨状。
6,,ですが、変なんです。<br>ここらの魔物は皆、<br>人を襲わないほど大人しかったんです。,可是，这很奇怪。这里的魔兽都很温顺，一般不会袭击人类的。
7,,ふむ……,唔……
8,,だとしたら、<br>一体どうして？,那究竟是为什么？
9,,わかりません。<br>暴れた魔物達は<br>町の外へ出て行きましたが……<br>,不清楚。那些魔兽已经离开这里了……
10,,今度またいつ来るのか、<br>恐ろしくて恐ろしくて……,但不知道它们会不会再次袭击，我们都很害怕……
11,,安心してください！<br>私達が何とかして見せますから！,请放心！我们会帮忙的！
12,,ね、姬塔、ゾーイちゃん。,是吧？姬塔，佐伊！
13,,…………,
13-sel1_txt,,<span class='scene-font-katari'>ゾーイ？</span>,<span class='scene-font-katari'>佐伊？</span>
13-sel2_txt,,<span class='scene-font-katari'>ゾーイの頬を突く</span>,<span class='scene-font-katari'>戳佐伊的脸</span>
14,,ん。すまない。<br>もしかして話しかけていたか？,嗯。抱歉。你们在对我说话吗？
15,,おいおい、しっかりしてくれよ。<br>大丈夫か？,喂喂，振作点啊。没事吧？
16,,ああ。ただ少し、<br>気がかりなことがあってな。,嗯。我只是，很在意某些事情。
19,,む……どうした？<br>何かの遊びなら<br>また後にしないか？,嗯……怎么了？要玩的话之后再说吧？
20,,これを解決したら、<br>いつでも──,先解决完这件事，然后就可以——
21,,あ、あれ？　もしかして<br>聞こえてませんでしたか？,咦？ 你刚才，没有听见我们说话吗？
22,,ああ、すまない。<br>話しかけていたのか。,啊，抱歉。你们在和我说话啊。
23,,気がかりなことがあってな。<br>ずっと考えていたんだ。,有些事情我很在意。所以一直在思考。
24,,つかぬ事を聞くが。<br>本当に魔物達が暴れたのは<br>突然だったのか？,我想问一下，魔兽真的是突然开始发狂的吗？
25,,え？,咦？
26,,何か変化はなかったか？<br>いつもとは違った何か……<br>些細なことでもいい。,那前后有没有什么变化？异于往常的事情……再小事情也请告诉我们。
27,,そういえば……,说起来……
28,,暴れる前に、<br>空が一瞬光ったような……,魔兽开始发狂之前，天空好像闪了一下……
29,,ッ！？,唔！？
30,,……そう、か。,……是，么。
31,,もう、来てしまったのか……,已经，来了么……
32,,来たって……<br>何が来たってんだ？,来了……什么来了？
33,,なぁはねっ毛の嬢ちゃん。<br>なんか心当たりでもあんのか？,翘发妹妹，你是不是有什么线索了？
34,,…………,
35,,詳しい話は、<br>後でもいいだろうか。,具体情况，可以之后再说明吗？
36,,町の安全の確保が先だ。<br>それに……私も戸惑っているんだ。,首先要保证这里的安全。而且……我也有不明白的地方。
37,,<span class='scene-font-katari'>今までに見せたことのない、</span><br><span class='scene-font-katari'>不安そうな表情でゾーイは告げる。</span>,<span class='scene-font-katari'>佐伊从没露出过如此不安的表情。</span>
38,,<span class='scene-font-katari'>一行はゾーイの言葉に</span><br><span class='scene-font-katari'>不穏なものを覚えつつ、</span><br><span class='scene-font-katari'>魔物討伐に向かうのだった。</span>,<span class='scene-font-katari'>众人因佐伊的话感到不安，但还是优先动身讨伐魔兽。</span>
info,,1,scene_chr440_q1_s10
