path,trans,duration,note
voice/3040033000_birthday1,Happy Birthday！,1,生日
voice/3040033000_birthday2,生日快乐！\n我不知道自己诞生的日子，说实话，有点羡慕你。,9,
voice/3040033000_birthday3,生日快乐。\n啊，我想到一个好主意！下一次……你来给我决定生日，为我庆祝吧！\n我期待着你的惊喜哦~呵呵呵,14,
voice/3040033000_Halloween1,万圣节快乐。,2,万圣
voice/3040033000_Halloween2,看！今天我为星屑之街的孩子们准备了很多糖果。希望大家能开心。,9,
voice/3040033000_Xmas2,圣诞快乐！\n今晚我准备和星屑之街的孩子们一起一边装饰圣诞树一边等圣诞老人。\n怎么样，你要不要也帮忙一起装饰。,14,
voice/3040033000_newyear1,恭贺新年！,1,新年
voice/3040033000_newyear2,新年快乐！\n真正的“强大”究竟是什么……为了理解其本质，今年一年，我准备有意义地度过。\n所以，今年也请多关照了。,16,
voice/3040033000_Valentine1,今天是情人节啊。,2,情人节
voice/3040033000_Valentine2,每年一到情人节，姐姐就会很守规矩地给我巧克力。\n一想到我那冷淡的姐姐自己做巧克力的样子，我就觉得很欣慰。,12,
voice/3040033000_Whiteday1,啊，莫非今天是白色情人节？,4,白情
voice/3040033000_Whiteday2,虽然是双胞胎，不过我一直为送什么返礼给姐姐而烦恼。\n嗯……如果要现在开始准备的话……真头疼啊。如果方便的话，你能不能帮我一起想？,15,
