id,en,jp,trans
0-chapter_name,,第7章　地の底に眠るは…,第7章  沉眠地底之物
0-synopsis,,灼熱の眠る溶岩湖の地下で<span>姬塔</span>一行は、魔物達と交戦するドランク、スツルムと遭遇し、火花を散らす。,<span>姬塔</span>等人前行于熔岩湖地下，遭遇了正在与魔兽交战的德朗克和斯特姆，与他们产生摩擦。
5,,<span class='scene-font-4'>おい！　誰か戦ってるぞ！</span>,<span class='scene-font-4'>喂！有人在战斗！</span>
6,,"ん？<br>
ありゃぁ、まさか……",嗯？ 那不是……
9,,ふんっ！,嗬！
12,,"あっついなぁ！<br>
シティボーイの僕が<br>
こんなトコで戦闘なんてさぁ！",热死了！我这cityboy竟然在这种地方战斗！
15,,"またてめぇらか！<br>
今度はいったい何してんだよ？",怎么又是你们！这次又来这种地方干嘛？
16,,"お！　君らかぁ！<br>
うんうん、ここ嗅ぎつけた？<br>
良い嗅覚だねぇ！",哦！是你们啊！嗯嗯，亏你们能找到这里。嗅觉很灵敏啊！
17,,"あんた達！<br>
覚悟はできてるでしょうね！？",你们！准备好接招了吗！？
18,,"ストップ！　すとぉ～っぷ！<br>
いま君らと戦う気は無いよぉ！",停！ 停一下！我们现在不想和你们战斗！
19,,<span class='scene-font-5'>問答無用！</span>,<span class='scene-font-5'>少废话！</span>
22,,"おおっと！<br>
スツルム殿、逃げよ、逃げよ！",哎呀！ 斯特姆阁下，溜了溜了！
24,,"あの野郎！<br>
魔物をこっちにけしかけやがった！",那个混蛋！竟然把魔兽往我们这边引！
info,,1,scene_cp7_q3_s20
备注,,,ver-1: @煌月夜 2018/4/7
