id,en,jp,trans
0-chapter_name,,第1話 アルベールの帰還,第1话 阿尔贝尔回归
0-synopsis,,突如活動を始めた『星の眼』。放っておけばレヴィオン王国は破滅の一途を辿ると危惧し、マイムは急ぎ、アルベールの元へ報せに来たのだという。アルベールと共に旅をしていた姬塔達は、そこで初めてアルベールの抱える事情を知り、力になりたいと申し出る。アルベールはその申し出に感謝を示し、共にレヴィオン王国へと向かうことになるのだった。,『星之眼』突然开始活动，再这样下去雷维翁王国或将毁灭。情急之下，麦姆前来向阿尔贝尔报告。和阿尔贝尔一同旅行的姬塔一行第一次知道此事的内情，表示愿意帮忙。阿尔贝尔向众人表示感谢，于是带着姬塔等人一起回到雷维翁王国。
1,,……それ以来、『星の眼』は<br>レヴィオン上空で<br>活動を続けています。,……从那以后，『星之眼』一直在雷维翁上空活动。
2,,今はまだ、近寄る者を攻撃するのみに<br>とどまっておりますが……,先阶段它只攻击靠近它的人……
3,,周囲の雷雲から力を得ているのか、<br>どんどん威力を増しているのです。,它似乎是从周围的雷云中获得了力量，攻击威力在持续上升。
4,,このままではいずれ、<br>レヴィオン全土を焼き尽くす<br>可能性すらあります。,再这样下去，雷维翁全国都可能毁灭。
5,,何とか『アレ』に対抗する方法を<br>見つけられないかと、藁にもすがる<br>思いで旅に出たのですが……,情急之下我离开雷维翁想要寻找和『那东西』对抗的方法……
6,,まさかここで、アルベール団長に<br>お会いできようとは。,没想到能在这里遇到团长。
7,,…………,
8,,<span class='scene-font-katari'>マイムが語り終えると</span><br><span class='scene-font-katari'>グランサイファーの一室は</span><br><span class='scene-font-katari'>重い沈黙に包まれた。</span>,<span class='scene-font-katari'>麦姆说完，格兰赛法中的房间被严肃的沉默所笼罩。</span>
9,,……え、えーっと……,……那、那个……
10,,あの……<br>マイム、さん……？,那个……麦姆……？
11,,ああ……先程は、失礼した。<br>まさかアルベール団長が<br>君達と行動を共にしていたとは。,啊……刚才失礼了。<br>没想到阿尔贝尔团长在和你们一起行动。
12,,突然、こんな話を聞かされて、<br>驚いただろう？<br>無理もないことだ。,你们突然听说这些事应该很震惊吧？<br>也难怪。
13,,私に答えられることであれば<br>なんなりと聞いてほしい。,如果有什么疑问，我会尽量回答。
14,,はい！　<br>えっと、それじゃあ……,好的！<br>那个……
15,,アルベールさんって、<br>レヴィオン王国の<br>騎士さんだったんですね！,阿尔贝尔先生原来是雷维翁王国的骑士啊！
16,,なっ……！？,什么……！？
17,,『雷迅卿』とも『瞬雷の貴公子』とも<br>うたわれた、このアルベール団長を<br>知らずに旅をしてたのか！？,你们不是在旅行吗？竟然不知道被称为『雷迅卿』和『瞬雷贵公子』的阿尔贝尔团长！？
18,,なぁなぁ、それで、<br>そのレヴィオン王国ってのは<br>どこにあるんだ？,那你能告诉咱们，那个雷维翁王国在哪吗？
19,,<span class='scene-font-4'>そこからかっ！？</span>,<span class='scene-font-4'>从这里问起啊！？</span>
20,,ふ……ふふふ……！,哈……哈哈哈……！
21,,お、おい？,喂、喂？
22,,<span class='scene-font-4'>お前達、ちょっと</span><br><span class='scene-font-4'>そこに直れっ！</span>,<span class='scene-font-4'>你们几个，给我听着！</span>
23,,は、はいっ！？,好、好的！
24,,いいか！　レヴィオン王国は<br>近年、確かに少々<br>空域内では影が薄いかもしれん……,听好了！虽然雷维翁王国近几年在空域内的影响有些许下降……
25,,だがっ！　我が祖国を<br>そこら辺の小国と一緒にするのは<br>断じて許さな――,但是，别把我的祖国和那些不知名的小国相提并论——
26,,やめろ、マイム。,够了，麦姆。
27,,だ、団長……？,团、团长……？
28,,……とにかく『星の眼』の様子を<br>確かめる必要があるな。,……总之的确有必要去确认一下『星之眼』的情况。
29,,姬塔……<br>俺は一度、レヴィオン王国へ戻る。,姬塔……<br>我要先回一趟雷维翁王国。
30,,艇を降りることになるが、<br>これまで世話になったな。<br>……感謝している。,可能得暂时下船，这些日子受你照顾了。<br>……我很感谢你们。
31,,アルベールさん……,阿尔贝尔先生……
32,,お、おい、いいのかよ？<br>ここで別れちまって……,喂、这样可以吗？<br>就在这里分别了吗？
33,,アルベールは星晶に呑まれた<br>仲間を探すために、<br>ルリアの力が必要なんだろ？,阿尔贝尔你为了寻找被星晶附体的同伴，需要露莉亚的力量吧？
33-sel1_txt,,<span class='scene-font-katari'>一緒に行くよ</span>,<span class='scene-font-katari'>我们也一起去</span>
33-sel2_txt,,<span class='scene-font-katari'>水臭くない？</span>,<span class='scene-font-katari'>你也太见外了</span>
34,,そうですね！　仲間の人も<br>まだみつかっていないんですし、<br>お手伝いします！,就是！既然你还没找到你的同伴，我们就一起帮忙吧！
35,,だよなぁ！<br>オイラ達、仲間じゃねぇか。<br>力になるぜ！,就是！<br>大家都是同伴嘛。<br>咱们也可以帮忙的！
36,,お前達……,你们……
37,,……そうだな。<br>お前達の力を借りられるなら<br>ありがたい。,……是啊。<br>你们愿意帮忙实在太好了。
38,,……すまないな、姬塔。,……麻烦你们了，姬塔。
39,,<span class='scene-font-katari'>アルベールが姬塔に</span><br><span class='scene-font-katari'>頭を下げようとしたその時だった。</span>,<span class='scene-font-katari'>正当阿尔贝尔准备低头向众人道谢。</span>
41,,きゃっ！,啊！
42,,<span class='scene-font-katari'>激しい振動が騎空艇を襲い、</span><br><span class='scene-font-katari'>姬塔は転びそうになった</span><br><span class='scene-font-katari'>ルリアを助ける。</span>,<span class='scene-font-katari'>骑空艇剧烈地摇晃起来，姬塔赶紧扶住了快要摔倒的露莉亚。</span>
43,,何が起こった！？,怎么了！？
45,,やべぇ！<br>騎空艇に魔物の群れが……！,糟了！<br>一群魔兽上了骑空艇……！
47,,話どころではないな……<br>姬塔、片づけるぞ！,看来现在不是聊天的时候……<br>姬塔，先把它们解决！
info,,1,scene_evt170131_cp1_q3_s20
