path,trans,duration,note
voice/3040009000_birthday1,Happy Birthday~,1,生日
voice/3040009000_birthday2,祝贺你~姬塔你有朝大人前进了一步啊~\n哎？你问卡莉奥斯特萝的生日？\n真是的，卡莉奥斯特萝可是永远的少女啊，不会变老的~,18,
voice/3040009000_birthday4,生日吗……事到如今本大人是没什么兴趣去数年纪了，不过你还正常活着的时候可要珍视这种日子啊。\n因为这是重新审视自己的好机会。,16,
voice/3040009000_Halloween1,万圣节快乐！,2,万圣
voice/3040009000_Halloween3,不给糖就捣蛋！,3,
voice/3040009000_Halloween4,这一天终于到来了！\n糖果还是恶作剧？哼，我才不会让人选择呢。\n用本大人的恶作剧让人烦恼吧！上，衔尾蛇！,19,
voice/3040009000_Xmas1,圣诞快乐！,2,圣诞
voice/3040009000_Xmas2,喂喂，圣诞老人会来卡莉奥斯特萝这里吗？我当个好孩子的话，他一定会来的吧？,9,
voice/3040009000_newyear1,新年快乐！,3,新年
voice/3040009000_newyear4,嗯？新年到了？我已经不知道过了多少个新年了……不管怎样，今年也请多关照了，团长。,16,
