id,en,jp,trans
0-chapter_name,,届けたい言葉,愿与君语
0-synopsis,,酔っ払いを退けたロミオを見た老人ヘミングスは、彼の心の穴と矛盾を見抜く。その後、ロミオは徐々にヘミングスに心を許し交流を深めていく。老人が只者ではないことを感じながらも深く詮索せずに過ごす穏やかな日々の中、少しずつ心の平穏を取り戻していくロミオ。しかし、そんなある日、またもエスカラスの残党を発見したロミオは、悲しげに目を伏せて剣を抜く。,等罗密欧击退了两个醉汉，老人海明斯便已看出他内心的空虚与矛盾。其后，罗密欧渐渐对海明斯敞开心扉，加深交流。罗密欧亦看出老人并非泛泛之辈但并未深究，度过了一段平静的日子，心情也日趋平复。然而这天，罗密欧又发现了埃斯卡勒斯末裔的残党，只好心情沉重地拔剑出鞘。
0,,こりゃあ、大層強いものだのぉ。,哎呀，你身手也不错啊。
1,,危ない目に合わせてしまい、<br>申し訳ありませんでした……,让您遇到危险了，非常抱歉……
2,,いやいや、コンデル殿があっと言う間に<br>たたんでしまったからのぉ、<br>儂はちっとも危なくなかったわ。,没有没有，孔德尔你没几下就解决了他们，我哪有什么危险。
3,,いえ、ですが……,不，可是……
4,,うむ……<br>お主は面白い若者だのう。,唔……你真是个有趣的人啊。
5,,僕が、面白い……？,我、有趣……？
6,,演劇を愛する繊細で豊かな心、<br>深い意図まで読み取る教養、聡明さ……<br>加えてその剣の腕前。,你有丰富的内心去热爱戏剧，也有不错的教养和聪颖解读其中的深意……剑法也很有水平。
7,,その奥にな、多彩という一言では<br>片付けられぬ深みを感じるのぉ……,仅凭多彩一词，无法形容我在你身上感到的深邃……
8,,そんなことは……,没有这回事……
9,,だが、どこか<br>アンバランスで危うい。,但其中还有不稳定、非常危险的地方。
10,,っ……,唔……
11,,特に剣さばきを見ていて、<br>そう強く思ったぞ。お主の<br>心には、大きな穴があいておるな。,你的剑法给了这种强烈的感觉。你的内心非常空虚。
12,,<span class='scene-font-katari'>ヘミングスは、静かな瞳で</span><br><span class='scene-font-katari'>じっとロミオのことを見つめる。</span>,<span class='scene-font-katari'>海明斯静静地注视罗密欧。</span>
13,,……何故…………<br>何故、そのようなことが<br>わかるのですか？,……为什么…………为什么您能看出来呢？
14,,ふむ……儂の趣味は人間観察でな。<br>しかもこの通り、そこそこに<br>長く生きておる。,呵……我喜欢观察他人。而且也活到这个岁数了。
15,,そうすると、人よりもほんの少し<br>色々なものが見えるように<br>なるんじゃよ。,所以，总能看出一些别人看不出的东西。
16,,そう、ですか……,是、么……
17,,何か思い悩んでおるのかね？,你有什么烦恼吗？
18,,気が向いたら、このじじいに話して<br>みるといい。口に出せば少しは楽に<br>なることも、あるかもしれん。,你愿意的话，可是找我这个老头子倾诉啊。也许说出来了，就能痛快一些。
19,,僕は…………,我…………
25,,こんにちは、ヘミングス殿。,晚上好，海明斯先生。
26,,おおコンデル。<br>良く来たのぉ！,哦，孔德尔，你来得正好！
27,,<span class='scene-font-katari'>ロミオとヘミングスが出会った</span><br><span class='scene-font-katari'>夜から暫く経ち、二人は</span><br><span class='scene-font-katari'>徐々に交流を深めていく。</span>,<span class='scene-font-katari'>罗密欧结识海明斯之后，两人的交流更进一步。</span>
28,,<span class='scene-font-katari'>ロミオは自分の素性をはっきりと</span><br><span class='scene-font-katari'>口にしたりはしなかったが、</span><br><span class='scene-font-katari'>複雑なその胸の内を少しずつ語った。</span>,<span class='scene-font-katari'>虽然罗密欧并未表明自己的真实身份，但渐渐将心中复杂的感情告诉了海明斯。</span>
29,,<span class='scene-font-katari'>ヘミングスはそんなロミオの話に</span><br><span class='scene-font-katari'>耳を傾けつつも、必要以上に深く</span><br><span class='scene-font-katari'>問い詰めてくることはない。</span>,<span class='scene-font-katari'>海明斯只是倾听罗密欧的诉说，没有过多的追问。</span>
30,,<span class='scene-font-katari'>そんな優しい距離感が、</span><br><span class='scene-font-katari'>すさんでいたロミオの心を少しずつ</span><br><span class='scene-font-katari'>癒していた。</span>,<span class='scene-font-katari'>这种恰好的距离感渐渐治愈了罗密欧纷乱的内心。</span>
31,,ふむ……<br>して、何故このような台詞を？,唔……不过，为什么要安排这样的台词呢？
32,,……ここはたぶん、<br>自分の母のことを言っているの<br>ではないでしょうか？,……我想，这句话大概是在说他的母亲吧？
33,,ほほう！　それは面白い解釈だ！<br>しかし、言われてみると<br>しっくりくる……,嚯嚯！ 有趣的解释！不过，听你这么一说，的确说得通了……
34,,折角だ、どこかに記して……<br>ん？　ペンのインクが<br>なくなってしまったな。,不错的想法，快记下来吧……嗯？墨水用完了。
35,,インクは……<br>ああ、これですか？,墨水……啊，是这个吗？
36,,ああ、そうだそうだ。<br>ありがとう。,嗯，没错。谢谢。
37,,いえ……,没什么……
38,,<span class='scene-font-katari'>インクの入った瓶を手渡しながら、</span><br><span class='scene-font-katari'>ロミオは何かを考え込む。</span>,<span class='scene-font-katari'>罗密欧为老人递去墨水瓶后陷入了思考。</span>
39,,<span class='scene-font-kokoro'>（まただ。</span><br><span class='scene-font-kokoro'>この瓶もかなり高価なもの……</span><br><span class='scene-font-kokoro'>おそらくインクもだな）</span>,<span class='scene-font-kokoro'>（这个也是。这是非常高档的墨水瓶……大概其中的墨水也是如此）</span>
40,,<span class='scene-font-katari'>ヘミングスは、下町にある</span><br><span class='scene-font-katari'>とても質素な家に暮らしている。</span>,<span class='scene-font-katari'>海明斯位于郊外的住处非常朴素。</span>
41,,<span class='scene-font-katari'>しかしロミオは、部屋の調度品には</span><br><span class='scene-font-katari'>不釣り合いなほど高価なものが</span><br><span class='scene-font-katari'>紛れていることに気づいていた。</span>,<span class='scene-font-katari'>但罗密欧注意到其中有些与房屋格格不入的高档用品。</span>
42,,<span class='scene-font-kokoro'>（ペン、インク瓶、あとはこの</span><br><span class='scene-font-kokoro'>机もか……机の周りのものに</span><br><span class='scene-font-kokoro'>偏っているな）</span>,<span class='scene-font-kokoro'>（笔，墨水瓶，哪有这张桌子吧……和周围的装潢格格不入）</span>
43,,<span class='scene-font-katari'>それらはけして華美なわけではなく、</span><br><span class='scene-font-katari'>ロミオでなければ、その価値に</span><br><span class='scene-font-katari'>気が付かないだろう。</span>,<span class='scene-font-katari'>这些高档用品外表并不奢华，若不是罗密欧，恐怕根本无法注意到这点。</span>
44,,<span class='scene-font-kokoro'>（この方は一体、</span><br><span class='scene-font-kokoro'>どういう方なのだろうか……？）</span>,<span class='scene-font-kokoro'>（他究竟是什么人呢……？）</span>
45,,<span class='scene-font-katari'>どうやら、酒と演劇を愛する</span><br><span class='scene-font-katari'>ただの下町の老人ではなさそう</span><br><span class='scene-font-katari'>だとロミオは思う。</span>,<span class='scene-font-katari'>不管怎么说，都不会只是一个住在郊外热爱喝酒观剧的普通老人。</span>
46,,<span class='scene-font-katari'>しかし、ロミオ自身がその素性を</span><br><span class='scene-font-katari'>隠している身である所為もあり、</span><br><span class='scene-font-katari'>深く追求するつもりはなかった。</span>,<span class='scene-font-katari'>不过，毕竟罗密欧自己也在隐瞒身份，所以他也没有深究。</span>
47,,<span class='scene-font-kokoro'>（目の前のこの人がどこの誰で</span><br><span class='scene-font-kokoro'>あろうと、共に過ごす時間が</span><br><span class='scene-font-kokoro'>心地よいことにはかわりはない）</span>,<span class='scene-font-kokoro'>（无论他是谁，我们交谈的时光都是一种享受。）</span>
53,,<span class='scene-font-katari'>ある日、良い酒が入ったという連絡を</span><br><span class='scene-font-katari'>受けたロミオは、日暮れ後の道を</span><br><span class='scene-font-katari'>ヘミングスの家に向かって歩く。</span>,<span class='scene-font-katari'>这一天，海明斯告诉罗密欧他买到了好酒，邀请罗密欧共享。于是日落之后，罗密欧出发前往海明斯的家。</span>
54,,……星は見えないな。,……看不见星星啊。
