id,en,jp,trans
0-chapter_name,,第34章　古都の真実,第34章 古都的真相
0-synopsis,,老婆の家へと向かう道すがら、姬塔達は彼女から思いがけない話を聞くことになる。過去のオルキスは天真爛漫で、およそ人形と呼ばれるような性格ではなかった事や、そんなオルキスの親友であったという在りし日の黒騎士について、老婆は懐かしげに語るのだった。,在前往老妪家的途中，姬塔等人从她口中得知意想不到的事情。过去欧尔姬丝天真烂漫，根本不是会被称作人偶的性格。老妪还怀念地提到欧尔姬丝的好友，曾经的黑骑士。
0,,ね、ねぇ……お婆ちゃん……,那、那个……老婆婆……
1,,うん？　なんだい？,嗯？怎么了？
2,,あの……エルステ王国の王女様……<br>オルキス様って、<br>どんな子だったんですか？,那个……埃尔斯特的公主殿下……欧尔姬丝公主……是个怎样的人？
3,,そうだねぇ……<br>そりゃもう、元気で明るい子だったさ。,我想想……是个活泼开朗的孩子哦。
4,,あの頃は、<br>ヴィオラ女王が国を治めててねぇ、<br>その一人娘だったんだけど……,那时统治国家的是维奥拉女王，欧尔姬丝是她的独生女……
5,,けれども、気取らない良い子でねぇ。<br>女王陛下と一緒に、<br>よく街を周ったりして……,不过她从来不摆架子，经常和女王陛下一起巡视街道……
6,,オルキスちゃんが……,欧尔姬丝……
7,,ね、ねぇっ！<br>それじゃ、えっと……<br>ア、アポロニアさんとは……,那、那她……和阿波罗尼亚呢……
8,,ああ！<br>二人は年も近くって、<br>そりゃもう仲良しでねぇ……,啊！她俩年龄相仿，关系很好的……
9,,ほら、アポロちゃん、覚えてるかい？<br>あのお祭りの日に、<br>二人してうちの店へ来て……,阿波罗尼亚，你还记得吗？那次祭典，你们两个一起到我的店里来……
10,,忘れたな……,我忘了……
11,,ふふ……そうかい？<br>ともかく二人は姉妹みたいでねぇ……<br>可愛かったもんさ。,呵呵……是吗？总之她们两个像姐妹一样……很可爱哦。
12,,…………,…………
13,,おいおい……<br>こりゃいったい、<br>どーいうことなんだ？,喂喂……这到底是怎么回事啊？
14,,わかんないわよ……,不知道……
15,,もうあたしには、<br>よくわかんないってことしか<br>わかんないわ……,我现在只知道这是件我完全弄不懂的事情……
16,,明らかに、<br>私達には何か<br>重要な情報が欠けているようだ。,我们明显缺失了某些重要的情报。
17,,だな……<br>オルキスちゃんが王女様だの、<br>黒騎士と歳が近いだの……,是啊……什么欧尔姬丝是公主殿下，什么她和黑骑士年龄相仿……
18,,何がなんだかさっぱりわからねぇ……<br>これが兵士達の守る、<br>この街の秘密だってのか……？,这都是什么跟什么啊……难道说这就是士兵们保守的这个城市的秘密？
19,,娘のことだってのに……<br>オレにはこんなに、<br>知らないことがあるんだな……,明明是自己的女儿……没想到我不知道的事情这么多……
20,,ともかくいまは待ちましょう？<br>あの子もついに、<br>色々話す気になったみたいだしね。,总之我们先等等吧？难得她终于准备向我们解释什么了。
info,,1,scene_cp34_q1_s20
