id,en,jp,trans
0-chapter_name,,守るべきもの,要守护之物
0-synopsis,,姬塔一行はグレアの特訓の息抜きのため、グレアとアンとともにマナリアの町を訪れる。様々な場所を巡った一行は、町の喫茶店で休んでいた。そこで一行は、店内の客同士の話から、魔物の群れが町に迫っていることを知る。姬塔達はグレアとアンを店に残し、様子を見に行くのだった。,姬塔一行为了让古蕾雅特训之余转换心情，让克蕾雅跟安一起去参观玛那利亚的小镇。去了各种各样地方的大家，在镇上的咖啡店里休息着。在那里，从店里的顾客们处听到，有大群魔物正在接近城镇。姬塔他们把古蕾雅跟安留在店里，前去看看情况。
1,,<span class='scene-font-katari'>特訓の息抜きのため、</span><br><span class='scene-font-katari'>グレアと共に姬塔一行は</span><br><span class='scene-font-katari'>マナリアの町を訪れていた。</span>,为了让古蕾雅特训之余转换心情，克蕾雅跟姬塔他们一起去参观玛那利亚的小镇。
2,,<span class='scene-font-katari'>過去に攻め入ってきた異形の軍勢に</span><br><span class='scene-font-katari'>よって、損傷してしまった町並みは、</span><br><span class='scene-font-katari'>人々の手によって順調に修繕されていた。</span>,过去因遭到异形的军团袭击而伤痕累累的城镇，现在正在由人们顺利地进行着修复。
3,,<span class='scene-font-katari'>活気を取り戻し始める町を、一行が</span><br><span class='scene-font-katari'>楽しげに眺める中、グレアは不安そうに</span><br><span class='scene-font-katari'>アンの背に隠れるようにしていた。</span>,在这开始取回活力的城镇里，大家高兴地眺望着四周之时，古蕾雅正在不安地像是要藏在安的背后一样。
4,,グレアさん……<br>大丈夫ですか？,古蕾雅……你没事吧？
5,,う、うん……少し不安で……<br>周りの人の視線が、その……,啊，嗯……有点不安……四周的人的视线，有点那个……
6,,そういや、<br>妙に注目浴びてるような……,啊不，好像在被奇怪地注目着一样……
7,,やっぱり、私の姿のせいだと思う。<br>たぶん怖がらせてる……,果然，是因为我的样子的错吧。大概是因为害怕才会……
8,,<span class='scene-font-katari'>姬塔は首を傾げながら、</span><br><span class='scene-font-katari'>周囲に耳を傾ける。</span>,姬塔歪着头，仔细地听着四周的话。
12,,見ろよあの子……<br>なんというかレベルが高いな……<br>ああ、若いっていいな……,看啊那个女孩子……怎么说好呢，等级好高啊……啊啊，年轻真好啊……
13,,眼福、眼福……！ <br>見てるだけで身体から<br>疲労が飛んでいくようだ……！,眼福，眼福……！只是看着就感觉疲劳在迅速飞走了一样……！
16,,<span class='scene-font-4'>あたっ！！</span>,好痛！！
17,,何バカなこと言ってんの！<br>ジロジロ見て学生さんに迷惑でしょ！<br>ほら手を動かしな！,在说什么蠢话！目不转睛地盯着学生们看会让人不舒服的！赶快动手干活！
21,,ははは……<br>全然怖がってねぇな、ありゃ……,哈哈哈……完全一点都不害怕啊，看那样子……
22,,ふふふ……大丈夫だよ、グレア。,Hehu ……呼呼呼……没事的哦古蕾雅。
23,,ふふ、そうよ！　それに<br>もしグレアさんを怖がる人がいたら、<br>あたしがタダじゃおかないんだから！,呵呵，没错！而且要是真的有人害怕古蕾雅的话，我们可也不会置之不理的！
24,,あ、ありがとう……,多，多谢大家……
25,,<span class='scene-font-katari'>グレアは落ち着いた様子を見せ、</span><br><span class='scene-font-katari'>一行と共に町を巡り始める。</span>,看到古蕾雅平静下来了，大家开始一起巡游城镇。
29,,<span class='scene-font-katari'>町のブティックにて――</span>,在镇上的时装店里——
30,,あ、これ……<br>グレアさんに似合いそう！,啊，这个……好像很适合古蕾雅！
31,,どう、グレア？<br>試着してみちゃう？<br>私も似合うと思うな～?,如何，古蕾雅？要试穿一下吗？我觉得很适合你哦??
32,,そ、そうかな……？<br>みんなが言うんだったら……,这，这样吗……？大家都这么说的话……
33,,でも、このお洋服なら<br>みんなも似合うと思うな……,但是，我觉得这洋装也很适合大家……
34,,それじゃあ、<br>みんなで着ましょう！<br>ビィさんも姬塔も一緒に！,那，大家一起来试穿吧！碧跟姬塔也一起！
35,,へぇあっ！？<br>オ、オイラ達もかぁ！？,诶啊！？连，连俺们也要吗！？
36,,決まりだね?<br>さーさっそく試着試着～！,就这么定了?来快点试穿试穿！
39,,ふふふ……,呼呼呼……
45,,<span class='scene-font-katari'>その後、</span><br><span class='scene-font-katari'>一行は様々な場所を巡り、</span><br><span class='scene-font-katari'>充実したひと時を過ごす。</span>,这之后，一干人等去了各种各样的地方，度过了充实的片刻。
46,,<span class='scene-font-katari'>程よい空腹を覚え、</span><br><span class='scene-font-katari'>一行は町の喫茶店に立ち寄っていた。</span>,在感到肚子饿了以后，大家来到了镇上的茶馆。
47,,いやぁ……<br>ひでぇ目にあったぜ……,哎呀……真是倒大霉了啊……
48,,もしかして、嫌だった？<br>それなら、ごめんなさい……,难道说，很讨厌被那么做吗？那样的话，真的很对不起……
49,,い、いや……<br>謝るほどじゃねーって！,不，不……才没必要道歉啦！
