path,trans,duration,note
voice/3040202000_birthday_mypage1,Happy Birthday！,1,生日
voice/3040202000_birthday_mypage2,生日快乐。,1,
voice/3040202000_birthday_mypage3,我听说今天是你的生日，就和美杜莎一起做了庆祝的蛋糕。\n至于是什么样的蛋糕，等你看到了就知道了。你一定会惊讶的。,13,
voice/3040202000_halloween_mypage1,不给糖就捣蛋。,2,万圣
voice/3040202000_halloween_mypage2,万圣节快乐！,2,
voice/3040202000_halloween_mypage3,这个，可真是奇怪……南瓜灯？\n原来如此，是万圣节的装饰物啊。\n嗯嗯，仔细看看的话，它这造型还挺可爱的。,17,
voice/3040202000_christmas_mypage1,圣诞快乐！,2,圣诞
voice/3040202000_christmas_mypage2,平安夜的城市光是看着就觉得内心雀跃无比。\n灯火就像无数的繁星一样不断闪耀，我甚至觉得，我希望永远持续下去的景色就在这里。,17,
voice/3040202000_newyear_mypage1,新年快乐！,2,新年
voice/3040202000_newyear_mypage2,Happy New Year！,2,
voice/3040202000_newyear_mypage3,新的一年开始了。\n我听说新年的时候要决定一年的目标，团长你决定了吗？,12,
