id,en,jp,trans
0-chapter_name,,空に馳せる羨望,向天空驰骋的慕意
0-synopsis,,一行の危機を救ったロゼッタは、求婚者の男と対峙する。二人には浅からぬ因縁があり、プロポーズを受けたのは、彼の油断を誘うためだった。すると男は、帝国の研究者から裏取引で買った魔晶を取り出し、強力な魔物を召喚する。,解救了危机的一行人的萝塞塔与求婚的男人对峙。两人有着不浅的因缘，萝塞塔接受求婚也只是为了使男人疏忽大意。于是，男人拿出于帝国研究者幕后交易的魔晶，召唤出强力的魔物。
0,,<span class='scene-font-katari'>魔物を退けた一行。</span><br><span class='scene-font-katari'>ロゼッタは不敵に笑う男と対峙する。</span>,一行人击退了魔物。萝塞塔与嘲笑的男人对峙。
1,,あんな結界で、<br>アタシを閉じ込められるとでも？,那样的结界，就想把我关在里面？
2,,フフ……<br>こんな短時間で破られるとはね。<br>やはり貴女は素晴らしい。,哼哼……这么短的时间里就打破了它。果然您很棒呢。
3,,それはどうも。<br>でも、不思議ね。<br>とても魔導師には見えないけれど。,那真是谢谢。但是，不可思议呢。我没有看到哪里有魔导师。
4,,……答えて頂戴。<br>どうやってそんな歪な力を？,……请告诉我。你是怎么得到这种歪曲的力量的？
5,,興味がおありですか？<br>……では、お見せしましょう。,你有兴趣吗？……那么，就让您看看吧。
6,,<span class='scene-font-katari'>男はニヤリと笑い、懐から、</span><br><span class='scene-font-katari'>禍々しい光を放つ結晶を取り出した。</span>,男人偷笑着，从怀里掏出来了一颗发出不详光芒的结晶。
7,,それは……<br>ま、魔晶！？,那个是……魔，魔晶！？
8,,おいおい！<br>なんでそんなもん持ってんだよ！？,喂喂！为什么会有那种东西！？
9,,貴女との恋に破れた後……<br>僕なりに考えたんですよ。<br>あの騎空士にあって、僕にないものを。,对您的爱恋破碎后……我深刻的思考了很久。那个骑空士有的，而我没有的。 
10,,……それは「力」だ。,……那就是「力量」啊。
11,,貴女を振り向かせるために、<br>帝国の研究者と裏取引をしたんです。<br>いやぁ、高かった高かった。,为了让您回心转意，我与帝国的研究者进行了幕后交易。呀，很贵的很贵的。
12,,へぇ……<br>まぁ、そんなところだろうと思ったわ。,嘿……嘛，我想也是那样的。
13,,フフフ……<br>見直して頂けましたか？<br>他にも、こんなことも出来るんですよ！,哼哼哼……让您刮目相看了吗？另外的，这样的事情也能做得出来哦！
15,,<span class='scene-font-4'>グオオォォッ！！</span>,<span class='scene-font-4'>咕</span>哦哦哦哦！！
16,,……っ！<br>しつこい男ね……！,……啧！讨人嫌的男人呢……！
17,,みんな、ごめんなさい。<br>巻き込んじゃって悪いけど、<br>もうちょっと付き合って頂戴！,大家，对不起了。十分抱歉把你们卷进来了，请再稍微陪我一下吧！
info,,1,scene_chr223_q2_s10
