path,trans,duration,note
voice/3040071000_birthday1,Happy Birthday！,1,生日
voice/3040071000_birthday2,生日快乐！,1,
voice/3040071000_s2_halloween0,万圣节快乐！团长，一起变装吧？你准备穿成什么样？,7,万圣
voice/3040071000_s2_halloween1,不给糖就捣蛋！\n有没有为我准备很多很多糖果？,7,
voice/3040071000_s2_halloween2,我穿成什么样你会高兴？还是可爱一点比较好？,9,
voice/3040071000_Xmas1,圣诞快乐!,2,圣诞
voice/3040071000_Xmas2,今天是大家一起开派对的日子吧？,3,
voice/3040071000_Xmas5,嘿嘿，今天莫君好像心情也很好。,4,
voice/3040071000_newyear1,新年……快……乐…………,6,新年
voice/3040071000_newyear2,欸……什么事？\n已经跨完年了？是吗……,11,
voice/3040071000_newyear3,你问我怎么了？\n我很困啊……昨天熬夜熬过头了……,12,
