path,trans,duration,note
voice/3040004000_birthday2,Happy Birthday！,2,生日
voice/3040004000_Halloween1,万圣节快乐！,3,万圣
voice/3040004000_Halloween3,来，团长，我们一起去其他人那里逛一圈吧？\n好好吓吓他们，拿很多很多糖果回来。,10,
voice/3040004000_Halloween4,宝石境的万圣节，人们穿的变装都非常讲究。\n虽然平常很朴素，但节日会大家一起盛大地庆祝。\n这才是宝石境的国民。,15,
voice/3040004000_Xmas1,圣诞快乐！,3,圣诞
voice/3040004000_Xmas3,圣诞礼物，真是让人怀念啊。\n我小的时候，父亲大人曾经送给我一个仿佛将雪夜天空包裹在内的漂亮宝石。\n即使现在，那对我来说也是最重要的宝物。,22,
voice/3040004000_newyear1,新年快乐！,3,新年
voice/3040004000_newyear2,我的新年目标吗？当然是，勤俭节约，清贫生活。\n身为王族，要时刻注意生活也要成为民众的榜样……\n……而且奢侈的生活也不是很适合我。,22,
voice/3040004000_Valentine1,情、情人节快乐！,4,情人节
voice/3040004000_Valentine2,今天是……情人节吧。我也尝试做了巧克力……\n没、没有什么其他意思！那个，熟知各种活动也是王族的工作……\n啊啊真是的！不要管那么多了，赶快收下！,22,
voice/3040004000_Valentine3,怎、怎么样？我亲手做出的巧克力的味道……因为是手工做的，所以大概会比店里的高级品味道差一点……欸？好、好吃？真的吗！？呵呵，这个味道能让你高兴，我很真的很开心……,26,
voice/3040004000_Whiteday1,白色情人节快乐！,3,白情
voice/3040004000_Whiteday2,哎呀？这个要给我……？是情人节的返礼吗？\n呵呵……你记得啊……谢谢你，我会好好保管的。,16,
voice/3040004000_Whiteday3,说起白色情人节，以前特蕾丝曾经做了曲奇来当情人节的回礼。\n那个曲奇本身虽然干巴巴的做得一点也不好，不知为什么我却觉得很好吃。,18,
