path,trans,duration,note
voice/3040040000_mypage1,拯救世界……为了这个使命，我甚至可以抛弃生命。,6,终突前
voice/3040040000_mypage2,我并不喜欢战斗。我更喜欢做刺绣啊，做点心来过日子。\n……但是，为了保护人们，有时候战斗也是必需的。,12,
voice/3040040000_mypage3,我从碧大人身上感到……与过去给我启示的那个存在相同的气息……,6,
voice/3040040000_mypage4,为了成就大义，需要强大的力量。所谓强大的力量，是从每天努力积累中诞生的。,9,
voice/3040040000_03_mypage1,最初我收到了拯救世界的启示。但是，拯救世界到底是怎么回事，我甚至连这个都不明白。,14,终突后
voice/3040040000_03_mypage2,为了我没能拯救到的那些人，我也不会停下脚步。,6,
voice/3040040000_03_mypage3,我并不是喜欢战斗。即使如此，如果我拿起武器可以帮助到人们，那么也是逼不得已。,10,
voice/3040040000_birthday1,生日快乐。,1,生日
voice/3040040000_birthday2,Happy Birthday！,1,
voice/3040040000_birthday3,生日快乐。\n能像这样与你一起为你诞生的日子庆祝我很荣幸。\n希望你下一个生日我也能与你一起。,10,
voice/3040040000_Halloween1,万圣节快乐！,2,万圣
voice/3040040000_Halloween2,万圣节快乐！\n糖果还是恶作剧？敢对我恶作剧你也真是胆大，来试试看啊。,11,
voice/3040040000_Xmas1,圣诞快乐！,2,圣诞
voice/3040040000_Xmas3,圣诞快乐。\n过得热热闹闹是很开心，不过度过严肃的一天也不错。\n愿你能够度过一个美满的平安夜。,11,
voice/3040040000_newyear1,新年快乐！,2,新年
voice/3040040000_newyear2,今年也请多关照。,2,
