path,trans,duration,note
voice/3040027000_mypage1,呵呵呵，骑空艇上的旅行真是非常愉快啊！,4,羊
voice/3040027000_mypage2,嗯？我的角很少见？呵呵呵，这是我特有的角。它象征了我的使命。,11,
voice/3040027000_mypage3,各种各样的点心里，我还是最喜欢那种叫做羊羹的甜点啊。,5,
voice/3030110000_20180131_navi67,被炉暖暖的，真是个好东西呀。,5,
voice/scene_ult_chr106_ep1_q2_s20_25,呵呵呵呵呵，你这个小东西~,3,
voice/scene_ult_chr106_ep1_q2_s20_61,铛铛铛~铛铛铛~铛,3,
voice/3040027000_birthday1,生日快乐。我由衷为你诞生的这个日子而高兴。,8,生日
voice/3040027000_birthday2,一年一度年龄增长的这个日子，正是思考过去和将来的绝佳的日子。\n那么，你会选择什么样的未来？,12,
voice/3040027000_Halloween1,万圣节真是个让人感兴趣的活动。\n我也想像大家那样准备变装。,9,万圣
voice/3040027000_Halloween2,不给糖就捣蛋！\n呵呵，恶作剧还是糖果，你选一个吧。,8,
voice/3040027000_Xmas1,圣诞快乐！\n无论是城市还是人们，都因为平安夜蠢蠢欲动啊。,9,圣诞
voice/3040027000_Xmas2,在我当上神将前，每年平安夜我都是和家人一起过的。\n我记得那时候的草莓蛋糕非常好吃。\n嗯？我可不是在催你准备蛋糕哦。,17,
voice/3040027000_newyear1,恭贺新年！\n愿今年是无病无灾，安稳和平的一年。,7,新年
voice/3040027000_newyear2,呵呵……一想到新年和你们一起过，就觉得心里暖洋洋的，特别高兴。今年也请多关照哦。,14,
