path,trans,duration,note
voice/3040039000_birthday1,生日快乐！,2,生日
voice/3040039000_birthday2,Happy Birthday！,1,
voice/3040039000_birthday3,生日快乐。\n我觉得虽然无法选择出生的时间和地点，但是怎么活下去是自己可以决定的。\n希望今年是你自己可以满足的一年。,15,
voice/3040039000_Halloween1,万圣节快乐！,2,万圣
voice/3040039000_Halloween2,不给糖就捣蛋！,2,
voice/3040039000_Halloween3,万圣节快乐！\n星屑之街的孩子们今天把工作和训练都丢到一边了，不知道他们会做出什么样的恶作剧，你也要小心！,12,
voice/3040039000_Xmas1,圣诞快乐！,2,圣诞
voice/3040039000_Xmas3,圣诞快乐！\n以前，我看到被装点地很热闹的城市，会觉得有些寂寞……\n嗯？现在不这么觉得了。而且还有你在啊。,16,
voice/3040039000_newyear2,Happy New Year！,2,新年
voice/3040039000_newyear3,新年快乐！\n嗯……临近年底总觉得忙个不停呢。我觉得悠闲地过年更好。,12,
